rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C17H28O7	[M - H]-	C17H28O7	27.01178809830584	23.24923170034104	3.7625563979648007	10	0.8513696758720488	1.2884589761833196	1.8814483081401299	0.24248786449984056	
2	C13H24N6O5	[M - H]-	C13H24N6O5	17.13944867689907	16.510471500548555	0.6289771763505168	10	0.8513696758720488	1.6334137320483957	2.1567072876165625	8.06752683649602	
3	C13H31NO7P	[M - H]-	C13H31NO7P	15.456177493764006	13.65349146885472	1.8026860249092873	10	0.8513696758720488	1.2884589761833196	1.8814483081401299	-0.662953423292132	
4	C16H29N2O4P	[M - H]-	C16H29N2O4P	14.463817420772074	12.611878005244536	1.8519394155275375	10	0.8513696758720488	1.2884589761833196	2.1567072876165625	-8.472571750355835	
5	C11H29N4O6P	[M - H]-	C11H29N4O6P	14.238447606452025	14.238447606452025	0.0	10	0.8513696758720488	1.6334137320483957	2.1567072876165625	3.2495660628715966	
6	C10H28N6O5S	[M - H]-	C10H28N6O5S	13.804593224365576	13.357968317735397	0.44662490663017873	10	0.8513696758720488	1.2884589761833196	1.94610833678726	-1.7557852680782935	
7	C15H26N3O6	[M - H]-	C15H26N3O6	13.440970832508931	10.894606008031253	2.5463648244776786	10	0.8513696758720488	1.6334137320483957	2.1567072876165625	4.15500735049793	
8	C12H30N3O6S	[M - H]-	C12H30N3O6S	12.605300106218603	11.61202299325318	0.9932771129654223	10	0.8513696758720488	1.2884589761833196	2.1567072876165625	-5.668304753910744	
9	C20H26NO4	[M - H]-	C20H26NO4	11.061229702199011	9.108631096737845	1.9525986054611664	10	0.8513696758720488	1.2884589761833196	2.1567072876165625	-7.5671304627295015	
10	C12H32N3O4P2	[M - H]-	C12H32N3O4P2	8.563941394709829	8.563941394709829	0.0	10	0.8513696758720488	1.2884589761833196	2.1567072876165625	-9.37801303765089	
