rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.0977657648208425	-54.162485523764374	C8H10O2	[M - H]-	PETRWTHZSKVLRE	InChI=1S/C8H10O2/c1-6-3-4-7(9)8(5-6)10-2/h3-5,9H,1-2H3	Valspice	CC1=CC(=C(C=C1)O)OC	1.89414561	7144;91447587;122236596;123322324	HMDB:(32136);PubChem class - food;SuperNatural:(SN00156827);ZINC bio:(ZINC03875629);MeSH:(7144);PubMed;NORMAN:(NS00012823);COCONUT:(CNP0264266);Natural Products:(UNPD8523);PubChem:(7144 91447587 122236596 123322324);YMDB Mine;CHEBI:(89886);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	60351111278
2	1	N/A	-59.75549069098129	C8H10O2	[M - H]-	VKQJFKLRXDLRNP	InChI=1S/C8H10O2/c1-5-3-7(9)8(10)4-6(5)2/h3-4,9-10H,1-2H3	4,5-Dimethylcatechol	CC1=CC(=C(C=C1C)O)O	1.89999998	12730287	PubChem:(12730287);PubMed;KEGG Mine	8589934658
3	1	N/A	-61.002247887041655	C8H10O2	[M - H]-	RCNCKKACINZDOI	InChI=1S/C8H10O2/c1-5-3-7(9)4-8(10)6(5)2/h3-4,9-10H,1-2H3	o-Xylorcinol	CC1=CC(=CC(=C1C)O)O	1.89999998	10697	NORMAN:(NS00032573);COCONUT:(CNP0138651);Natural Products:(UNPD128536);PubChem:(10697);SuperNatural:(SN00328853);ZINC bio:(ZINC00391601);MeSH:(10697);Training Set;PubMed;KEGG Mine	8593399878
4	1	N/A	-65.72565273394135	C8H10O2	[M - H]-	SGWZVZZVXOJRAQ	InChI=1S/C8H10O2/c1-5-3-7(9)4-6(2)8(5)10/h3-4,9-10H,1-2H3	2,6-Xyloquinol	CC1=CC(=CC(=C1O)C)O	1.96779418	69560	HMDB:(32137);PubChem class - food;SuperNatural:(SN00155836);ZINC bio:(ZINC00406908);MeSH:(69560);PubMed;NORMAN:(NS00019915);COCONUT:(CNP0107250);Natural Products:(UNPD40768);PubChem:(69560);PubChem class - bio and metabolites;PubChem class - safety and toxic;KEGG Mine	8811487310
5	1	N/A	-68.43634924809334	C8H10O2	[M - H]-	RYHGQTREHREIBC	InChI=1S/C8H10O2/c1-5-3-4-7(9)8(10)6(5)2/h3-4,9-10H,1-2H3	3,4-Dimethylcatechol	CC1=C(C(=C(C=C1)O)O)C	1.89999998	17738	COCONUT:(CNP0352924);PubChem:(17738);EcoCyc Mine;MeSH:(17738);PubChem class - safety and toxic;PubMed;KEGG Mine	25839009862
6	1	N/A	-71.74415278323424	C8H10O2	[M - H]-	RGUZWBOJHNWZOK	InChI=1S/C8H10O2/c1-5-3-4-6(2)8(10)7(5)9/h3-4,9-10H,1-2H3	3,6-Dimethylcatechol	CC1=C(C(=C(C=C1)C)O)O	1.89999998	11469114	COCONUT:(CNP0183636);Natural Products:(UNPD29943);PubChem:(11469114);EcoCyc Mine;PubChem class - safety and toxic;PubMed;KEGG Mine	25839042626
7	1	N/A	-71.89488474685896	C8H10O2	[M - H]-	IYDQSPIOJHDHHO	InChI=1S/C8H10O2/c1-5-3-6(2)8(10)4-7(5)9/h3-4,9-10H,1-2H3	4,6-Dimethylresorcinol	CC1=CC(=C(C=C1O)O)C	1.89999998	12444992	PubChem:(12444992);PubMed;KEGG Mine	8589934658
8	1	N/A	-72.54257336908574	C8H10O2	[M - H]-	GPASWZHHWPVSRG	InChI=1S/C8H10O2/c1-5-3-8(10)6(2)4-7(5)9/h3-4,9-10H,1-2H3	2,5-Dimethylhydroquinone	CC1=CC(=C(C=C1O)C)O	1.89999998	69211;59060490;131855728	NORMAN:(NS00034736);PubChem:(69211 59060490 131855728);PubMed;ZINC bio:(ZINC01593826)	270402
9	1	N/A	-74.19408740806924	C8H10O2	[M - H]-	AHXXIALEMINDAW	InChI=1S/C8H10O2/c1-10-6-7-2-4-8(9)5-3-7/h2-5,9H,6H2,1H3	4-Methoxymethylphenol	COCC1=CC=C(C=C1)O	1.37550926	79310	PubChem class - food;SuperNatural:(SN00155824);ZINC bio:(ZINC00394208);MeSH:(79310);PubMed;NORMAN:(NS00022322);COCONUT:(CNP0145249);Natural Products:(UNPD186297);PubChem:(79310);CHEBI:(133885);EcoCyc Mine;KEGG Mine	25907470438
10	1	N/A	-74.30459618213257	C8H10O2	[M - H]-	SIRZAUFJHUZRTI	InChI=1S/C8H10O2/c1-6-7(9)4-3-5-8(6)10-2/h3-5,9H,1-2H3	3-Methoxy-2-methylphenol	CC1=C(C=CC=C1OC)O	1.89414561	248913	PubChem:(248913);KEGG Mine	8589934594
