rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11092270298090871	-88.93565281250716	C8H10O3	[M - H2O - H]-	JUUBCHWRXWPFFH	InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,9-11H,3-4H2	dopet	C1=CC(=C(C=C1CCO)O)O	0.992198348	82755;10844647;71749402;121231068;131708874	HMDB:(5784);PubChem class - food;SuperNatural:(SN00156647);ZINC bio:(ZINC02379217);additional;MeSH:(82755);PubMed;NORMAN:(NS00023400);COCONUT:(CNP0275287);KNApSAcK:(32635);Natural Products:(UNPD28896);PubChem:(82755 10844647 71749402 121231068 131708874);YMDB Mine;CHEBI:(68889);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-15887);KEGG Mine	60385192062
2	1	N/A	-93.89295848159618	C8H10O3	[M - H2O - H]-	AMCOCUDBDKVWRZ	InChI=1S/C8H10O3/c9-5-6-11-8-4-2-1-3-7(8)10/h1-4,9-10H,5-6H2	ACMC-20aoqs	C1=CC=C(C(=C1)O)OCCO	0.900376081	78519	NORMAN:(NS00031739);PubChem:(78519);YMDB Mine;additional;PubChem class - safety and toxic;Training Set;PubMed	34427650114
3	1	N/A	-100.98315671342485	C8H10O3	[M - H2O - H]-	OQDDFOFVIFIUME	InChI=1S/C8H10O3/c9-4-3-6-5-7(10)1-2-8(6)11/h1-2,5,9-11H,3-4H2	2-(2-Hydroxyethyl)benzene-1,4-diol	C1=CC(=C(C=C1O)CCO)O	0.800000012	19010223	PubChem:(19010223);YMDB Mine	34359738370
4	1	N/A	-105.9900661649281	C8H10O3	[M - H2O - H]-	PEYBRQZZBUIAKX	InChI=1S/C8H10O3/c9-2-1-6-3-7(10)5-8(11)4-6/h3-5,9-11H,1-2H2	1,3-Benzenediol, 5-(2-hydroxyethyl)-	C1=C(C=C(C=C1O)O)CCO	0.800000012	60105926;68467534	PubChem:(60105926 68467534);PubMed	66
5	1	N/A	-107.04965031630014	C8H10O3	[M - H2O - H]-	XAOWAPVJODCFOS	InChI=1S/C8H10O3/c9-5-1-3-7-11-8-4-2-6-10/h9-10H,1-2,5-6H2	null	C(CO)C#COC#CCCO	0.5	123739553	PubChem:(123739553)	2
6	1	N/A	-108.52295109805016	C8H10O3	[M - H2O - H]-	YPNXUPUGKABEQS	InChI=1S/C8H10O3/c9-4-3-6-1-2-7(10)5-8(6)11/h1-2,5,9-11H,3-4H2	4-(2-hydroxyethyl)-1,3-benzenediol	C1=CC(=C(C=C1O)O)CCO	0.992198348	13486360	COCONUT:(CNP0163682);PubChem:(13486360);SuperNatural:(SN00019955);YMDB Mine;ZINC bio:(ZINC13340461);PubChem class - safety and toxic;KEGG Mine	43019935746
7	1	N/A	-109.92627997851444	C8H10O3	[M - H2O - H]-	DPKWXRUINJHOOB	InChI=1S/C8H10O3/c9-5-6-11-8-3-1-7(10)2-4-8/h1-4,9-10H,5-6H2	4-(2-hydroxyethoxy)phenol	C1=CC(=CC=C1O)OCCO	0.900376081	9834014	PubChem class - safety and toxic;PubChem:(9834014);YMDB Mine;KEGG Mine	43016781826
8	1	N/A	-113.46015551180618	C8H10O3	[M - H2O - H]-	QIUBEQOLALPIRG	InChI=1S/C8H10O3/c9-6-5-7-1-3-8(11-10)4-2-7/h1-4,9-10H,5-6H2	2-(4-hydroperoxyphenyl)ethanol	C1=CC(=CC=C1CCO)OO	1.58016455	16638797	PubChem:(16638797)	2
9	1	N/A	-117.96484566575782	C8H10O3	[M - H2O - H]-	PNYGFQSRTSALOA	InChI=1S/C8H10O3/c9-8-4-2-1-3-7(8)5-6-11-10/h1-4,9-10H,5-6H2	null	C1=CC=C(C(=C1)CCOO)O	1.58016455	88316718	PubChem:(88316718)	2
10	1	N/A	-117.99944393364258	C8H10O3	[M - H2O - H]-	YZGMIRBFYCQNRH	InChI=1S/C8H10O3/c9-5-4-6-7(10)2-1-3-8(6)11/h1-3,9-11H,4-5H2	1,3-Benzenediol, 2-(2-hydroxyethyl)-	C1=CC(=C(C(=C1)O)CCO)O	0.800000012	21935072	PubChem:(21935072);YMDB Mine	34359738370
11	1	N/A	-118.70617520980244	C8H10O3	[M - H2O - H]-	HCTLDJXKMLQYBA	InChI=1S/C8H10O3/c9-5-1-3-7(10)8-4-2-6-11-8/h2,4,6,9H,1,3,5H2	null	C1=COC(=C1)C(=O)CCCO	0.937218785	15646183	PubChem:(15646183)	2
12	1	N/A	-119.72145479871382	C8H10O3	[M - H2O - H]-	NUMHLXJMQFVASR	InChI=1S/C8H10O3/c9-6-7-10-11-8-4-2-1-3-5-8/h1-5,9H,6-7H2	null	C1=CC=C(C=C1)OOCCO	1.29999995	89245397	PubChem:(89245397)	2
13	1	N/A	-119.84249178649623	C8H10O3	[M - H2O - H]-	KKOWMCYVIXBCGE	InChI=1S/C8H10O3/c9-4-5-11-8-3-1-2-7(10)6-8/h1-3,6,9-10H,4-5H2	Ambap49650-88-6	C1=CC(=CC(=C1)OCCO)O	0.900376081	152273	NORMAN:(NS00031926);MeSH:(152273);PubChem:(152273);YMDB Mine;PubMed	34360000582
14	1	N/A	-120.64559357008801	C8H10O3	[M - H2O - H]-	VOQMPYGJQPQGQC	InChI=1S/C8H10O3/c9-4-6-1-2-7(5-10)8(11)3-6/h1-3,9-11H,4-5H2	1,4-Benzenedimethanol, 2-hydroxy-	C1=CC(=C(C=C1CO)O)CO	0.300000012	13877096	PubChem:(13877096);KEGG Mine	8589934594
15	1	N/A	-120.8261863585936	C8H10O3	[M - H2O - H]-	CLKKOEHSYMRFRN	InChI=1S/C8H10O3/c9-11-10-7-6-8-4-2-1-3-5-8/h1-5,9H,6-7H2	null	C1=CC=C(C=C1)CCOOO	1.60000002	88481887	PubChem:(88481887)	2
16	1	N/A	-123.75248045177092	C8H10O3	[M - H2O - H]-	HOPGWDUYWPMYFB	InChI=1S/C8H10O3/c9-4-6-1-2-8(11)7(3-6)5-10/h1-3,9-11H,4-5H2	2,4-Dimethylol phenol	C1=CC(=C(C=C1CO)CO)O	0.507726252	76245	NORMAN:(NS00021998);MeSH:(76245);PubChem:(76245);PubMed	262214
17	1	N/A	-128.4258904868875	C8H10O3	[M - H2O - H]-	LUWUADRTJXFXIB	InChI=1S/C8H10O3/c9-5-4-6-2-1-3-7(10)8(6)11/h1-3,9-11H,4-5H2	1,2-Benzenediol, 3-(2-hydroxyethyl)-	C1=CC(=C(C(=C1)O)O)CCO	0.800000012	12828581	EcoCyc Mine;PubChem:(12828581);YMDB Mine;PubMed;KEGG Mine	60129542210
18	1	N/A	-131.33380220147174	C8H10O3	[M - H2O - H]-	UGMSZEBOXNVPHR	InChI=1S/C8H10O3/c9-11-7-6-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2	null	C1=CC=C(C=C1)OCCOO	1.48834229	22365497	PubChem:(22365497)	2
19	1	N/A	-131.42144838622178	C8H10O3	[M - H2O - H]-	ZENOXNGFMSCLLL	InChI=1S/C8H10O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-4,9-10H,5H2,1H3	bmse000444	COC1=C(C=CC(=C1)CO)O	0.952714145	62348;58173720	HMDB:(32012);PubChem class - food;SuperNatural:(SN00043618);ZINC bio:(ZINC00164388);additional;MeSH:(62348);PubMed;NORMAN:(NS00018669);COCONUT:(CNP0268270);Natural Products:(UNPD135057);PubChem:(62348 58173720);YMDB Mine;CHEBI:(18353);PubChem class - bio and metabolites;KEGG:(C06317);PubChem class - safety and toxic;Training Set;Biocyc:(VANILLYL-ALCOHOL)	34581834094
20	1	N/A	-132.66408388949617	C8H10O3	[M - H2O - H]-	VYRWCSXMABWFDW	InChI=1S/C8H10O3/c9-5-8(11)6-1-3-7(10)4-2-6/h1-4,8-11H,5H2	4-Hydroxyphenylglycol	C1=CC(=CC=C1C(CO)O)O	0.476870328	3081980;45083090;70222178	HMDB:(135785);SuperNatural:(SN00386094 SN00330075);ZINC bio:(ZINC14503456 ZINC14503458);MeSH:(3081980);PubMed;COCONUT:(CNP0398619);Natural Products:(UNPD117131 UNPD35159);PubChem:(3081980 45083090 70222178);YMDB Mine;CHEBI:(125383);PubChem class - bio and metabolites;KEGG Mine	42969636974
21	1	N/A	-133.62542989861586	C8H10O3	[M - H2O - H]-	IKFWPXJYAIJZES	InChI=1S/C8H10O3/c9-4-6-1-7(5-10)3-8(11)2-6/h1-3,9-11H,4-5H2	3,5-Di(hydroxymethyl)phenol	C1=C(C=C(C=C1CO)O)CO	-0.200000003	1519415	PubChem:(1519415);PubMed	66
22	1	N/A	-133.85866915807244	C8H10O3	[M - H2O - H]-	RVJVBKOWSLORBF	InChI=1S/C8H10O3/c9-4-6-1-2-8(11)3-7(6)5-10/h1-3,9-11H,4-5H2	null	C1=CC(=C(C=C1O)CO)CO	-0.200000003	54287799	PubChem:(54287799)	2
23	1	N/A	-134.35703544880076	C8H10O3	[M - H2O - H]-	KBLHZLUIVAGQBS	InChI=1S/C8H10O3/c1-3-5-9-7-11-8-10-6-4-2/h1-2H,5-8H2	null	C#CCOCOCOCC#C	0.200000003	85633433	PubChem:(85633433)	2
24	1	N/A	-135.49217855745303	C8H10O3	[M - H2O - H]-	CVWCCODRGZIVCY	InChI=1S/C8H10O3/c9-8(10)5-1-3-7-4-2-6-11-7/h2,4,6H,1,3,5H2,(H,9,10)	null	C1=COC(=C1)CCCC(=O)O	1.55124295	11105573	PubChem:(11105573)	2
25	1	N/A	-135.54402098887533	C8H10O3	[M - H2O - H]-	SUVXSKWLKGYXMR	InChI=1S/C8H10O3/c1-2-4-7(9)5-3-6-8(10)11/h3,5-6H2,1H3,(H,10,11)	null	CC#CC(=O)CCCC(=O)O	0.699999988	91086168	PubChem:(91086168)	2
26	1	N/A	-137.50863198631816	C8H10O3	[M - H2O - H]-	FZJCOLLNXOWCHN	InChI=1S/C8H10O3/c1-9-5-3-7-11-8-4-6-10-2/h7-8H2,1-2H3	null	COC#CCOCC#COC	0.899999976	88419333	PubChem:(88419333)	2
27	1	N/A	-139.87667525868127	C8H10O3	[M - H2O - H]-	RVLKNCDUFBLRHD	InChI=1S/C8H10O3/c9-5-1-3-7-11-8-4-2-6-10/h1-2,7-10H,5-6H2	null	C(C=C=COC=C=CCO)O	-1.5	87408488	PubChem:(87408488)	2
28	1	N/A	-140.30330686205497	C8H10O3	[M - H2O - H]-	VZKBVERYZSWRHP	InChI=1S/C8H10O3/c9-5-1-3-7-11-8-4-2-6-10/h9-10H,5-8H2	null	C(C#CCOCC#CCO)O	-1.20000005	14790035	PubChem:(14790035)	2
29	1	N/A	-142.35162604853994	C8H10O3	[M - H2O - H]-	XMROSVUAASIVHB	InChI=1S/C8H10O3/c9-6-10-7-11-8-4-2-1-3-5-8/h1-5,9H,6-7H2	phenoxymethoxymethanol	C1=CC=C(C=C1)OCOCO	1.29999995	20698655	PubChem:(20698655);YMDB Mine	34359738370
30	1	N/A	-144.64282502684486	C8H10O3	[M - H2O - H]-	YLFXALFCMFNTQP	InChI=1S/C8H10O3/c1-9-7-3-5-8(6-4-7)11-10-2/h3-6H,1-2H3	Peroxide, 4-methoxyphenyl methyl	COC1=CC=C(C=C1)OOC	1.98566818	17959808	PubChem:(17959808)	2
31	1	N/A	-145.1583394344705	C8H10O3	[M - H2O - H]-	MRIQGKCVKZSYPO	InChI=1S/C8H10O3/c1-6(10)8-3-2-7(11-8)4-5-9/h2-3,9H,4-5H2,1H3	null	CC(=O)C1=CC=C(O1)CCO	0.600000024	118316460	PubChem:(118316460)	2
32	1	N/A	-147.15087061416716	C8H10O3	[M - H2O - H]-	YNFIBYPBSSUAAF	InChI=1S/C8H10O3/c1-5-2-6(4-9)8(11)3-7(5)10/h2-3,9-11H,4H2,1H3	null	CC1=CC(=C(C=C1O)O)CO	1.20000005	84763467	PubChem:(84763467)	2
