rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09221956965324528	-28.692828930579278	C6H10O3	[M - H]-	MGTZCLMLSSAXLD	InChI=1S/C6H10O3/c1-5(7)3-2-4-6(8)9/h2-4H2,1H3,(H,8,9)	5-ketocaproate	CC(=O)CCCC(=O)O	-0.300000012	18407;6419736;58482229;71312826	HMDB:(61881);ZINC bio:(ZINC00901275);additional;PubMed;NORMAN:(NS00046625);PubChem:(18407 6419736 58482229 71312826);CHEBI:(15888 12154);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02129);PubChem class - safety and toxic;Training Set;Biocyc:(5-OXOHEXANOATE)	17264568682
2	1	N/A	-31.638979223990045	C6H10O3	[M - H]-	CLJBDOUIEHLLEN	InChI=1S/C6H10O3/c1-2-5(7)3-4-6(8)9/h2-4H2,1H3,(H,8,9)	4-oxohexanoate	CCC(=O)CCC(=O)O	0.405897409	3799774;22390055;58340754	PubChem class - safety and toxic;Training Set;PubChem:(3799774 22390055 58340754);KEGG Mine;additional	8657584130
3	1	N/A	-42.41209117004002	C6H10O3	[M - H]-	XNIHZNNZJHYHLC	InChI=1S/C6H10O3/c1-2-3-4-5(7)6(8)9/h2-4H2,1H3,(H,8,9)	2-oxocaproate	CCCCC(=O)C(=O)O	1.0	159664;6419709	HMDB:(1864);SuperNatural:(SN00228592);ZINC bio:(ZINC01532776);MeSH:(159664 6419709);Plantcyc:(2-OXOHEXANOATE);PubMed;COCONUT:(CNP0301313);Natural Products:(UNPD5737);PubChem:(159664 6419709);YMDB Mine;CHEBI:(17308 35177);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00902);PubChem class - safety and toxic;Biocyc:(2-OXOHEXANOATE)	51626813806
4	1	N/A	-57.39045897566771	C6H10O3	[M - H]-	PNPPVRALIYXJBW	InChI=1S/C6H10O3/c7-5-3-1-2-4-6(8)9/h5H,1-4H2,(H,8,9)	6-Oxohexanoate	C(CCC(=O)O)CC=O	-0.100000001	440918;5460210	HMDB:(12882);ZINC bio:(ZINC01530346);MeSH:(440918);Plantcyc:(6-OXO-HEXANOATE);PubMed;COCONUT:(CNP0080387);PubChem:(440918 5460210);CHEBI:(18322 2490);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06102);PubChem class - safety and toxic;Biocyc:(6-OXO-HEXANOATE)	17265994094
5	1	N/A	-59.07973166822578	C6H10O3	[M - H]-	YXADPHVQSSNJLB	InChI=1S/C6H10O3/c1-5(8)2-3-6(9)4-7/h7H,2-4H2,1H3	2,5-Hexanedione, 1-hydroxy-	CC(=O)CCC(=O)CO	-1.10000002	12389455	PubChem:(12389455)	2
6	1	N/A	-59.70172341550385	C6H10O3	[M - H]-	BDCLDNALSPBWPQ	InChI=1S/C6H10O3/c1-2-3-5(7)4-6(8)9/h2-4H2,1H3,(H,8,9)	3-Oxohexanoate	CCCC(=O)CC(=O)O	0.5	439658;11966264	COCONUT:(CNP0037462);HMDB:(10717);PubChem:(439658 11966264);SuperNatural:(SN00220415);CHEBI:(37030 28422);ZINC bio:(ZINC00901268);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02122);PubMed;Biocyc:(CPD-7706)	17199802730
7	1	N/A	-62.94681897660804	C6H10O3	[M - H]-	PDGUDBZIXFKFGP	InChI=1S/C6H10O3/c1-5(8)4-6(9)2-3-7/h7H,2-4H2,1H3	null	CC(=O)CC(=O)CCO	-1.0	12753229	PubChem:(12753229);PubMed	66
8	1	N/A	-71.25647452205766	C6H10O3	[M - H]-	ZCNSRUTVLQWVEU	InChI=1S/C6H10O3/c1-5(8)6(9)3-2-4-7/h7H,2-4H2,1H3	6-hydroxyhexane-2,3-dione	CC(=O)C(=O)CCCO	-0.800000012	22220864	PubChem:(22220864);YMDB Mine	34359738370
9	1	N/A	-71.57755511142035	C6H10O3	[M - H]-	XURWCHPWTSSQIT	InChI=1S/C6H10O3/c1-5(4-7)2-3-6(8)9/h4-5H,2-3H2,1H3,(H,8,9)	4-methyl-5-oxopentanoate	CC(CCC(=O)O)C=O	0.100000001	10953541;18667943;89028713	PubChem:(10953541 18667943 89028713);PubMed	66
10	1	N/A	-79.01017224229226	C6H10O3	[M - H]-	LBGWMVXVPMPEID	InChI=1S/C6H10O3/c1-2-5(8)6(9)3-4-7/h7H,2-4H2,1H3	null	CCC(=O)C(=O)CCO	-0.699999988	54024582	PubChem:(54024582)	2
