rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.26365913457189744	-60.677831539090214	C18H30O7	[M - H2O - H]-	NFWPIHPKFCOGJO	InChI=1S/C18H30O7/c1-12(9-16(21)22)8-13(2)10-18(3,25)7-5-4-6-15(20)14(11-19)17(23)24/h8-9,14-15,19-20,25H,4-7,10-11H2,1-3H3,(H,21,22)(H,23,24)	null	CC(=CC(=CC(=O)O)C)CC(C)(CCCCC(C(CO)C(=O)O)O)O	1.60000002	38353436;38353445;45359189;124871961;124871962	COCONUT:(CNP0051247 CNP0116582);Training Set;PubChem:(38353436 38353445 45359189 124871961 124871962);SuperNatural:(SN00029103 SN00029102 SN00029101 SN00029104);ZINC bio:(ZINC31160660 ZINC31160664 ZINC31160668 ZINC31160671)	3170306
2	1	N/A	-99.40006746994287	C18H30O7	[M - H2O - H]-	NEPSEKUQVFYRKG	InChI=1S/C18H30O7/c19-12(5-3-1-2-4-6-17(22)23)7-8-13-14(9-10-18(24)25)16(21)11-15(13)20/h13-16,20-21H,1-11H2,(H,22,23)(H,24,25)	null	C1C(C(C(C1O)CCC(=O)O)CCC(=O)CCCCCCC(=O)O)O	0.699999988	101000390	PubChem:(101000390)	2
3	1	N/A	-131.95066874942307	C18H30O7	[M - H2O - H]-	XBZWSZLNCWTVRA	InChI=1S/C18H30O7/c19-15(20)11-7-3-1-5-9-13-17(23)25-18(24)14-10-6-2-4-8-12-16(21)22/h1-14H2,(H,19,20)(H,21,22)	null	C(CCCC(=O)O)CCCC(=O)OC(=O)CCCCCCCC(=O)O	3.4000001	87095126	COCONUT:(CNP0307257);Natural Products:(UNPD64623);PubChem:(87095126);SuperNatural:(SN00247255)	3178498
4	1	N/A	-133.7137995400601	C18H30O7	[M - H2O - H]-	XTNREINBXXGUBW	InChI=1S/C18H30O7/c1-15(19)7-3-5-9-17(21)24-13-11-23-12-14-25-18(22)10-6-4-8-16(2)20/h3-14H2,1-2H3	null	CC(=O)CCCCC(=O)OCCOCCOC(=O)CCCCC(=O)C	0.5	134252146	PubChem:(134252146)	2
5	1	N/A	-135.3471407740852	C18H30O7	[M - H2O - H]-	PEWLWSNSDSNHHN	InChI=1S/C18H30O7/c1-5-7-15(13(3)19)17(21)24-11-9-23-10-12-25-18(22)16(8-6-2)14(4)20/h15-16H,5-12H2,1-4H3	null	CCCC(C(=O)C)C(=O)OCCOCCOC(=O)C(CCC)C(=O)C	2.5	118372658	PubChem:(118372658)	2
6	1	N/A	-136.31220523443605	C18H30O7	[M - H2O - H]-	WNRNXYIUZAAZBJ	InChI=1S/C18H30O7/c1-4-15(19)13(9-7-11-16(20)24-5-2)14(18(22)23)10-8-12-17(21)25-6-3/h13-14H,4-12H2,1-3H3,(H,22,23)	null	CCC(=O)C(CCCC(=O)OCC)C(CCCC(=O)OCC)C(=O)O	1.70000005	101371166	PubChem:(101371166)	2
7	1	N/A	-140.59776897109148	C18H30O7	[M - H2O - H]-	BLZOXKUYAXKNRD	InChI=1S/C18H30O7/c1-17(2,9-5-7-13(19)20)11-15(23)25-16(24)12-18(3,4)10-6-8-14(21)22/h5-12H2,1-4H3,(H,19,20)(H,21,22)	null	CC(C)(CCCC(=O)O)CC(=O)OC(=O)CC(C)(C)CCCC(=O)O	2.9000001	87343745	PubChem:(87343745)	2
8	1	N/A	-141.70728200508015	C18H30O7	[M - H2O - H]-	WJGHENNJCGFCLO	InChI=1S/C18H30O7/c1-3-5-19-7-9-21-11-13-23-15-17-25-18-16-24-14-12-22-10-8-20-6-4-2/h1-2H,5-18H2	Bis-Propargyl-PEG7	C#CCOCCOCCOCCOCCOCCOCCOCC#C	-0.600000024	26794395	PubChem:(26794395)	2
9	1	N/A	-157.08925835975924	C18H30O7	[M - H2O - H]-	FHUVSSHLYQEWBC	InChI=1S/C18H30O7/c1-13(9-5-11-15(3)19)7-4-8-14(2)10-6-12-16(17(20,21)22)18(23,24)25/h8-9,12,20-25H,4-7,10-11H2,1-3H3	null	CC(=CCCC(=O)C)CCC=C(C)CCC=C(C(O)(O)O)C(O)(O)O	0.400000006	129854616	PubChem:(129854616)	2
10	1	N/A	-163.6202483518427	C18H30O7	[M - H2O - H]-	HUYDEWXZZMXPRF	InChI=1S/C18H30O7/c1-24-17(22)6-4-3-5-12(19)7-8-13-14(9-10-18(23)25-2)16(21)11-15(13)20/h13-16,20-21H,3-11H2,1-2H3	null	COC(=O)CCCCC(=O)CCC1C(CC(C1CCC(=O)OC)O)O	0.300000012	15546838	PubChem:(15546838)	2
11	1	N/A	-166.20726470320508	C18H30O7	[M - H2O - H]-	CPPLLCUUVDNYOF	InChI=1S/C18H30O7/c1-5-11(15(19)20)9-13(7-3)17(23)25-18(24)14(8-4)10-12(6-2)16(21)22/h11-14H,5-10H2,1-4H3,(H,19,20)(H,21,22)	null	CCC(CC(CC)C(=O)OC(=O)C(CC)CC(CC)C(=O)O)C(=O)O	3.20000005	87243398	PubChem:(87243398)	2
12	1	N/A	-170.31518943578416	C18H30O7	[M - H2O - H]-	UTGXPYAKMPDRPY	InChI=1S/C18H30O7/c1-7-17(5,13(3)19)15(21)24-11-9-23-10-12-25-16(22)18(6,8-2)14(4)20/h7-12H2,1-6H3	null	CCC(C)(C(=O)C)C(=O)OCCOCCOC(=O)C(C)(CC)C(=O)C	2.0999999	118372676	PubChem:(118372676)	2
13	1	N/A	-171.48369508649068	C18H30O7	[M - H2O - H]-	SWUIZIPBFXTVJC	InChI=1S/C18H30O7/c1-11(6-4-5-7-14-13(10-19)17(23)25-14)9-18(3,24)16(22)12(2)8-15(20)21/h8,11,13-14,16,19,22,24H,4-7,9-10H2,1-3H3,(H,20,21)	null	CC(CCCCC1C(C(=O)O1)CO)CC(C)(C(C(=CC(=O)O)C)O)O	2.0999999	88600858	PubChem:(88600858)	2
