rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1237659206544655	-86.05327945290072	C9H14O5	[M - H2O - H]-	KCXDDBMZWXDBAV	InChI=1S/C9H14O5/c1-3-9(8(13)14,4-6(2)10)5-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CCC(CC(=O)C)(CC(=O)O)C(=O)O	-0.400000006	53988009	PubChem:(53988009)	2
2	1	N/A	-89.03251028357772	C9H14O5	[M - H2O - H]-	CDZOCZBUJPNTLZ	InChI=1S/C9H14O5/c1-3-8(2,13)9(7(11)12)4-6(10)14-5-9/h13H,3-5H2,1-2H3,(H,11,12)	null	CCC(C)(C1(CC(=O)OC1)C(=O)O)O	-0.400000006	102571607	PubChem:(102571607);Training Set	16386
3	1	N/A	-98.59169908558408	C9H14O5	[M - H2O - H]-	OLULRSZTFXJJGL	InChI=1S/C9H14O5/c1-7(10)13-5-3-9(12)4-6-14-8(2)11/h3-6H2,1-2H3	(5-acetyloxy-3-oxopentyl) acetate	CC(=O)OCCC(=O)CCOC(=O)C	-0.400000006	18435130	PubChem:(18435130)	2
4	1	N/A	-100.45009837855298	C9H14O5	[M - H2O - H]-	JTJQKYXYIBYAEB	InChI=1S/C9H14O5/c1-4-2-5(8(11)12)6(9(13)14)3-7(4)10/h4-7,10H,2-3H2,1H3,(H,11,12)(H,13,14)	null	CC1CC(C(CC1O)C(=O)O)C(=O)O	0.0	71027320	PubChem:(71027320)	2
5	1	N/A	-100.63329151122538	C9H14O5	[M - H2O - H]-	BCQHHOCQOHNMNV	InChI=1S/C9H14O5/c1-6(10)3-4-9(2,8(13)14)5-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CC(=O)CCC(C)(CC(=O)O)C(=O)O	-0.400000006	118297963	PubChem:(118297963)	2
6	1	N/A	-105.70142731668318	C9H14O5	[M - H2O - H]-	BUCCYKFITHFXHD	InChI=1S/C9H14O5/c1-8(2,5(10)6(11)12)9(3,4)7(13)14/h1-4H3,(H,11,12)(H,13,14)	null	CC(C)(C(=O)C(=O)O)C(C)(C)C(=O)O	1.0	131862519	PubChem:(131862519)	2
7	1	N/A	-106.3430191235334	C9H14O5	[M - H2O - H]-	WSDWXEZMPIOKMF	InChI=1S/C9H14O5/c1-8(2)3-5(6(10)11)4-9(8,14)7(12)13/h5,14H,3-4H2,1-2H3,(H,10,11)(H,12,13)	null	CC1(CC(CC1(C(=O)O)O)C(=O)O)C	0.200000003	129989637	PubChem:(129989637)	2
8	1	N/A	-107.37787783560641	C9H14O5	[M - H2O - H]-	NRMIGBUIKOHTMX	InChI=1S/C9H14O5/c1-3-9(4-2,8(13)14)6(10)5-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CCC(CC)(C(=O)CC(=O)O)C(=O)O	1.0	19774331;20462756	PubChem:(19774331 20462756)	2
9	1	N/A	-107.82974464133885	C9H14O5	[M - H2O - H]-	KBKHRHGKZDQSSN	InChI=1S/C9H14O5/c1-8(2,6(11)12)5(10)9(3,4)7(13)14/h1-4H3,(H,11,12)(H,13,14)	null	CC(C)(C(=O)C(C)(C)C(=O)O)C(=O)O	1.20000005	129697679	PubChem:(129697679)	2
10	1	N/A	-110.08350605654593	C9H14O5	[M - H2O - H]-	RYGGTJUPXRKWPF	InChI=1S/C9H14O5/c1-9(2,8(13)14)5-6(10)3-4-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	2,2-dimethyl-4-oxoheptanedioic acid	CC(C)(CC(=O)CCC(=O)O)C(=O)O	-0.300000012	19907572	PubChem:(19907572)	2
