rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07962555277979345	-72.27530038703225	C8H12O5	[M - H2O - H]-	HAGOOZVJLSSXGZ	InChI=1S/C8H12O5/c9-6(8(12)13)4-2-1-3-5-7(10)11/h1-5H2,(H,10,11)(H,12,13)	2-Oxosuberate	C(CCC(=O)C(=O)O)CCC(=O)O	0.400000006	146903;21122671	COCONUT:(CNP0359734);KNApSAcK:(773);PubChem:(146903 21122671);YMDB Mine;CHEBI:(80587);PubChem class - bio and metabolites;EcoCyc Mine;MeSH:(146903 21122671);KEGG:(C16589);PubMed;Biocyc:(CPD-337)	51558484342
2	1	N/A	-78.17351266227838	C8H12O5	[M - H2O - H]-	KWBLTEWTGCLJAW	InChI=1S/C8H12O5/c9-6(4-5-8(12)13)2-1-3-7(10)11/h1-5H2,(H,10,11)(H,12,13)	null	C(CC(=O)CCC(=O)O)CC(=O)O	-0.800000012	7313551;7313552	PubChem:(7313551 7313552)	2
3	1	N/A	-84.05632339121868	C8H12O5	[M - H2O - H]-	LNLNOVHLNBZALI	InChI=1S/C8H12O5/c9-6(5-8(12)13)3-1-2-4-7(10)11/h1-5H2,(H,10,11)(H,12,13)	Octanedioic acid, 3-oxo-	C(CCC(=O)O)CC(=O)CC(=O)O	-0.200000003	14178864	PubChem:(14178864)	2
4	1	N/A	-84.13545956367888	C8H12O5	[M - H2O - H]-	YAMANUVBKUGJDY	InChI=1S/C8H12O5/c9-6-3-4(7(10)11)1-2-5(6)8(12)13/h4-6,9H,1-3H2,(H,10,11)(H,12,13)	2-hydroxycyclohexane-1,4-dicarboxylic acid	C1CC(C(CC1C(=O)O)O)C(=O)O	0.100000001	23350184	PubChem:(23350184)	2
5	1	N/A	-85.40165597113413	C8H12O5	[M - H2O - H]-	QKGOJQFKBMYCCR	InChI=1S/C8H12O5/c9-4-1-2-5(7(10)11)6(3-4)8(12)13/h4-6,9H,1-3H2,(H,10,11)(H,12,13)	4-hydroxycyclohexane-1,2-dicarboxylic acid	C1CC(C(CC1O)C(=O)O)C(=O)O	-0.5	20217651;54232493;54232494;124020393;130951213	PubChem:(20217651 54232493 54232494 124020393 130951213)	2
6	1	N/A	-87.83188045390285	C8H12O5	[M - H2O - H]-	MMOHMYIBRWECMZ	InChI=1S/C8H12O5/c9-6-2-1-4(7(10)11)3-5(6)8(12)13/h4-6,9H,1-3H2,(H,10,11)(H,12,13)	null	C1CC(C(CC1C(=O)O)C(=O)O)O	0.100000001	44228045	PubChem:(44228045);KEGG Mine	8589934594
7	1	N/A	-90.6562309977741	C8H12O5	[M - H2O - H]-	FAXWWNPNOMJCBJ	InChI=1S/C8H12O5/c9-6-2-4(7(10)11)1-5(3-6)8(12)13/h4-6,9H,1-3H2,(H,10,11)(H,12,13)	5-hydroxycyclohexane-1,3-dicarboxylic acid	C1C(CC(CC1C(=O)O)O)C(=O)O	-0.5	44725344;67491053;124375646;124375647	PubChem:(44725344 67491053 124375646 124375647)	2
8	1	N/A	-93.55021198258243	C8H12O5	[M - H2O - H]-	UUCAYBVHLXLQRR	InChI=1S/C8H12O5/c9-5-6(8(12)13)3-1-2-4-7(10)11/h5-6H,1-4H2,(H,10,11)(H,12,13)	null	C(CCC(=O)O)CC(C=O)C(=O)O	0.434906989	""	KEGG Mine	8589934592
9	1	N/A	-94.4555848936217	C8H12O5	[M - H2O - H]-	CSGDMFWAWQWREO	InChI=1S/C8H12O5/c1-5(9)4-6(8(12)13)2-3-7(10)11/h6H,2-4H2,1H3,(H,10,11)(H,12,13)	2-(2-oxopropyl)pentanedioic acid	CC(=O)CC(CCC(=O)O)C(=O)O	-0.699999988	18725720;58218080	PubChem:(18725720 58218080)	2
10	1	N/A	-96.23211295407737	C8H12O5	[M - H2O - H]-	PIDCGHUUIKSKPY	InChI=1S/C8H12O5/c1-5(4-8(12)13)6(9)2-3-7(10)11/h5H,2-4H2,1H3,(H,10,11)(H,12,13)	Heptanedioic acid, 3-methyl-4-oxo-	CC(CC(=O)O)C(=O)CCC(=O)O	-0.600000024	19907645	PubChem:(19907645)	2
