rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C13H16O6	[M - H]-	C13H16O6	37.9351630201973	36.689313074258436	1.2458499459388632	7	0.9294233605627412	2.2151958031619783	2.976632092244806	-8.955125635389903	
2	C10H21O4PS	[M - H]-	C10H21O4PS	31.345805074423282	29.462862660413645	1.8829424140096378	7	0.9294233605627412	2.716197777972312	2.976632092244806	9.284197558385634	
3	C9H20N2O3S2	[M - H]-	C9H20N2O3S2	20.055581476180965	20.055581476180965	0.0	6	0.1757218629453143	2.9278428126220764	3.0192250426048535	2.8528447254601024	
4	C11H14N3O5	[M - H]-	C11H14N3O5	13.645704070887266	11.02232355019493	2.623380520692337	6	0.18886856137962332	-0.8022959393732685	3.440802837436708	-3.927947398470896	
5	C10H23O2P3	[M - H]-	C10H23O2P3	13.271953814569667	10.426250978794029	2.8457028357756387	5	0.16557465395960974	2.976632092244806	3.0618179929649014	4.517610499151761	
6	C9H12N6O4	[M - H]-	C9H12N6O4	13.07103584094016	10.335335419594063	2.735700421346097	4	0.11000255275697755	1.3481716031323594	2.316360753534588	1.0992308386609397	
7	C17H16OS	[M - H]-	C17H16OS	8.824328345126906	8.824328345126906	0.0	4	0.125212729748128	0.637184479104742	1.7756527660226218	0.41305233265307634	
8	C8H16N2O8	[M - H]-	C8H16N2O8	6.653150914516101	4.585284423710872	2.0678664908052293	3	0.09985534377127298	3.0618179929649014	5.115053467192062	6.106595160475084	
9	C4H14N9O3S	[M - H]-	C4H14N9O3S	2.5006587116179535	1.9929441787604816	0.5077145328574719	4	0.8281569094622192	-2.8911576133065573	5.012058086777827	-6.495519327478014	
10	C13H19NOPS	[M - H]-	C13H19NOPS	2.048975752977169	0.180383126491253	1.868592626485916	4	0.125212729748128	-0.5682752033746669	1.7201669382789195	-0.7503450005603468	
