rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C21H36O9	[M - H]-	C21H36O9	30.284965516735113	26.35397837274282	3.9309871439922937	5	0.8834444627738547	2.112186616958464	3.0167180913895617	0.2869012836480159	
2	C22H32N4O5	[M - H]-	C22H32N4O5	26.48782071470667	23.35481537051618	3.133005344190491	5	0.8834444627738547	2.112186616958464	3.0167180913895617	-2.8144501613603015	
3	C18H28N10O3	[M - H]-	C18H28N10O3	26.179839740709266	23.411014334133398	2.7688254065758677	5	0.8834444627738547	3.0167180913895617	3.056907076441149	3.412796545037631	
4	C16H33N8O4P	[M - H]-	C16H33N8O4P	25.142028126311647	22.174300689244557	2.96772743706709	5	0.8834444627738547	2.112186616958464	3.0167180913895617	-0.4213863219249469	
5	C17H32N6O7	[M - H]-	C17H32N6O7	24.641045870710986	22.734259669900602	1.906786200810383	5	0.8834444627738547	3.0167180913895617	3.056907076441149	6.514147990177766	
6	C15H32N10O3S	[M - H]-	C15H32N10O3S	23.607103489245702	21.099222524092035	2.5078809651536673	6	0.9072845215225709	1.5974626097717084	3.0368125839153555	-4.404696526798036	
7	C20H37N2O6P	[M - H]-	C20H37N2O6P	23.44435837262317	20.851923160286866	2.592435212336306	5	0.8834444627738547	2.112186616958464	3.056907076441149	-6.648633028454697	
8	C22H40O4S2	[M - H]-	C22H40O4S2	21.95170242595515	21.95170242595515	0.0	5	0.8834444627738547	2.112186616958464	3.0167180913895617	-1.728335269002726	
9	C17H39NO9P	[M - H]-	C17H39NO9P	21.83015081720461	19.030109461181418	2.800041356023192	5	0.8834444627738547	2.112186616958464	3.0167180913895617	-0.43365823018150446	
10	C25H36O4S	[M - H]-	C25H36O4S	21.22764364301341	21.22764364301341	0.0	5	0.8834444627738547	3.0167180913895617	3.056907076441149	6.0891578027011235	
