rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C20H32O7	[M - H]-	C20H32O7	54.61223634199272	50.72972732823147	3.88250901376125	19	0.8935230897766975	2.047131627003114	2.8988379798134205	0.3994911859335433	
1	C20H34O8	[M - H2O - H]-	C20H32O7	54.61223634199272	50.72972732823147	3.88250901376125	20	0.8935230897766975	2.047131627003114	2.8988379798134205	-46999.08831657401	
2	C16H28N6O5	[M - H]-	C16H28N6O5	42.03796737108227	40.523243742926475	1.5147236281557896	18	0.8565433692845208	2.541268612735021	2.952638361478726	7.407096043998607	
2	C16H30N6O6	[M - H2O - H]-	C16H28N6O5	42.03796737108227	40.523243742926475	1.5147236281557896	19	0.8565433692845208	2.541268612735021	2.952638361478726	-46992.08071171595	
3	C13H32N6O5S	[M - H]-	C13H32N6O5S	40.80170349690209	38.88973024934993	1.9119732475521634	18	0.8777295685857512	0.9936586520192573	2.808294286168667	-1.3900345354985137	
3	C13H34N6O6S	[M - H2O - H]-	C13H32N6O5S	40.80170349690209	38.88973024934993	1.9119732475521634	19	0.8777295685857512	0.9936586520192573	2.808294286168667	-47000.87784229544	
4	C14H35N4O7P	[M - H2O - H]-	C14H33N4O6P	40.65593227811435	39.2639813506715	1.3919509274428485	19	0.8777295685857512	2.3800438189560875	3.0187406074742866	-46996.395369501704	
4	C14H33N4O6P	[M - H]-	C14H33N4O6P	40.65593227811435	39.2639813506715	1.3919509274428485	18	0.8777295685857512	2.3800438189560875	3.0187406074742866	3.0924382583895738	
5	C21H30N4O4	[M - H2O - H]-	C21H28N4O3	40.017931531506974	37.150281304755794	2.8676502267511816	20	0.8684870120006076	1.0206561218861279	3.0358370534193946	-47002.57830925902	
5	C21H28N4O3	[M - H]-	C21H28N4O3	40.017931531506974	37.150281304755794	2.8676502267511816	19	0.8684870120006076	1.0206561218861279	3.0358370534193946	-3.090501498926462	
6	C19H33N2O4P	[M - H]-	C19H33N2O4P	39.40968313747642	36.995856460953874	2.413826676522545	17	0.8598900577244418	1.0206561218861279	3.0016441615291787	-7.405159284683831	
6	C19H35N2O5P	[M - H2O - H]-	C19H33N2O4P	39.40968313747642	36.995856460953874	2.413826676522545	18	0.8598900577244418	1.0206561218861279	3.0016441615291787	-47006.89296704463	
7	C18H30N3O6	[M - H]-	C18H30N3O6	38.77672379277842	35.84998018790284	2.9267436048755795	18	0.8777295685857512	2.3800438189560875	3.0187406074742866	3.903293614817739	
7	C18H32N3O7	[M - H2O - H]-	C18H30N3O6	38.77672379277842	35.84998018790284	2.9267436048755795	19	0.8777295685857512	2.3800438189560875	3.0187406074742866	-46995.58451414513	
8	C16H35NO7P	[M - H]-	C16H35NO7P	37.13258788781153	34.18826217448461	2.9443257133269203	18	0.8777295685857512	0.9936586520192573	2.808294286168667	-0.4113641707912937	
8	C16H37NO8P	[M - H2O - H]-	C16H35NO7P	37.13258788781153	34.18826217448461	2.9443257133269203	19	0.8777295685857512	0.9936586520192573	2.808294286168667	-46999.89917193074	
9	C17H38O8S	[M - H2O - H]-	C17H36O7S	36.86761814219233	35.03037578313813	1.837242359054192	18	0.8598900577244418	1.0206561218861279	3.0016441615291787	-47007.8854471535	
9	C17H36O7S	[M - H]-	C17H36O7S	36.86761814219233	35.03037578313813	1.837242359054192	17	0.8598900577244418	1.0206561218861279	3.0016441615291787	-8.397639393563576	
10	C16H36N2O4S2	[M - H]-	C16H36N2O4S2	35.18570929626031	35.18570929626031	0.0	17	0.8598900577244418	2.047131627003114	3.0016441615291787	8.629315807368664	
10	C16H38N2O5S2	[M - H2O - H]-	C16H36N2O4S2	35.18570929626031	35.18570929626031	0.0	18	0.8598900577244418	2.047131627003114	3.0016441615291787	-46990.85849195258	
