rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C18H26O8	[M - H]-	C18H26O8	44.073655863239225	40.155306576932965	3.9183492863062566	15	0.9824006668094089	1.5768509455868107	2.983447917774394	0.10472575226297812	
2	C14H22N6O6	[M - H]-	C14H22N6O6	36.96550163370363	35.65390317608151	1.311598457622115	15	0.9824006668094089	1.7301038525184094	3.1313622904071297	7.3790797353005395	
3	C12H27N4O7P	[M - H]-	C12H27N4O7P	36.6983138948988	35.79877712623105	0.8995367686677525	15	0.9824006668094089	1.7301038525184094	2.983447917774394	2.9001816404591194	
4	C11H26N6O6S	[M - H]-	C11H26N6O6S	36.237538256878686	34.92349149121614	1.314046765662544	15	0.9824006668094089	1.5768509455868107	2.983447917774394	-1.7529194522130453	
5	C19H22N4O4	[M - H]-	C19H22N4O4	36.14881121762897	33.266454521168704	2.8823566964602647	13	0.6849631419569938	1.049881154958773	3.358262916301835	-3.5181158181694547	
6	C13H27ClN4O6	[M - H]-	C13H27ClN4O6	35.680333069849446	35.680333069849446	0.0	15	0.9824006668094089	1.7301038525184094	2.983447917774394	2.422253001518125	
7	C17H27N2O5P	[M - H]-	C17H27N2O5P	32.93699201060998	30.800092436199673	2.1368995744103048	15	0.9824006668094089	1.5768509455868107	3.1313622904071297	-7.997013913010875	
8	C14H29NO8P	[M - H]-	C14H29NO8P	31.42644589082227	28.978601159958775	2.4478447308634936	15	0.9824006668094089	1.5768509455868107	2.983447917774394	-0.7369953512136438	
9	C16H24N3O7	[M - H]-	C16H24N3O7	30.873139175441217	27.971070524440353	2.9020686510008633	15	0.9824006668094089	1.7301038525184094	3.1313622904071297	3.7419027436277763	
10	C18H27ClN2O4	[M - H]-	C18H27ClN2O4	29.98259805193905	29.98259805193905	0.0	13	0.6849631419569938	1.049881154958773	3.358262916301835	-8.47494255195187	
