rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C16H12O3	[M - H]-	C16H12O3	3.5	3.5	0.0	1	0.0	NaN	NaN	-8.634240717072982	
2	C9H17O6P	[M - H]-	C9H17O6P	2.7175225175696243	-0.6094379124341005	3.3269604300037248	1	0.0	NaN	NaN	0.802798951595421	
3	C11H12N2O5	[M - H]-	C11H12N2O5	2.645097639502438	1.0	1.645097639502438	1	0.0	NaN	NaN	7.388274191159552	
4	C10H17ClO5	[M - H]-	C10H17ClO5	2.2970293003836098	-0.6094379124341005	2.9064672128177103	1	0.0	NaN	NaN	0.1000843214837176	
5	C8H16N2O5S	[M - H]-	C8H16N2O5S	1.766632934114748	-0.6094379124341003	2.3760708465488483	1	0.0	NaN	NaN	-6.038812843003639	
6	C10H13N4O2P	[M - H]-	C10H13N4O2P	1.7109968356394936	-0.6094379124341003	2.320434748073594	1	0.0	NaN	NaN	-4.523987448258379	
7	C12H8N6O	[M - H]-	C12H8N6O	1.5080657315114978	1.0	0.5080657315114978	1	0.0	NaN	NaN	2.0614877911925493	
8	C11H13ClN4O	[M - H]-	C11H13ClN4O	0.7619909118455694	-0.6094379124341003	1.3714288242796697	1	0.0	NaN	NaN	-5.226702078370082	
9	C12H16N2S2	[M - H]-	C12H16N2S2	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	3.926965516057289	
10	C11H21ClS2	[M - H]-	C11H21ClS2	-1.0397394511281908	-2.5350821435929554	1.4953426924647646	1	0.0	NaN	NaN	-3.3612243535053428	
