rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.10252937193239364	-18.51036677152851	C7H6O3	[M - H]-	IJFXRHURBJZNAO	InChI=1S/C7H6O3/c8-6-3-1-2-5(4-6)7(9)10/h1-4,8H,(H,9,10)	bmse000324	C1=CC(=CC(=C1)O)C(=O)O	0.897568285	7420;54675842	HMDB:(2466);PubChem class - food;SuperNatural:(SN00268672 SN00118438);ZINC bio:(ZINC00388754);additional;MeSH:(7420);Plantcyc:(3-HYDROXYBENZOATE);PubMed;NORMAN:(NS00014563);COCONUT:(CNP0076409 CNP0217243);KNApSAcK:(48480);Natural Products:(UNPD106396);PubChem:(7420 54675842);YMDB Mine;CHEBI:(30764 16193);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00587);PubChem class - safety and toxic;Training Set;Biocyc:(3-HYDROXYBENZOATE)	51761834366
2	1	N/A	-21.602956148340407	C7H6O3	[M - H]-	FJKROLUGYXJWQN	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)	bmse000092	C1=CC(=CC=C1C(=O)O)O	0.897568285	135;3702506;3731963;12233466;11275035;16213281;44540357;44540358;44179778;54675830;53802540;59863101;71308855;71309114;87660567;129857158	HMDB:(500);PubChem class - food;SuperNatural:(SN00001328);ZINC bio:(ZINC00332752);additional;HSDB:(99-96-7);MeSH:(135 54675830);Plantcyc:(4-hydroxybenzoate);PubMed;NORMAN:(NS00005418);COCONUT:(CNP0085048 CNP0253685);KNApSAcK:(856);Natural Products:(UNPD159615 UNPD28717);PubChem:(135 3702506 3731963 12233466 11275035 16213281 44540357 44540358 44179778 54675830 53802540 59863101 71308855 71309114 87660567 129857158);CHEBI:(30763 17879);PubChem class - bio and metabolites;KEGG:(C00156);PubChem class - safety and toxic;YMDB:(495);Training Set;Biocyc:(4-hydroxybenzoate)	222292862
3	1	N/A	-29.060647176900105	C7H6O3	[M - H]-	YGSDEFSMJLZEOE	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	Domerine	C1=CC=C(C(=C1)C(=O)O)O	0.897568285	338;134971;450660;12217761;12217763;12217766;12217770;18681510;46782907;46782908;54675850;57607825;57607831;71309006;90646838;90139690;102100676;102331052;102602065;118212070;123799354;131698722;135034635	HMDB:(1895);PubChem class - food;SuperNatural:(SN00308797 SN00000130);ZINC bio:(ZINC00001554);additional;HSDB:(69-72-7);MeSH:(338);Plantcyc:(CPD-110);PubMed;NORMAN:(NS00010274);COCONUT:(CNP0219773 CNP0230203);KNApSAcK:(206);Natural Products:(UNPD59192);PubChem:(338 134971 450660 12217761 12217763 12217766 12217770 18681510 46782907 46782908 54675850 57607825 57607831 71309006 90646838 90139690 102100676 102331052 102602065 118212070 123799354 131698722 135034635);CHEBI:(16914 30762);PubChem class - bio and metabolites;KEGG:(C00805);PubChem class - safety and toxic;YMDB:(1322);Training Set;PubChem class - drug;Biocyc:(CPD-110 SMA-0000503)	255847294
4	1	N/A	-53.72915690476984	C7H6O3	[M - H]-	HAQLHRYUDBKTJG	InChI=1S/C7H6O3/c8-4-5-1-6(9)3-7(10)2-5/h1-4,9-10H	5-Formylresorcinol	C1=C(C=C(C=C1O)O)C=O	0.699999988	94365	NORMAN:(NS00028036);PubChem:(94365);YMDB Mine;CHEBI:(50204);ZINC bio:(ZINC02566024);EcoCyc Mine;PubChem class - safety and toxic;PubMed;KEGG Mine	60196921442
5	1	N/A	-63.81832094808654	C7H6O3	[M - H]-	DGXAGETVRDOQFP	InChI=1S/C7H6O3/c8-4-5-6(9)2-1-3-7(5)10/h1-4,9-10H	2,6-dihydroxybenzaldehyde	C1=CC(=C(C(=C1)O)C=O)O	1.20000005	10285801	PubChem:(10285801);CHEBI:(50206);PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	8657059938
6	1	N/A	-63.9038969680692	C7H6O3	[M - H]-	CLFRCXCBWIQVRN	InChI=1S/C7H6O3/c8-4-5-3-6(9)1-2-7(5)10/h1-4,9-10H	bmse000962	C1=CC(=C(C=C1O)C=O)O	1.20000005	70949	HMDB:(4062);SuperNatural:(SN00001773);ZINC bio:(ZINC00895809);additional;MeSH:(70949);PubMed;NORMAN:(NS00014656);COCONUT:(CNP0326066);Natural Products:(UNPD88976);PubChem:(70949);CHEBI:(28508);PubChem class - bio and metabolites;KEGG:(C05585);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-16722)	87877998
7	1	N/A	-67.02848859283682	C7H6O3	[M - H]-	IUNJCFABHJZSKB	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)3-7(5)10/h1-4,9-10H	4-Formylresorcinol	C1=CC(=C(C=C1O)O)C=O	0.730617762	7213;21860050	HMDB:(62484);SuperNatural:(SN00043562);ZINC bio:(ZINC00154704);PubMed;NORMAN:(NS00040433);COCONUT:(CNP0382408);KNApSAcK:(29435);Natural Products:(UNPD135148);PubChem:(7213 21860050);CHEBI:(50198);EcoCyc Mine;PubChem class - safety and toxic;KEGG Mine	25840361594
8	1	N/A	-82.66033412322513	C7H6O3	[M - H]-	IXWOUPGDGMCKGT	InChI=1S/C7H6O3/c8-4-5-2-1-3-6(9)7(5)10/h1-4,9-10H	o-Pyrocatechualdehyde	C1=CC(=C(C(=C1)O)O)C=O	0.730617762	90579	SuperNatural:(SN00240667);ZINC bio:(ZINC00332561);MeSH:(90579);PubMed;NORMAN:(NS00027714);COCONUT:(CNP0104242);Natural Products:(UNPD135570);PubChem:(90579);CHEBI:(50197);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;KEGG Mine	25857138790
9	1	N/A	-97.00298664716506	C7H6O3	[M - H]-	IBGBGRVKPALMCQ	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H	ACMC-20mvlo	C1=CC(=C(C=C1C=O)O)O	0.730617762	8768;16109935;16109959;57734005;76972997;131849967	HMDB:(59965);PubChem class - food;SuperNatural:(SN00042635);ZINC bio:(ZINC00013245);additional;MeSH:(8768);Plantcyc:(CPD-7616);PubMed;NORMAN:(NS00015818);COCONUT:(CNP0203672);KNApSAcK:(18099);Natural Products:(UNPD138745);PubChem:(8768 16109935 16109959 57734005 76972997 131849967);YMDB Mine;CHEBI:(50205);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C16700);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-7616)	51761834366
10	1	N/A	-102.40723742483924	C7H6O3	[M - H]-	GLWIJNQDWAQHNY	InChI=1S/C7H6O3/c8-5-6-3-1-2-4-7(6)10-9/h1-5,9H	2-hydroperoxybenzaldehyde	C1=CC=C(C(=C1)C=O)OO	1.31858397	21831003	PubChem:(21831003)	2
11	1	N/A	-103.77907757165416	C7H6O3	[M - H]-	XCRBXWCUXJNEFX	InChI=1S/C7H6O3/c8-7(10-9)6-4-2-1-3-5-6/h1-5,9H	Perbenzoic acid	C1=CC=C(C=C1)C(=O)OO	1.48553443	523077;15871866	NORMAN:(NS00041123);MeSH:(523077);PubChem:(523077 15871866);PubMed	262214
12	1	N/A	-118.56652744713348	C7H6O3	[M - H]-	BMVWDWIFBWEJHY	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,6,8H/p+1	null	C1=CC(C(=C[CH+]1)C(=O)O)O	0.899999976	136473936;136473937	PubChem:(136473936 136473937);EcoCyc Mine	17179869186
13	1	N/A	-126.52885495115387	C7H6O3	[M - H]-	PSAHYVRXKRIDTF	InChI=1S/C7H6O3/c8-4-5-1-2-6(9)3-7(5)10/h1-4,7,10H/p+1	null	C1=C(C(C=C([CH+]1)O)O)C=O	0.200000003	136385755;136385756	PubChem:(136385755 136385756)	2
14	1	N/A	-127.29222524429015	C7H6O3	[M - H]-	IOTFFARCNZOUKD	InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-3H,4H2,(H,9,10)	4-oxocyclohexa-1,5-diene-1-carboxylic acid	C1C=C(C=CC1=O)C(=O)O	0.300000012	20510717	PubChem:(20510717);KEGG Mine	8589934594
15	1	N/A	-127.83966260153389	C7H6O3	[M - H]-	QIIPQYDSKRYMFG	InChI=1S/C7H6O3/c8-7(9)10-6-4-2-1-3-5-6/h1-5H,(H,8,9)	Dentavon	C1=CC=C(C=C1)OC(=O)O	1.38787627	66736;21923897	NORMAN:(NS00039576);PubChem:(66736 21923897);YMDB Mine;EcoCyc Mine;PubMed;KEGG Mine	60129804354
