rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	N/A	-83.80309217259513	C7H10O3	[M - H]-	FHVGRPJLJFGHBD	InChI=1S/C7H10O3/c8-4-6-1-7(2-6,3-6)5(9)10/h8H,1-4H2,(H,9,10)	null	C1C2(CC1(C2)C(=O)O)CO	-0.400000006	134481437	PubChem:(134481437)	2
2	1	N/A	-84.10878899628051	C7H10O3	[M - H]-	WKHMFULPTGOAHE	InChI=1S/C7H10O3/c1-4(8)5-2-6(3-5)7(9)10/h5-6H,2-3H2,1H3,(H,9,10)	null	CC(=O)C1CC(C1)C(=O)O	-0.100000001	55302708	PubChem:(55302708)	2
3	1	N/A	-86.94911538233953	C7H10O3	[M - H]-	KACZUWMOCCALHC	InChI=1S/C7H10O3/c8-6-3-1-5(6)2-4-7(9)10/h5H,1-4H2,(H,9,10)	null	C1CC(=O)C1CCC(=O)O	-0.100000001	83479148	PubChem:(83479148)	2
4	1	N/A	-89.40241854336021	C7H10O3	[M - H]-	KVGGTKHXQVRWSR	InChI=1S/C7H10O3/c8-5(9)1-6-2-7(10,3-6)4-6/h10H,1-4H2,(H,8,9)	null	C1C2(CC1(C2)O)CC(=O)O	-0.300000012	131697832	PubChem:(131697832)	2
5	1	N/A	-90.0844122574037	C7H10O3	[M - H]-	VYSUZKDZELTQBI	InChI=1S/C7H10O3/c8-5(9)6-1-2-7(10,3-6)4-6/h10H,1-4H2,(H,8,9)	null	C1CC2(CC1(C2)C(=O)O)O	-0.200000003	118188453	PubChem:(118188453)	2
6	1	N/A	-90.38926892956201	C7H10O3	[M - H]-	ACYPLZQFTUPVKP	InChI=1S/C7H10O3/c8-6-4-2-1-3-5-7(9)10/h8H,3-6H2,(H,9,10)	null	C(CC(=O)O)C#CCCO	0.0	10034720	PubChem:(10034720)	2
7	1	N/A	-93.58986353628208	C7H10O3	[M - H]-	RWQMJHDIHSBEHT	InChI=1S/C7H10O3/c1-2-6(8)4-3-5-7(9)10/h1,6,8H,3-5H2,(H,9,10)	5-hydroxyhept-6-ynoate	C#CC(CCCC(=O)O)O	-0.100000001	19074968;19074969;55301394	PubChem:(19074968 19074969 55301394)	2
8	1	N/A	-94.24945326579648	C7H10O3	[M - H]-	CTHCTLCNUREAJV	InChI=1S/C7H10O3/c1-5(8)3-7(10)4-6(2)9/h3-4H2,1-2H3	Diacetylacetone	CC(=O)CC(=O)CC(=O)C	-0.0748692378	12285	PubChem class - safety and toxic;PubChem:(12285);PubMed	67108930
9	1	N/A	-97.72463769292807	C7H10O3	[M - H]-	OWLXUYGCLDGHJJ	InChI=1S/C7H10O3/c8-6-3-1-5(2-4-6)7(9)10/h5H,1-4H2,(H,9,10)	4-Oxo-chca	C1CC(=O)CCC1C(=O)O	-0.100000001	192730;5460131;57608101;57608103	PubChem:(192730 5460131 57608101 57608103);CHEBI:(1921 15777);ZINC bio:(ZINC00901837);MeSH:(192730);KEGG:(C03767);PubChem class - safety and toxic;PubMed;Biocyc:(4-OXOCYCLOHEXANECARBOXYLATE)	67119462
10	1	N/A	-99.67504602745038	C7H10O3	[M - H]-	MSDDOSDFYLRXIF	InChI=1S/C7H10O3/c1-2-7(6(9)10)3-5(8)4-7/h2-4H2,1H3,(H,9,10)	null	CCC1(CC(=O)C1)C(=O)O	-0.100000001	57171619	PubChem:(57171619)	2
