rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07942447482612738	-108.81526943407333	C8H14O3	[M - H2O - H]-	QGAZBMQBOGGQCR	InChI=1S/C8H14O3/c1-5(8(10)11)4-7(9)6-2-3-6/h5-7,9H,2-4H2,1H3,(H,10,11)	null	CC(CC(C1CC1)O)C(=O)O	0.800000012	61649379	PubChem:(61649379)	2
2	1	N/A	-109.92328018160893	C8H14O3	[M - H2O - H]-	CJSGMIKUZKSMGJ	InChI=1S/C8H14O3/c1-2-7(10)8(11)5-3-4-6-9/h1,7-11H,3-6H2	null	C#CC(C(CCCCO)O)O	-0.5	91151889	PubChem:(91151889)	2
3	1	N/A	-113.4438828159131	C8H14O3	[M - H2O - H]-	MXXQFGKJCFJNDJ	InChI=1S/C8H14O3/c9-4-6-1-2-8(11)3-7(6)5-10/h1-2,6-11H,3-5H2	null	C1C(C=CC(C1CO)CO)O	-0.699999988	130144176;130948070	PubChem:(130144176 130948070)	2
4	1	N/A	-114.60990894970818	C8H14O3	[M - H2O - H]-	YRPZSNVGTDWSON	InChI=1S/C8H14O3/c1-5-2-6(4-9)8(11)3-7(5)10/h2,6-11H,3-4H2,1H3	null	CC1=CC(C(CC1O)O)CO	-0.400000006	13819984;131155270	PubChem:(13819984 131155270)	2
5	1	N/A	-114.86425332565062	C8H14O3	[M - H2O - H]-	YUUMMXVQZBQVTQ	InChI=1S/C8H14O3/c1-2-3-4-5-7(10)8(11)6-9/h7-11H,2,5-6H2,1H3	null	CCC#CCC(C(CO)O)O	-0.200000003	14522101;14522102	PubChem:(14522101 14522102)	2
6	1	N/A	-115.45248284912161	C8H14O3	[M - H2O - H]-	CXNBABWPRBCIBA	InChI=1S/C8H14O3/c1-5(4-7(9)10)8(11)6-2-3-6/h5-6,8,11H,2-4H2,1H3,(H,9,10)	null	CC(CC(=O)O)C(C1CC1)O	0.600000024	61645403	PubChem:(61645403)	2
7	1	N/A	-115.9842202153262	C8H14O3	[M - H2O - H]-	WZGHHMWNXLWSMJ	InChI=1S/C8H14O3/c1-5(9)6-3-2-4-7(10)8(6)11/h3,5,7-11H,2,4H2,1H3	null	CC(C1=CCCC(C1O)O)O	-0.400000006	130152154;131200417	PubChem:(130152154 131200417)	2
8	1	N/A	-116.26925226568872	C8H14O3	[M - H2O - H]-	HSNCSXROAKRSHK	InChI=1S/C8H14O3/c1-5(9)6-2-3-7(10)8(11)4-6/h6-8,10-11H,2-4H2,1H3	null	CC(=O)C1CCC(C(C1)O)O	-0.5	45086138	PubChem:(45086138)	2
9	1	N/A	-119.76977902076717	C8H14O3	[M - H2O - H]-	JTIQPVICYHSNQW	InChI=1S/C8H14O3/c1-3-5-7(10)8(11)6(9)4-2/h3-4,6-11H,1-2,5H2	(3R,4S,5S)-octa-1,7-diene-3,4,5-triol	C=CCC(C(C(C=C)O)O)O	0.100000001	10855739;11389536;101078792;101078793;101078794	PubChem:(10855739 11389536 101078792 101078793 101078794)	2
10	1	N/A	-121.52751440640428	C8H14O3	[M - H2O - H]-	SMSYVUYDPBIISM	InChI=1S/C8H14O3/c1-2-3-4-5-7(10)8(11)6-9/h7-11H,4-6H2,1H3	null	CC#CCCC(C(CO)O)O	-0.200000003	90016135	PubChem:(90016135)	2
11	1	N/A	-122.2320266508266	C8H14O3	[M - H2O - H]-	GGRDPUGBKDIHHK	InChI=1S/C8H14O3/c1-3-6(2)4-7(9)5-8(10)11/h3,6-7,9H,1,4-5H2,2H3,(H,10,11)	null	CC(CC(CC(=O)O)O)C=C	0.899999976	87306364	PubChem:(87306364)	2
12	1	N/A	-125.224865689386	C8H14O3	[M - H2O - H]-	BGYMKEDXWCTUPC	InChI=1S/C8H14O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-3,6-10H,4-5H2,1H3	(1R,4S,6R)-4-(hydroxymethyl)-6-methoxycyclohex-2-en-1-ol	COC1CC(C=CC1O)CO	-0.300000012	11367152;72819425	PubChem:(11367152 72819425)	2
13	1	N/A	-125.46819471037225	C8H14O3	[M - H2O - H]-	UTPNRBLBRWTMOF	InChI=1S/C8H14O3/c1-6(9)3-4-8(11)5-7(2)10/h8,11H,3-5H2,1-2H3	null	CC(=O)CCC(CC(=O)C)O	-0.699999988	89306104	PubChem:(89306104)	2
14	1	N/A	-125.92667046825608	C8H14O3	[M - H2O - H]-	VTQLYYQLFNXAMU	InChI=1S/C8H14O3/c9-6-1-3-7(10)5-8(11)4-2-6/h1,3,6-11H,2,4-5H2	null	C1CC(C=CC(CC1O)O)O	-0.400000006	121289179;121289180;123170917	PubChem:(121289179 121289180 123170917)	2
15	1	N/A	-125.9807136609207	C8H14O3	[M - H2O - H]-	XBXVXHXJQMBPFO	InChI=1S/C8H14O3/c9-7-3-1-2-6(4-5-7)8(10)11/h6-7,9H,1-5H2,(H,10,11)	4-hydroxycycloheptane-1-carboxylic acid	C1CC(CCC(C1)O)C(=O)O	0.699999988	20264464	PubChem:(20264464);KEGG Mine	8589934594
16	1	N/A	-126.45153606966993	C8H14O3	[M - H2O - H]-	TVXRZELTJBYQPU	InChI=1S/C8H14O3/c9-6-3-1-2-4-8(11)5-7-10/h8-11H,1,3,5-7H2	null	C(CC#CC(CCO)O)CO	-0.600000024	130130478	PubChem:(130130478)	2
17	1	N/A	-126.98116249060527	C8H14O3	[M - H2O - H]-	XDFSYWTZDRKXKZ	InChI=1S/C8H14O3/c1-8(2)5(3-6(8)9)4-7(10)11/h5-6,9H,3-4H2,1-2H3,(H,10,11)	null	CC1(C(CC1O)CC(=O)O)C	0.699999988	12651947;12651948	PubChem:(12651947 12651948)	2
18	1	N/A	-127.97516623380926	C8H14O3	[M - H2O - H]-	YKBZLINAAQWZIW	InChI=1S/C8H14O3/c1-3-4-6(2)7(9)5-8(10)11/h3,6-7,9H,1,4-5H2,2H3,(H,10,11)	null	CC(CC=C)C(CC(=O)O)O	1.0	14924163	PubChem:(14924163)	2
19	1	N/A	-128.24331835445702	C8H14O3	[M - H2O - H]-	GGHWLIFCHQALID	InChI=1S/C8H14O3/c1-8(2)5(7(10)11)3-4-6(8)9/h5-6,9H,3-4H2,1-2H3,(H,10,11)	null	CC1(C(CCC1O)C(=O)O)C	0.800000012	83669808;124490597;124490598;124490599;124490600	PubChem:(83669808 124490597 124490598 124490599 124490600)	2
20	1	N/A	-128.55874735285556	C8H14O3	[M - H2O - H]-	SBTGZNZFQOOCGJ	InChI=1S/C8H14O3/c1-5(8(10)11)6-2-3-7(9)4-6/h5-7,9H,2-4H2,1H3,(H,10,11)	methyl(3-hydroxycyclopentyl)acetate	CC(C1CCC(C1)O)C(=O)O	0.800000012	57368427;57368428	PubChem:(57368427 57368428)	2
21	1	N/A	-129.22815406012447	C8H14O3	[M - H2O - H]-	GEJPMHXOKDTYKP	InChI=1S/C8H14O3/c1-8(2)4-5(9)3-6(8)7(10)11/h5-6,9H,3-4H2,1-2H3,(H,10,11)	null	CC1(CC(CC1C(=O)O)O)C	0.800000012	129924701	PubChem:(129924701)	2
22	1	N/A	-129.38201430911147	C8H14O3	[M - H2O - H]-	KKCJOWLRZNIFRK	InChI=1S/C8H14O3/c1-3-4-7(8(10)11)5-6(2)9/h3,6-7,9H,1,4-5H2,2H3,(H,10,11)	null	CC(CC(CC=C)C(=O)O)O	1.23411489	""	KEGG Mine	8589934592
23	1	N/A	-129.60408514697946	C8H14O3	[M - H2O - H]-	KEZISZWYZDIVKJ	InChI=1S/C8H14O3/c1-2-3-6-4-7(10)8(5-9)11-6/h2,6-10H,1,3-5H2	null	C=CCC1CC(C(O1)CO)O	0.699999988	71762689;130147586;131106624;134856629	PubChem:(71762689 130147586 131106624 134856629)	2
