rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1582653836877519	-31.75328539310779	C7H10O6	[M - H2O - H]-	WVMWZWGZRAXUBK	InChI=1S/C7H10O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3,5,8,10,13H,1-2H2,(H,11,12)	5-de-H-quinate	C1C(C(C(=O)CC1(C(=O)O)O)O)O	-2.4000001	630;439351;6326774;5460271;10559682;11206298;44314984;46936811;89050425;92209473;91107171;130951122	HMDB:(12710);SuperNatural:(SN00380081);ZINC bio:(ZINC04095505);MeSH:(439351);Plantcyc:(DEHYDROQUINATE KCL);PubMed;COCONUT:(CNP0083481 CNP0265441);KNApSAcK:(19664);Natural Products:(UNPD190070);PubChem:(630 439351 6326774 5460271 10559682 11206298 44314984 46936811 89050425 92209473 91107171 130951122);CHEBI:(32364 17947);PubChem class - bio and metabolites;KEGG:(C00944);YMDB:(100);Training Set;Biocyc:(DEHYDROQUINATE SMA-0000374)	20179326
2	1	N/A	-65.11921639271429	C7H10O6	[M - H2O - H]-	KHPPNVMZMVPKLO	InChI=1S/C7H10O6/c1-3(8)6(11)4(9)2-5(10)7(12)13/h3,6,8,11H,2H2,1H3,(H,12,13)	null	CC(C(C(=O)CC(=O)C(=O)O)O)O	-1.13421381	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
3	1	N/A	-67.26928314586904	C7H10O6	[M - H2O - H]-	TZBHXBDHEPYBMZ	InChI=1S/C7H10O6/c8-3-1-2(7(12)13)4(9)6(11)5(3)10/h2-5,8-10H,1H2,(H,12,13)	null	C1C(C(C(=O)C(C1O)O)O)C(=O)O	-1.7371031	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
4	1	N/A	-69.04909965619302	C7H10O6	[M - H2O - H]-	AUONADOPRRDSGC	InChI=1S/C7H10O6/c8-2-7(13)1-3(9)4(10)5(11)6(7)12/h4-5,8,10-11,13H,1-2H2	null	C1C(=O)C(C(C(=O)C1(CO)O)O)O	-2.48369145	""	KEGG Mine	8589934592
5	1	N/A	-78.11943235679306	C7H10O6	[M - H2O - H]-	NOBSSOVQBIFUIA	InChI=1S/C7H10O6/c8-3-1-2(7(12)13)4(9)6(11)5(3)10/h2,4-6,9-11H,1H2,(H,12,13)	null	C1C(C(C(C(C1=O)O)O)O)C(=O)O	-2.0	58111759	PubChem:(58111759);KEGG Mine	8589934594
6	1	N/A	-78.25283541637813	C7H10O6	[M - H2O - H]-	NJUXABKNNBTBJN	InChI=1S/C7H10O6/c8-2-1-3(9)5(11)7(13)6(12)4(2)10/h2-5,8-11H,1H2	null	C1C(C(C(=O)C(=O)C(C1O)O)O)O	-2.70000005	54115148	PubChem:(54115148)	2
7	1	N/A	-78.31210974770082	C7H10O6	[M - H2O - H]-	FBBVDCTXVFGXRW	InChI=1S/C7H10O6/c1-4(8)2-7(13,6(11)12)3-5(9)10/h13H,2-3H2,1H3,(H,9,10)(H,11,12)	2-hydroxy-2-(2-oxopropyl)butanedioic Acid	CC(=O)CC(CC(=O)O)(C(=O)O)O	-1.44479311	61987;86308550;86308551;86308552;86308553	COCONUT:(CNP0003253);HMDB:(59927);PubChem:(61987 86308550 86308551 86308552 86308553);KEGG Mine	8592031754
8	1	N/A	-80.0969969693992	C7H10O6	[M - H2O - H]-	PTFLBKDMSFCJBM	InChI=1S/C7H10O6/c1-2-3(8)4(9)5(10)6(11)7(12)13/h3-4,8-9H,2H2,1H3,(H,12,13)	null	CCC(C(C(=O)C(=O)C(=O)O)O)O	-0.200000003	88569477	PubChem:(88569477)	2
9	1	N/A	-82.69436199086572	C7H10O6	[M - H2O - H]-	JBJFMONKIKZMPK	InChI=1S/C7H10O6/c1-3(8)6(11)4(9)2-5(10)7(12)13/h4,6,9,11H,2H2,1H3,(H,12,13)	(4R,5S)-4,5-dihydroxy-2,6-dioxoheptanoate	CC(=O)C(C(CC(=O)C(=O)O)O)O	-1.89999998	44176391;46878465;74940737	EcoCyc Mine;PubChem:(44176391 46878465 74940737);YMDB Mine;CHEBI:(58868 51822);KEGG Mine	60129542178
10	1	N/A	-84.81310245137882	C7H10O6	[M - H2O - H]-	MHRXFGMUKULNHF	InChI=1S/C7H10O6/c8-3-1-2(7(12)13)4(9)6(11)5(3)10/h3,5-6,8-11H,1H2,(H,12,13)	null	C1C(C(C(C(=C1C(=O)O)O)O)O)O	-1.62858772	""	EcoCyc Mine;YMDB Mine;KEGG Mine	60129542144
11	1	N/A	-85.19589106779078	C7H10O6	[M - H2O - H]-	JYUAAKVCBCTBRV	InChI=1S/C7H10O6/c8-4(1-2-6(10)11)5(9)3-7(12)13/h5,9H,1-3H2,(H,10,11)(H,12,13)	null	C(CC(=O)O)C(=O)C(CC(=O)O)O	-1.09864843	""	EcoCyc Mine;KEGG Mine	25769803776
12	1	N/A	-87.3122071125723	C7H10O6	[M - H2O - H]-	SJXXUMIMZSLZNU	InChI=1S/C7H10O6/c1-2-3-7(13,6(11)12)4(8)5(9)10/h2,4,8,13H,1,3H2,(H,9,10)(H,11,12)	null	C=CCC(C(C(=O)O)O)(C(=O)O)O	-1.0	88140033	PubChem:(88140033)	2
