rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1442429755894832	-151.38197631536377	C19H30O6	[M - H]-	RMDWPORTSLRMPB	InChI=1S/C19H30O6/c1-2-3-4-5-6-7-10-15-16(18-13-17(15)24-25-18)12-14(23-22)9-8-11-19(20)21/h6-7,12,14-15,17-18,22H,2-5,8-11,13H2,1H3,(H,20,21)	5-hydroperoxy-7-[3,5-epidioxy-2-(2-octenyl)-cyclopentyl]-6-heptenoic acid	CCCCCC=CCC1C2CC(C1=CC(CCCC(=O)O)OO)OO2	3.0999999	5282868	PubChem:(5282868)	2
2	1	N/A	-169.38328939108894	C19H30O6	[M - H]-	KDTSMWGRILRENK	InChI=1S/C19H30O6/c1-3-15(21)14(16(22)4-2)11-9-7-5-6-8-10-12-17(23)19(25)18(24)13-20/h3-4,14,18-20,24-25H,1-2,5-13H2	null	C=CC(=O)C(CCCCCCCCC(=O)C(C(CO)O)O)C(=O)C=C	2.20000005	129854244	PubChem:(129854244)	2
3	1	N/A	-173.30913050475883	C19H30O6	[M - H]-	DPLVZZAZGYXULT	InChI=1S/C19H30O6/c1-5-11(2)19(24)12(3)6-7-16(21)13(4)17(22)10-15-8-14(20)9-18(23)25-15/h5-7,9,12-13,15-17,19-22,24H,8,10H2,1-4H3	(2R)-6-hydroxy-2-[(2S,3S,4R,5E,7S,8S,9E)-2,4,8-trihydroxy-3,7,9-trimethylundeca-5,9-dienyl]-2,3-dihydropyran-4-one	CC=C(C)C(C(C)C=CC(C(C)C(CC1CC(=CC(=O)O1)O)O)O)O	1.89999998	54720478	COCONUT:(CNP0174344);Natural Products:(UNPD58824 UNPD124445);PubChem:(54720478);SuperNatural:(SN00402660 SN00328454)	3178498
4	1	N/A	-174.16914362995996	C19H30O6	[M - H]-	SSUOGNQKOGHQIV	InChI=1S/C19H30O6/c1-13(8-9-24-16(4)20)10-18(22)11-15(3)19(23)7-6-14(2)12-25-17(5)21/h6,8,11,18-19,22-23H,7,9-10,12H2,1-5H3	null	CC(=CCOC(=O)C)CC(C=C(C)C(CC=C(C)COC(=O)C)O)O	2.43298197	""	COCONUT:(CNP0419634);Natural Products:(UNPD28254)	2129920
5	1	N/A	-174.80700079655932	C19H30O6	[M - H]-	OQYBQYMTZLBSGD	InChI=1S/C19H30O6/c1-2-3-6-10-16(21)12-13-17(19(24)25)15(14-20)9-7-4-5-8-11-18(22)23/h4,7,12-17,21H,2-3,5-6,8-11H2,1H3,(H,22,23)(H,24,25)	null	CCCCCC(C=CC(C(CC=CCCCC(=O)O)C=O)C(=O)O)O	3.28069949	""	KEGG Mine	8589934592
6	1	N/A	-175.62338095679164	C19H30O6	[M - H]-	CAYBMPIWJGWPFU	InChI=1S/C19H30O6/c1-2-3-6-9-16(21)13-12-15(14-20)17(19(24)25)10-7-4-5-8-11-18(22)23/h4,7,12-17,21H,2-3,5-6,8-11H2,1H3,(H,22,23)(H,24,25)	null	CCCCCC(C=CC(C=O)C(CC=CCCCC(=O)O)C(=O)O)O	3.28069949	""	KEGG Mine	8589934592
7	1	N/A	-180.8911950837381	C19H30O6	[M - H]-	IAQCKMNGVFVSTH	InChI=1S/C19H30O6/c1-3-17(20)19(23,18(21)22)12-6-4-5-7-13-25-14-15-8-10-16(24-2)11-9-15/h8-11,17,20,23H,3-7,12-14H2,1-2H3,(H,21,22)	null	CCC(C(CCCCCCOCC1=CC=C(C=C1)OC)(C(=O)O)O)O	2.5999999	70269770	PubChem:(70269770)	2
8	1	N/A	-181.39238347601562	C19H30O6	[M - H]-	CGJGHFJALCTYOM	InChI=1S/C19H30O6/c1-10(2)15-13(22-11(3)20)9-19(6)14(24-19)7-8-18(5)17(25-18)16(15)23-12(4)21/h10,13-17H,7-9H2,1-6H3	null	CC(C)C1C(CC2(C(O2)CCC3(C(C1OC(=O)C)O3)C)C)OC(=O)C	2.17308879	""	KEGG Mine	8589934592
9	1	N/A	-183.7964927132552	C19H30O6	[M - H]-	PWPSQCADOUKLOZ	InChI=1S/C19H30O6/c1-14(20)24-12-16-6-8-17(9-7-16)19(4,23)11-5-10-18(3,22)13-25-15(2)21/h5-6,10,17,22-23H,7-9,11-13H2,1-4H3	null	CC(=O)OCC1=CCC(CC1)C(C)(CC=CC(C)(COC(=O)C)O)O	2.13026094	""	COCONUT:(CNP0422578);Natural Products:(UNPD195675);SuperNatural:(SN00308512)	3178496
10	1	N/A	-184.03853782021073	C19H30O6	[M - H]-	XTDSCOPUSKAETP	InChI=1S/C19H30O6/c1-13-18(2,24-13)8-4-6-16(20)22-10-5-11-23-17(21)14-7-9-19(3)15(12-14)25-19/h13-15H,4-12H2,1-3H3	null	CC1C(O1)(C)CCCC(=O)OCCCOC(=O)C2CCC3(C(C2)O3)C	2.0999999	89331456	PubChem:(89331456)	2
