rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.37007545758034727	-5.234221802266807	C6H10O4	[M - H]-	WNLRTRBMVRJNCN	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	Adi-pure	C(CCC(=O)O)CC(=O)O	0.366065085	196;200164;3316652;12209289;12209291;12209295;16212946;16213372;22494954;57131649;56845925;87187348;90472528;101475100;102523482;123724855;124203163	HMDB:(448);PubChem class - food;SuperNatural:(SN00002078 SN00399775);ZINC bio:(ZINC01530348);additional;HSDB:(124-04-9);MeSH:(196 200164);Plantcyc:(ADIPATE);PubMed;NORMAN:(NS00005309 NS00051537);COCONUT:(CNP0165956 CNP0296801);KNApSAcK:(1178);Natural Products:(UNPD52406);PubChem:(196 200164 3316652 12209289 12209291 12209295 16212946 16213372 22494954 57131649 56845925 87187348 90472528 101475100 102523482 123724855 124203163);YMDB Mine;CHEBI:(30832 17128 30833);PubChem class - bio and metabolites;KEGG:(C06104);PubChem class - safety and toxic;Training Set;Biocyc:(ADIPATE)	34581965694
2	1	N/A	-60.217252451733124	C6H10O4	[M - H]-	AQYCMVICBNBXNA	InChI=1S/C6H10O4/c1-4(6(9)10)2-3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	NCIStruc1_001676	CC(CCC(=O)O)C(=O)O	0.100000001	12046;3246694;6950147;6950148;6950149;22174061;58868259	HMDB:(422);SuperNatural:(SN00215766);ZINC bio:(ZINC00388193 ZINC00388194);MeSH:(12046);PubMed;NORMAN:(NS00007361);COCONUT:(CNP0082366 CNP0184293);PubChem:(12046 3246694 6950147 6950148 6950149 22174061 58868259);CHEBI:(68567 84980);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;YMDB:(1573);Training Set;KEGG Mine	25857187950
3	1	N/A	-68.86857339624741	C6H10O4	[M - H]-	NDTOOPBXVZHXDG	InChI=1S/C6H10O4/c7-4-3-5(8)1-2-6(9)10/h7H,1-4H2,(H,9,10)	null	C(CC(=O)O)C(=O)CCO	-1.39999998	54105945	PubChem:(54105945)	2
4	1	N/A	-71.77900313685213	C6H10O4	[M - H]-	XJMMNTGIMDZPMU	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	bmse000575	CC(CC(=O)O)CC(=O)O	0.14649339	12284;6933715;131869282	HMDB:(752);ZINC bio:(ZINC00167136);additional;MeSH:(12284);PubMed;NORMAN:(NS00014729);COCONUT:(CNP0316583);Natural Products:(UNPD7631);PubChem:(12284 6933715 131869282);CHEBI:(68566);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676761710
5	1	N/A	-80.00357377759705	C6H10O4	[M - H]-	PWKUZLQTVKQBBE	InChI=1S/C6H10O4/c7-4-3-5(8)1-2-6(9)10/h4-5,8H,1-3H2,(H,9,10)	null	C(CC(=O)O)C(CC=O)O	-1.10000002	117967394	EcoCyc Mine;PubChem:(117967394);KEGG Mine	25769803778
6	1	N/A	-82.69203481711814	C6H10O4	[M - H]-	GHJSBNDVJHOEEB	InChI=1S/C6H10O4/c7-4-5(8)2-1-3-6(9)10/h7H,1-4H2,(H,9,10)	null	C(CC(=O)CO)CC(=O)O	-0.899999976	12066909	PubChem:(12066909);KEGG Mine	8589934594
7	1	N/A	-84.47243234483703	C6H10O4	[M - H]-	KSNHMKSBBWIMFY	InChI=1S/C6H10O4/c7-3-1-2-5(8)4-6(9)10/h7H,1-4H2,(H,9,10)	6-hydroxy-3-oxohexanoic acid	C(CC(=O)CC(=O)O)CO	-0.800000012	22892203;71438285	PubChem:(22892203 71438285);KEGG Mine	8589934594
8	1	N/A	-86.50416487379985	C6H10O4	[M - H]-	URMJKCMUMVMRIR	InChI=1S/C6H10O4/c7-4-5(8)2-1-3-6(9)10/h4-5,8H,1-3H2,(H,9,10)	ACMC-20lmrq	C(CC(C=O)O)CC(=O)O	-0.699999988	19704446;90296938	PubChem:(19704446 90296938);YMDB Mine;KEGG Mine	42949672962
9	1	N/A	-88.29270065234033	C6H10O4	[M - H]-	IBMRTYCHDPMBFN	InChI=1S/C6H10O4/c1-10-6(9)4-2-3-5(7)8/h2-4H2,1H3,(H,7,8)	NCIStruc1_001792	COC(=O)CCCC(=O)O	0.326580882	73917;6993194;45039958	HMDB:(858);SuperNatural:(SN00215859 SN00156308);ZINC bio:(ZINC01609498);additional;PubMed;NORMAN:(NS00024908);COCONUT:(CNP0216180 CNP0307970);Natural Products:(UNPD36658);PubChem:(73917 6993194 45039958);CHEBI:(86396);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;KEGG Mine	25857679466
10	1	N/A	-95.79177321579961	C6H10O4	[M - H]-	NIVGPRREFKECGM	InChI=1S/C6H10O4/c7-3-1-2-5(8)4-6(9)10/h3,5,8H,1-2,4H2,(H,9,10)	null	C(CC(CC(=O)O)O)C=O	-0.316213399	""	KEGG Mine	8589934592
11	1	N/A	-98.45649123888263	C6H10O4	[M - H]-	ZUFPULVHDZDVNK	InChI=1S/C6H10O4/c7-3-1-4-10-5-2-6(8)9/h3H,1-2,4-5H2,(H,8,9)	null	C(COCCC(=O)O)C=O	-0.377179772	""	KEGG Mine	8589934592
12	1	N/A	-99.04245723595099	C6H10O4	[M - H]-	RVHOBHMAPRVOLO	InChI=1S/C6H10O4/c1-2-4(6(9)10)3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	Ethylsuccinic acid	CCC(CC(=O)O)C(=O)O	0.100000001	69466;6997244;6997245;6997246;6997247;22057009	NORMAN:(NS00042481);PubChem:(69466 6997244 6997245 6997246 6997247 22057009);PubMed	262210
13	1	N/A	-99.25724635134509	C6H10O4	[M - H]-	CMBOJKWNOQSWJF	InChI=1S/C6H10O4/c1-5(10-9)3-2-4-6(7)8/h9H,1-4H2,(H,7,8)	5-hydroperoxyhex-5-enoic acid	C=C(CCCC(=O)O)OO	0.5	58825423	PubChem:(58825423)	2
14	1	N/A	-100.52240336460537	C6H10O4	[M - H]-	RAZMGTPZOWFVRS	InChI=1S/C6H10O4/c7-2-1-5(4-8)3-6(9)10/h2,5,8H,1,3-4H2,(H,9,10)	null	C(C=O)C(CC(=O)O)CO	-1.29999995	91377940	PubChem:(91377940);PubMed	66
15	1	N/A	-101.05355188883343	C6H10O4	[M - H]-	KIKUKXLMZJYPTL	InChI=1S/C6H10O4/c7-4-2-1-3-5(8)6(9)10/h7H,1-4H2,(H,9,10)	6-Hydroxy-2-oxohexanoate	C(CCO)CC(=O)C(=O)O	-0.400000006	6326993;5462279	PubChem:(6326993 5462279);PubMed;CHEBI:(28028);KEGG Mine;PubChem class - bio and metabolites	8606711906
