rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.18277992167428142	-129.38345079027806	C18H28O11	[M - H]-	CEUCTMPGGPLXKZ	InChI=1S/C18H28O11/c1-17(23)4-5-18(24)8(14(22)26-3)6-27-16(13(17)18)29-15-12(21)11(20)10(19)9(28-15)7-25-2/h6,9-13,15-16,19-21,23-24H,4-5,7H2,1-3H3	null	CC1(CCC2(C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)COC)O)O)O)O)O	-1.69564474	""	KEGG Mine	8589934592
2	1	N/A	-155.1964497911732	C18H28O11	[M - H]-	YXBFFLRUPJXIBH	InChI=1S/C18H28O11/c1-17(23)4-5-18(24)8(14(22)26-3)7-27-16(13(17)18)29-15-12(25-2)11(21)10(20)9(6-19)28-15/h7,9-13,15-16,19-21,23-24H,4-6H2,1-3H3	null	CC1(CCC2(C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)OC)O)O	-1.69564474	""	KEGG Mine	8589934592
3	1	N/A	-157.34210289782732	C18H28O11	[M - H]-	UFOQMFQFXBALQW	InChI=1S/C18H28O11/c1-25-6-11-13(21)14(22)15(23)18(28-11)29-17-12-7(3-10(20)8(12)4-19)9(5-27-17)16(24)26-2/h5,7-8,10-15,17-23H,3-4,6H2,1-2H3	null	COCC1C(C(C(C(O1)OC2C3C(CC(C3CO)O)C(=CO2)C(=O)OC)O)O)O	-1.72139955	""	KEGG Mine	8589934592
4	1	N/A	-159.4627980713089	C18H28O11	[M - H]-	LPQVMBBLNADQCL	InChI=1S/C18H28O11/c1-25-5-9-10(20)3-7-8(16(24)26-2)6-27-17(12(7)9)29-18-15(23)14(22)13(21)11(4-19)28-18/h6-7,9-15,17-23H,3-5H2,1-2H3	null	COCC1C(CC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)O	-1.72139955	""	KEGG Mine	8589934592
5	1	N/A	-164.47714151315864	C18H28O11	[M - H]-	RECKIZMOFFSUSL	InChI=1S/C18H28O11/c1-3-5-6-10(19)26-7-9-12(21)14(23)16(25)18(28-9)29-17-15(24)13(22)11(20)8(4-2)27-17/h1,8-9,11-18,20-25H,4-7H2,2H3	null	CCC1C(C(C(C(O1)OC2C(C(C(C(O2)COC(=O)CCC#C)O)O)O)O)O)O	-2.5999999	134335147	PubChem:(134335147)	2
6	1	N/A	-166.07809829699838	C18H28O11	[M - H]-	DBSOCGCAGFIUNU	InChI=1S/C18H28O11/c1-17(23)4-5-18(24)8(14(22)26-3)7-27-16(13(17)18)29-15-11(21)10(20)12(25-2)9(6-19)28-15/h7,9-13,15-16,19-21,23-24H,4-6H2,1-3H3	null	CC1(CCC2(C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)OC)O)O)O)O	-1.69564474	""	KEGG Mine	8589934592
7	1	N/A	-166.4569316452415	C18H28O11	[M - H]-	CXEJQWUCQYBQCP	InChI=1S/C18H28O11/c1-7-12-8(4-11(19)27-7)9(16(23)25-3)5-26-17(12)29-18-15(22)14(21)13(20)10(28-18)6-24-2/h5,7-8,10-15,17-22H,4,6H2,1-3H3	null	CC1C2C(CC(O1)O)C(=COC2OC3C(C(C(C(O3)COC)O)O)O)C(=O)OC	-0.964424133	""	KEGG Mine	8589934592
8	1	N/A	-169.382109695099	C18H28O11	[M - H]-	MPBVSPYCMJLBGG	InChI=1S/C18H28O11/c1-7-13-8(3-12(20)28-7)9(17(24)25-2)5-26-11(13)6-27-18-16(23)15(22)14(21)10(4-19)29-18/h5,7-8,10-16,18-23H,3-4,6H2,1-2H3	null	CC1C2C(CC(O1)O)C(=COC2COC3C(C(C(C(O3)CO)O)O)O)C(=O)OC	-1.51669323	""	COCONUT:(CNP0124733);Natural Products:(UNPD229422 UNPD210431)	2129920
9	1	N/A	-170.20971781137246	C18H28O11	[M - H]-	FKSYQDXEFKMYLC	InChI=1S/C18H28O11/c1-25-15-14(23)13(22)11(5-20)28-18(15)29-17-12-7(3-10(21)8(12)4-19)9(6-27-17)16(24)26-2/h6-8,10-15,17-23H,3-5H2,1-2H3	null	COC1C(C(C(OC1OC2C3C(CC(C3CO)O)C(=CO2)C(=O)OC)CO)O)O	-1.72139955	""	KEGG Mine	8589934592
10	1	N/A	-175.3317978368237	C18H28O11	[M - H]-	CHTUMJZAMMGYPU	InChI=1S/C18H28O11/c1-25-10-3-7-9(16(24)26-2)6-27-17(12(7)8(10)4-19)29-18-15(23)14(22)13(21)11(5-20)28-18/h6-8,10-15,17-23H,3-5H2,1-2H3	null	COC1CC2C(C1CO)C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O	-1.72139955	""	KEGG Mine	8589934592
