rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C18H28O11	[M - H]-	C18H28O11	72.36949052879476	68.66620966810663	3.7032808606881256	13	0.8645458153859724	2.588955354219536	3.41159934343585	0.2737312374199928	
2	C15H20N10O5	[M - H]-	C15H20N10O5	68.71182938616307	66.17325127429983	2.538578111863244	13	0.8645458153859724	2.588955354219536	3.41159934343585	3.4896603902338015	
3	C19H24N4O7	[M - H]-	C19H24N4O7	68.0719359733866	65.78283464602153	2.289101327365077	13	0.8645458153859724	2.588955354219536	3.41159934343585	-2.916947173439386	
4	C14H24N6O9	[M - H]-	C14H24N6O9	67.99003600281856	65.79311961498124	2.196916387837314	13	0.8645458153859724	2.588955354219536	3.41159934343585	6.680338801228794	
5	C13H25N8O6P	[M - H]-	C13H25N8O6P	67.72587470674593	64.48174367780574	3.244131028940182	13	0.8645458153859724	2.588955354219536	3.41159934343585	-0.4549568882027026	
6	C13H28N2O13	[M - H]-	C13H28N2O13	66.54656701759565	65.62628325444685	0.9202837631488086	14	0.9009856960145832	2.324170262271966	3.682249946590119	9.871017212088173	
7	C12H29N4O10P	[M - H]-	C12H29N4O10P	66.3771941467759	64.2431943926847	2.1339997540912	13	0.8645458153859724	2.588955354219536	3.41159934343585	2.735721522656676	
8	C17H29N2O8P	[M - H]-	C17H29N2O8P	65.98509159102738	63.48859619989885	2.4964953911285366	13	0.8645458153859724	2.588955354219536	3.41159934343585	-6.861564452011504	
9	C12H24N10O5S	[M - H]-	C12H24N10O5S	65.88998157656533	63.165287037695485	2.7246945388698487	13	0.8645458153859724	2.588955354219536	3.41159934343585	-4.552996758821212	
10	C11H28N6O9S	[M - H]-	C11H28N6O9S	65.40776986241879	62.90925081559992	2.498519046818872	13	0.8645458153859724	2.588955354219536	3.41159934343585	-1.3623183479618335	
