rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.18355229457812072	-16.1009286400671	C6H10O3	[M - H2O - H]-	CLJBDOUIEHLLEN	InChI=1S/C6H10O3/c1-2-5(7)3-4-6(8)9/h2-4H2,1H3,(H,8,9)	4-oxohexanoate	CCC(=O)CCC(=O)O	0.405897409	3799774;22390055;58340754	PubChem class - safety and toxic;Training Set;PubChem:(3799774 22390055 58340754);KEGG Mine;additional	8657584130
2	1	N/A	-50.15957957741704	C6H10O3	[M - H2O - H]-	PNPPVRALIYXJBW	InChI=1S/C6H10O3/c7-5-3-1-2-4-6(8)9/h5H,1-4H2,(H,8,9)	6-Oxohexanoate	C(CCC(=O)O)CC=O	-0.100000001	440918;5460210	HMDB:(12882);ZINC bio:(ZINC01530346);MeSH:(440918);Plantcyc:(6-OXO-HEXANOATE);PubMed;COCONUT:(CNP0080387);PubChem:(440918 5460210);CHEBI:(18322 2490);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06102);PubChem class - safety and toxic;Biocyc:(6-OXO-HEXANOATE)	17265994094
3	1	N/A	-56.03705113115608	C6H10O3	[M - H2O - H]-	MGTZCLMLSSAXLD	InChI=1S/C6H10O3/c1-5(7)3-2-4-6(8)9/h2-4H2,1H3,(H,8,9)	5-ketocaproate	CC(=O)CCCC(=O)O	-0.300000012	18407;6419736;58482229;71312826	HMDB:(61881);ZINC bio:(ZINC00901275);additional;PubMed;NORMAN:(NS00046625);PubChem:(18407 6419736 58482229 71312826);CHEBI:(15888 12154);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02129);PubChem class - safety and toxic;Training Set;Biocyc:(5-OXOHEXANOATE)	17264568682
4	1	N/A	-71.2452401248923	C6H10O3	[M - H2O - H]-	LBGWMVXVPMPEID	InChI=1S/C6H10O3/c1-2-5(8)6(9)3-4-7/h7H,2-4H2,1H3	null	CCC(=O)C(=O)CCO	-0.699999988	54024582	PubChem:(54024582)	2
5	1	N/A	-73.48752796572306	C6H10O3	[M - H2O - H]-	XNIHZNNZJHYHLC	InChI=1S/C6H10O3/c1-2-3-4-5(7)6(8)9/h2-4H2,1H3,(H,8,9)	2-oxocaproate	CCCCC(=O)C(=O)O	1.0	159664;6419709	HMDB:(1864);SuperNatural:(SN00228592);ZINC bio:(ZINC01532776);MeSH:(159664 6419709);Plantcyc:(2-OXOHEXANOATE);PubMed;COCONUT:(CNP0301313);Natural Products:(UNPD5737);PubChem:(159664 6419709);YMDB Mine;CHEBI:(17308 35177);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C00902);PubChem class - safety and toxic;Biocyc:(2-OXOHEXANOATE)	51626813806
6	1	N/A	-74.24643836220484	C6H10O3	[M - H2O - H]-	BDCLDNALSPBWPQ	InChI=1S/C6H10O3/c1-2-3-5(7)4-6(8)9/h2-4H2,1H3,(H,8,9)	3-Oxohexanoate	CCCC(=O)CC(=O)O	0.5	439658;11966264	COCONUT:(CNP0037462);HMDB:(10717);PubChem:(439658 11966264);SuperNatural:(SN00220415);CHEBI:(37030 28422);ZINC bio:(ZINC00901268);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C02122);PubMed;Biocyc:(CPD-7706)	17199802730
7	1	N/A	-84.63193845192129	C6H10O3	[M - H2O - H]-	PDGUDBZIXFKFGP	InChI=1S/C6H10O3/c1-5(8)4-6(9)2-3-7/h7H,2-4H2,1H3	null	CC(=O)CC(=O)CCO	-1.0	12753229	PubChem:(12753229);PubMed	66
8	1	N/A	-89.27155131774991	C6H10O3	[M - H2O - H]-	ZCNSRUTVLQWVEU	InChI=1S/C6H10O3/c1-5(8)6(9)3-2-4-7/h7H,2-4H2,1H3	6-hydroxyhexane-2,3-dione	CC(=O)C(=O)CCCO	-0.800000012	22220864	PubChem:(22220864);YMDB Mine	34359738370
9	1	N/A	-89.48729318046112	C6H10O3	[M - H2O - H]-	HWVMSBHNCMXHDN	InChI=1S/C6H10O3/c1-2-5(7)3-4-6(8)9/h2,7H,3-4H2,1H3,(H,8,9)	null	CC=C(CCC(=O)O)O	0.5	88697948;89180316	PubChem:(88697948 89180316)	2
10	1	N/A	-91.56124209514304	C6H10O3	[M - H2O - H]-	ISWSZNLMTWQNGE	InChI=1S/C6H10O3/c1-5(7)3-2-4-6(8)9/h7H,1-4H2,(H,8,9)	5-hydroxyhex-5-enoic acid	C=C(CCCC(=O)O)O	0.600000024	59294077	PubChem:(59294077)	2
11	1	N/A	-91.9121025775468	C6H10O3	[M - H2O - H]-	HJNIDOQIVMJXHS	InChI=1S/C6H10O3/c7-4-1-2-6(9)3-5-8/h5,7H,1-4H2	null	C(CC(=O)CC=O)CO	-0.800000012	90081742	PubChem:(90081742)	2
12	1	N/A	-92.94702844652724	C6H10O3	[M - H2O - H]-	CWBZHLLCKUGSQG	InChI=1S/C6H10O3/c1-2-5(7)3-4-6(8)9/h2,5,7H,1,3-4H2,(H,8,9)	5-Hexenoic acid, 4-hydroxy-	C=CC(CCC(=O)O)O	0.411473691	20264514;55302760	PubChem:(20264514 55302760)	2
13	1	N/A	-96.00546881020271	C6H10O3	[M - H2O - H]-	YXADPHVQSSNJLB	InChI=1S/C6H10O3/c1-5(8)2-3-6(9)4-7/h7H,2-4H2,1H3	2,5-Hexanedione, 1-hydroxy-	CC(=O)CCC(=O)CO	-1.10000002	12389455	PubChem:(12389455)	2
14	1	N/A	-96.191974742106	C6H10O3	[M - H2O - H]-	VOUGUJGKACFJSQ	InChI=1S/C6H10O3/c1-2-3-5(8)6(9)4-7/h1,5-9H,3-4H2	null	C#CCC(C(CO)O)O	-1.10000002	57242705;101179187	PubChem:(57242705 101179187)	2
15	1	N/A	-96.25060449041814	C6H10O3	[M - H2O - H]-	GMHRXXGPLXKTCN	InChI=1S/C6H10O3/c7-5-3-1-2-4-6(8)9/h1,3,7H,2,4-5H2,(H,8,9)	(E)-6-hydroxyhex-4-enoic acid	C(CC(=O)O)C=CCO	-0.200000003	20448391;53845848	PubChem:(20448391 53845848)	2
16	1	N/A	-97.21227815686018	C6H10O3	[M - H2O - H]-	KPXOYIOPTASELF	InChI=1S/C6H10O3/c7-4-1-2-6(9)3-5-8/h4,8H,1-3,5H2	null	C(CC(=O)CCO)C=O	-1.39999998	87281647	PubChem:(87281647)	2
17	1	N/A	-100.63225595830276	C6H10O3	[M - H2O - H]-	RRHWJLYYLKLQQI	InChI=1S/C6H10O3/c1-2-9-4-3-6(8)5-7/h5H,2-4H2,1H3	Butanal, 4-ethoxy-2-oxo-	CCOCCC(=O)C=O	-0.200000003	71329972	PubChem:(71329972)	2
18	1	N/A	-101.08189887190021	C6H10O3	[M - H2O - H]-	QGGMKWXOKZTWCQ	InChI=1S/C6H10O3/c1-2-9-5-3-4-6(7)8/h2H,1,3-5H2,(H,7,8)	4-ethenoxybutanoate	C=COCCCC(=O)O	0.699999988	18942560;23167560	PubChem:(18942560 23167560)	2
19	1	N/A	-102.64032748152387	C6H10O3	[M - H2O - H]-	YKPZANWVARPAKK	InChI=1S/C6H10O3/c1-2-5(3-4-7)6(8)9/h2,7H,3-4H2,1H3,(H,8,9)	(E)-2-(2-hydroxyethyl)but-2-enoate	CC=C(CCO)C(=O)O	0.200000003	12363646;17921958;54513251;133672710	PubChem:(12363646 17921958 54513251 133672710);YMDB Mine	34359738370
