rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.12788137389555598	-85.63233887481367	C8H12O3	[M - H]-	CINYVLZCBHHNBC	InChI=1S/C8H12O3/c1-5-4-6(9)8(3,11)7(5,2)10/h4,10-11H,1-3H3	2-Cyclopenten-1-one, 4,5-dihydroxy-3,4,5-trimethyl-	CC1=CC(=O)C(C1(C)O)(C)O	-0.800000012	21787534;131150584	PubChem:(21787534 131150584)	2
2	1	N/A	-97.55441136511834	C8H12O3	[M - H]-	PYZMXPJVTMFNCO	InChI=1S/C8H12O3/c1-5-2-3-6(9)4-7(5)8(10)11/h2-3,5-7,9H,4H2,1H3,(H,10,11)	null	CC1C=CC(CC1C(=O)O)O	0.5	69037677;69037679;131849456	PubChem:(69037677 69037679 131849456)	2
3	1	N/A	-99.93419355716338	C8H12O3	[M - H]-	ZFSDYAQLMFCLBI	InChI=1S/C8H12O3/c1-5-2-6(4-9)8(11)7(10)3-5/h2-3,7-11H,4H2,1H3	null	CC1=CC(C(C(=C1)CO)O)O	-0.21978344	""	KEGG Mine	8589934592
4	1	N/A	-100.90414515093822	C8H12O3	[M - H]-	CZYUSKWJZLYWSP	InChI=1S/C8H12O3/c1-2-5-3-6(8(10)11)4-7(5)9/h2,5-7,9H,1,3-4H2,(H,10,11)	null	C=CC1CC(CC1O)C(=O)O	0.5	126666974	PubChem:(126666974)	2
5	1	N/A	-104.98869520489161	C8H12O3	[M - H]-	YOFVEBIDUYSMPW	InChI=1S/C8H12O3/c1-5-2-3-6(8(10)11)4-7(5)9/h2,6-7,9H,3-4H2,1H3,(H,10,11)	null	CC1=CCC(CC1O)C(=O)O	0.100000001	89076834	PubChem:(89076834)	2
6	1	N/A	-105.26505332666181	C8H12O3	[M - H]-	NIQQQXJKJQCRBS	InChI=1S/C8H12O3/c1-2-3-8(11)4-6(5-8)7(9)10/h2-3,6,11H,4-5H2,1H3,(H,9,10)	null	CC=CC1(CC(C1)C(=O)O)O	0.300000012	131380923	PubChem:(131380923)	2
7	1	N/A	-108.00702783085562	C8H12O3	[M - H]-	JPANATRWCFTRDD	InChI=1S/C8H12O3/c1-5-3-6(9)8(2,11)7(10)4-5/h3,7,10-11H,4H2,1-2H3	null	CC1=CC(=O)C(C(C1)O)(C)O	-0.5	24824760;74326237;139583732	COCONUT:(CNP0240336);KNApSAcK:(34030);Natural Products:(UNPD71351 UNPD154654);PubChem:(24824760 74326237 139583732);SuperNatural:(SN00374475 SN00266424)	3178514
8	1	N/A	-110.85106502066417	C8H12O3	[M - H]-	ZHUHLERRBBMXDH	InChI=1S/C8H12O3/c1-5-2-3-6(9)4-7(5)8(10)11/h2,6-7,9H,3-4H2,1H3,(H,10,11)	5-hydroxy-2-methylcyclohex-2-ene-1-carboxylic acid	CC1=CCC(CC1C(=O)O)O	0.300000012	11240620	PubChem:(11240620)	2
9	1	N/A	-111.0859211689624	C8H12O3	[M - H]-	MDBCXQNFKPNYKZ	InChI=1S/C8H12O3/c1-5-6(4-9)2-3-7(10)8(5)11/h2-3,7-11H,4H2,1H3	null	CC1=C(C=CC(C1O)O)CO	-0.21978344	""	KEGG Mine	8589934592
10	1	N/A	-111.59056450089916	C8H12O3	[M - H]-	XBGYRJLPGBFVEZ	InChI=1S/C8H12O3/c1-4-3-6(9)5(2)8(11)7(4)10/h3,5,7-8,10-11H,1-2H3	null	CC1C(C(C(=CC1=O)C)O)O	-0.699999988	102484473;102484476;130036504;130892221	PubChem:(102484473 102484476 130036504 130892221)	2
