rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1583757839123492	-151.4422443789031	C21H36O10	[M - H2O - H]-	IUJQPTXICICVRZ	InChI=1S/C21H36O10/c1-11-4-5-12(20(11,2)3)6-7-28-18-16(25)15(24)14(23)13(31-18)8-29-19-17(26)21(27,9-22)10-30-19/h4,12-19,22-27H,5-10H2,1-3H3	null	CC1=CCC(C1(C)C)CCOC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O	-1.29999995	122227538	PubChem:(122227538)	2
2	1	N/A	-154.48489843762786	C21H36O10	[M - H2O - H]-	RFFYIBOJHUSIGD	InChI=1S/C21H36O10/c1-12(2)5-4-6-13(3)7-8-28-19-17(25)16(24)15(23)14(31-19)9-29-20-18(26)21(27,10-22)11-30-20/h5,7,14-20,22-27H,4,6,8-11H2,1-3H3	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol	CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O)C)C	-0.5	21630845;101630146;131750855	COCONUT:(CNP0113429);HMDB:(29347);Natural Products:(UNPD61445 UNPD51713);PubChem:(21630845 101630146 131750855);SuperNatural:(SN00349958 SN00375273 SN00041118);ZINC bio:(ZINC67913248);additional;PubChem class - bio and metabolites;Training Set	20504586
3	1	N/A	-155.60116037486102	C21H36O10	[M - H2O - H]-	GYNSVXPOEUJXIG	InChI=1S/C21H36O10/c1-11(2)21(6-4-12(3)5-7-21)31-18-16(25)15(24)14(23)13(30-18)8-28-19-17(26)20(27,9-22)10-29-19/h4,11,13-19,22-27H,5-10H2,1-3H3	(2R,3S,4S,5R,6S)-2-[[(2R,3S,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(1S)-4-methyl-1-propan-2-ylcyclohex-3-en-1-yl]oxyoxane-3,4,5-triol	CC1=CCC(CC1)(C(C)C)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O	-1.20000005	11224676	COCONUT:(CNP0171354);Natural Products:(UNPD166999);PubChem:(11224676);SuperNatural:(SN00334116)	3178498
4	1	N/A	-155.91822645364454	C21H36O10	[M - H2O - H]-	VROIUNJUJCGOKI	InChI=1S/C21H36O10/c1-11-4-6-12(7-5-11)20(2,3)31-18-16(25)15(24)14(23)13(30-18)8-28-19-17(26)21(27,9-22)10-29-19/h4,12-19,22-27H,5-10H2,1-3H3	null	CC1=CCC(CC1)C(C)(C)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O	-1.5	11080819	COCONUT:(CNP0274699);Natural Products:(UNPD12839 UNPD56682);PubChem:(11080819);SuperNatural:(SN00261283 SN00340999)	3178498
5	1	N/A	-163.99502261476857	C21H36O10	[M - H2O - H]-	RVQFSOHDFFWTLD	InChI=1S/C21H36O10/c1-19(2)10-4-5-20(19,3)12(6-10)31-17-15(25)14(24)13(23)11(30-17)7-28-18-16(26)21(27,8-22)9-29-18/h10-18,22-27H,4-9H2,1-3H3	null	CC1(C2CCC1(C(C2)OC3C(C(C(C(O3)COC4C(C(CO4)(CO)O)O)O)O)O)C)C	-0.899999976	14526908;46853220;129011821;134715249	COCONUT:(CNP0396304);Natural Products:(UNPD65965 UNPD182366);PubChem:(14526908 46853220 129011821 134715249);SuperNatural:(SN00380096 SN00266048);MeSH:(14526908 129011821 134715249);PubMed	3178566
6	1	N/A	-166.11567226669177	C21H36O10	[M - H2O - H]-	DYFCOKYVRKPCBE	InChI=1S/C21H36O10/c1-5-20(4,8-6-7-12(2)3)31-18-16(25)15(24)14(23)13(30-18)9-28-19-17(26)21(27,10-22)11-29-19/h5,7,13-19,22-27H,1,6,8-11H2,2-4H3	null	CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O)C	-0.600000024	102507305	COCONUT:(CNP0299642);Natural Products:(UNPD55495);PubChem:(102507305);SuperNatural:(SN00331571)	3178498
7	1	N/A	-173.64397020752386	C21H36O10	[M - H2O - H]-	IEGFOTASSBZIBZ	InChI=1S/C21H36O10/c1-11(2)5-4-6-12(3)7-8-28-21-19(27)17(25)16(24)14(31-21)10-30-20-18(26)15(23)13(22)9-29-20/h5,7,13-27H,4,6,8-10H2,1-3H3	Kenposide A	CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C)C	-0.800000012	6439502;6442231;6443689;10253091;10388962;20839722;68983371;68986677;131752681;139291889	HMDB:(39573);SuperNatural:(SN00330626 SN00030376 SN00281330);ZINC bio:(ZINC31169933);MeSH:(6439502 6443689 10253091 10388962 131752681);Plantcyc:(CPD-14731);PubMed;COCONUT:(CNP0251811);KNApSAcK:(30606);Natural Products:(UNPD47772 UNPD112728 UNPD175518 UNPD125001);PubChem:(6439502 6442231 6443689 10253091 10388962 20839722 68983371 68986677 131752681 139291889);PubChem class - bio and metabolites;Biocyc:(CPD-14731)	20097118
8	1	N/A	-177.7255880214609	C21H36O10	[M - H2O - H]-	YBPOIRBPAOCVPU	InChI=1S/C21H36O10/c1-10-4-6-11(7-5-10)21(2,3)31-20-18(27)16(25)15(24)13(30-20)9-29-19-17(26)14(23)12(22)8-28-19/h4,11-20,22-27H,5-9H2,1-3H3	null	CC1=CCC(CC1)C(C)(C)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O	-1.79999995	71471673;90671008	COCONUT:(CNP0182960);Natural Products:(UNPD224056 UNPD210268);PubChem:(71471673 90671008);PubMed	2129986
9	1	N/A	-180.3914177344083	C21H36O10	[M - H2O - H]-	RVUPXOFVWPVKMG	InChI=1S/C21H36O10/c1-18(2,31-17-16(25)15(24)14(23)13(8-22)30-17)10-4-5-20(27)9-29-21(28)7-12(20)11(6-10)19(21,3)26/h10-17,22-28H,4-9H2,1-3H3	null	CC1(C2CC(CCC3(C2CC1(OC3)O)O)C(C)(C)OC4C(C(C(C(O4)CO)O)O)O)O	-1.23795366	""	KEGG Mine	8589934592
10	1	N/A	-180.63924494899524	C21H36O10	[M - H2O - H]-	PTMNXSRFWIIGTI	InChI=1S/C21H36O10/c1-19(2,31-18-17(27)16(26)15(25)13(8-22)30-18)10-4-5-21(29,9-23)12-7-14(24)20(3,28)11(12)6-10/h10-15,18,22-29H,4-9H2,1-3H3	null	CC1(C2CC(CCC(C2CC1O)(CO)O)C(C)(C)OC3C(=C(C(C(O3)CO)O)O)O)O	-0.711955845	""	KEGG Mine	8589934592
