rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11641941808140209	-21.259417080085317	C6H10O4	[M - H]-	XJMMNTGIMDZPMU	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	bmse000575	CC(CC(=O)O)CC(=O)O	0.14649339	12284;6933715;131869282	HMDB:(752);ZINC bio:(ZINC00167136);additional;MeSH:(12284);PubMed;NORMAN:(NS00014729);COCONUT:(CNP0316583);Natural Products:(UNPD7631);PubChem:(12284 6933715 131869282);CHEBI:(68566);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676761710
2	1	N/A	-28.35529732658679	C6H10O4	[M - H]-	AQYCMVICBNBXNA	InChI=1S/C6H10O4/c1-4(6(9)10)2-3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	NCIStruc1_001676	CC(CCC(=O)O)C(=O)O	0.100000001	12046;3246694;6950147;6950148;6950149;22174061;58868259	HMDB:(422);SuperNatural:(SN00215766);ZINC bio:(ZINC00388193 ZINC00388194);MeSH:(12046);PubMed;NORMAN:(NS00007361);COCONUT:(CNP0082366 CNP0184293);PubChem:(12046 3246694 6950147 6950148 6950149 22174061 58868259);CHEBI:(68567 84980);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;YMDB:(1573);Training Set;KEGG Mine	25857187950
3	1	N/A	-48.208709589829	C6H10O4	[M - H]-	GOHPTLYPQCTZSE	InChI=1S/C6H10O4/c1-6(2,5(9)10)3-4(7)8/h3H2,1-2H3,(H,7,8)(H,9,10)	bmse000730	CC(C)(CC(=O)O)C(=O)O	0.200000003	11701;6950249;58803342;71725690	HMDB:(2074);SuperNatural:(SN00216132);ZINC bio:(ZINC00388596);additional;MeSH:(11701);PubMed;NORMAN:(NS00014655);COCONUT:(CNP0354982);PubChem:(11701 6950249 58803342 71725690);CHEBI:(86537);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	87842926
4	1	N/A	-55.582181762671	C6H10O4	[M - H]-	RAZMGTPZOWFVRS	InChI=1S/C6H10O4/c7-2-1-5(4-8)3-6(9)10/h2,5,8H,1,3-4H2,(H,9,10)	null	C(C=O)C(CC(=O)O)CO	-1.29999995	91377940	PubChem:(91377940);PubMed	66
5	1	N/A	-63.76505743626626	C6H10O4	[M - H]-	WNLRTRBMVRJNCN	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	Adi-pure	C(CCC(=O)O)CC(=O)O	0.366065085	196;200164;3316652;12209289;12209291;12209295;16212946;16213372;22494954;57131649;56845925;87187348;90472528;101475100;102523482;123724855;124203163	HMDB:(448);PubChem class - food;SuperNatural:(SN00002078 SN00399775);ZINC bio:(ZINC01530348);additional;HSDB:(124-04-9);MeSH:(196 200164);Plantcyc:(ADIPATE);PubMed;NORMAN:(NS00005309 NS00051537);COCONUT:(CNP0165956 CNP0296801);KNApSAcK:(1178);Natural Products:(UNPD52406);PubChem:(196 200164 3316652 12209289 12209291 12209295 16212946 16213372 22494954 57131649 56845925 87187348 90472528 101475100 102523482 123724855 124203163);YMDB Mine;CHEBI:(30832 17128 30833);PubChem class - bio and metabolites;KEGG:(C06104);PubChem class - safety and toxic;Training Set;Biocyc:(ADIPATE)	34581965694
6	1	N/A	-68.14544805662835	C6H10O4	[M - H]-	RVHOBHMAPRVOLO	InChI=1S/C6H10O4/c1-2-4(6(9)10)3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	Ethylsuccinic acid	CCC(CC(=O)O)C(=O)O	0.100000001	69466;6997244;6997245;6997246;6997247;22057009	NORMAN:(NS00042481);PubChem:(69466 6997244 6997245 6997246 6997247 22057009);PubMed	262210
7	1	N/A	-73.00254518630177	C6H10O4	[M - H]-	UVQYBUYGFBXQGO	InChI=1S/C6H10O4/c1-4(6(8)9)3-5(7)10-2/h4H,3H2,1-2H3,(H,8,9)	4-methoxy-2-methyl-4-oxobutanoic acid	CC(CC(=O)OC)C(=O)O	0.100000001	4563901;6398856;11423665;56924132;59533661	PubChem class - safety and toxic;PubChem:(4563901 6398856 11423665 56924132 59533661);PubMed;ZINC bio:(ZINC02558238 ZINC06763328);KEGG Mine	8657051714
8	1	N/A	-73.30193761343435	C6H10O4	[M - H]-	KLZYRCVPDWTZLH	InChI=1S/C6H10O4/c1-3(5(7)8)4(2)6(9)10/h3-4H,1-2H3,(H,7,8)(H,9,10)	Polymaleic acid	CC(C(C)C(=O)O)C(=O)O	0.400000006	11848;115258;6950211;6950212;6950213;6950214;6950215;22173943;59188243;58693169;59306555;89058669	NORMAN:(NS00043621);PubChem:(11848 115258 6950211 6950212 6950213 6950214 6950215 22173943 59188243 58693169 59306555 89058669);YMDB Mine;ZINC bio:(ZINC00388420 ZINC00388421 ZINC00388422);MeSH:(11848);PubChem class - safety and toxic;PubMed;KEGG Mine	43017052230
9	1	N/A	-75.54013068484912	C6H10O4	[M - H]-	FWZVUYFMTPAUGV	InChI=1S/C6H10O4/c1-4(2-6(9)10)5(8)3-7/h4,7H,2-3H2,1H3,(H,9,10)	5-hydroxy-3-methyl-4-oxopentanoic acid	CC(CC(=O)O)C(=O)CO	-0.699999988	59918227	PubChem:(59918227)	2
10	1	N/A	-77.59415487269516	C6H10O4	[M - H]-	URMJKCMUMVMRIR	InChI=1S/C6H10O4/c7-4-5(8)2-1-3-6(9)10/h4-5,8H,1-3H2,(H,9,10)	ACMC-20lmrq	C(CC(C=O)O)CC(=O)O	-0.699999988	19704446;90296938	PubChem:(19704446 90296938);YMDB Mine;KEGG Mine	42949672962
11	1	N/A	-79.37384999366877	C6H10O4	[M - H]-	XDFGORJYNWXIGR	InChI=1S/C6H10O4/c1-5(2-3-10-9)4-6(7)8/h1,5,9H,2-4H2,(H,7,8)	null	[CH]C(CCOO)CC(=O)O	0.200000003	59937104	PubChem:(59937104)	2
12	1	N/A	-83.26223065940029	C6H10O4	[M - H]-	SRCNAKORJYHKCO	InChI=1S/C6H10O4/c1-4(3-7)5(8)2-6(9)10/h4,7H,2-3H2,1H3,(H,9,10)	null	CC(CO)C(=O)CC(=O)O	-0.323743165	""	KEGG Mine	8589934592
13	1	N/A	-83.48878227077489	C6H10O4	[M - H]-	QEZMQNIFDRNSJZ	InChI=1S/C6H10O4/c1-4(3-5(7)8)6(9)10-2/h4H,3H2,1-2H3,(H,7,8)	4-methoxy-3-methyl-4-oxobutanoic acid	CC(CC(=O)O)C(=O)OC	0.100000001	10888047;13925570;13925571;19821070;58697697;122197605	COCONUT:(CNP0352524);Natural Products:(UNPD211837);PubChem:(10888047 13925570 13925571 19821070 58697697 122197605);ZINC bio:(ZINC13511422 ZINC13511425)	2138114
