rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C13H18O8	[M - H2O - H]-	C13H16O7	11.761854968579648	11.761854968579648	0.0	5	0.927745016964348	0.6786050628291247	1.9636109999800564	-63631.84160035264	
2	C8H15N8O3P	[M - H2O - H]-	C8H13N8O2P	4.287609606076112	4.287609606076112	0.0	3	0.772863226394825	-5.026074358628624	5.026074358628624	-63632.92056746735	
3	C10H23O6PS	[M - H2O - H]-	C10H21O5PS	3.712399546829885	3.712399546829885	0.0	5	0.927745016964348	1.9636109999800564	1.9636109999800564	-63614.63286016583	
4	C12H12N7O3	[M - H2O - H]-	C12H10N7O2	3.2867693816544765	3.2867693816544765	0.0	3	0.772863226394825	-3.7549362536011492	4.373888625980831	-63631.822905990084	
5	C9H14N6O6	[M - H2O - H]-	C9H12N6O5	0.8873942968950717	0.8873942968950717	0.0	4	0.1548817905695229	1.3387313260694755	1.3387313260694755	-63622.35534878108	
6	C10H10N10O2	[M - H2O - H]-	C10H8N10O	0.6920250339649346	0.6920250339649346	0.0	2	0.0	-3.385699596462666	3.385699596462666	-63627.079780204294	
7	C8H18N2O10	[M - H2O - H]-	C8H16N2O9	0.3917540805612877	0.3917540805612877	0.0	3	0.11534210790716366	3.413011677777484	3.413011677777484	-63617.63091735807	
8	C17H18O3S	[M - H2O - H]-	C17H16O2S	-0.6661308015009135	-0.6661308015009135	0.0	4	0.1548817905695229	0.7628611071541543	0.7628611071541543	-63623.00275589736	
9	C9H22N2O5S2	[M - H2O - H]-	C9H20N2O4S2	-0.8777209408875501	-0.8777209408875501	0.0	2	0.0	2.9932599641951496	2.9932599641951496	-63620.70081996761	
10	C10H18N6OS2	[M - H2O - H]-	C10H16N6S2	-0.992740188927144	-0.992740188927144	0.0	2	0.0	-1.7311709581361887	1.7311709581361887	-63625.42525139063	
