rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C17H28O7	[M - H2O - H]-	C17H26O6	43.336864981065595	40.07317781051794	3.263687170547653	8	0.9090896845281393	0.5809345905349993	3.114871032747793	-55388.3437995604	
2	C10H28N6O5S	[M - H2O - H]-	C10H26N6O4S	32.51656218859262	29.90699583739195	2.609566351200674	8	0.9090896845281393	-0.7200778262860026	3.114871032747793	-55390.45275424365	
3	C11H29N4O6P	[M - H2O - H]-	C11H27N4O5P	32.086996486524754	29.870722272185674	2.216274214339082	8	0.9090896845281393	3.114871032747793	3.7545704345974413	-55385.17016351137	
4	C13H31NO7P	[M - H2O - H]-	C13H29NO6P	27.124049205504736	23.570497916665644	3.553551288839092	8	0.9090896845281393	-0.10285439154220809	3.114871032747793	-55389.299391973254	
5	C13H24N6O5	[M - H2O - H]-	C13H22N6O4	25.944814640975327	24.358470058955582	1.586344582019743	7	0.8766736711657104	1.5060083206027923	3.597101600532686	-55380.08534263701	
6	C16H29N2O4P	[M - H2O - H]-	C16H27N2O3P	22.236990549886023	20.34015517933268	1.8968353705533452	6	0.8087367655378648	-3.84616762190599	3.84616762190599	-55397.54157412379	
7	C8H26N9O4S	[M - H2O - H]-	C8H24N9O3S	20.51864303042728	19.40024331123766	1.1183997191896227	8	0.9090896845281393	2.6012082386877373	3.348035579159382	-55386.32352578213	
8	C15H26N3O6	[M - H2O - H]-	C15H24N3O5	20.34239272064373	17.65762067420247	2.684772046441261	6	0.8087367655378648	-0.10285439154220809	3.84616762190599	-55384.2145710987	
9	C12H30N3O6S	[M - H2O - H]-	C12H28N3O5S	19.47504963761616	16.808678794678727	2.666370842937432	6	0.8087367655378648	-3.84616762190599	3.84616762190599	-55394.581982705175	
10	C20H26NO4	[M - H2O - H]-	C20H24NO3	16.698801293126728	16.698801293126728	0.0	6	0.8087367655378648	-3.84616762190599	3.84616762190599	-55396.58598171111	
