rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C16H26O7	[M - H2O - H]-	C16H24O6	54.40024081126417	50.914185686537635	3.4860551247265343	12	0.8589132626542842	0.1387991620273731	0.9389789331228138	-57882.98599229712	
2	C12H29NO7P	[M - H2O - H]-	C12H27NO6P	38.37092036095171	35.11940458883558	3.251515772116129	12	0.8589132626542842	-0.6083309931504124	0.7345490407795026	-57883.984628743776	
3	C9H26N6O5S	[M - H2O - H]-	C9H24N6O4S	37.76836935357464	35.66295846922767	2.105410884346975	11	0.8407404392287509	-2.2785998133419234	2.5676857086431855	-57885.189943461795	
4	C10H27N4O6P	[M - H2O - H]-	C10H25N4O5P	37.46924407779493	35.879641422557754	1.5896026552371796	11	0.8407404392287509	4.213476727813118	4.669325666919368	-57879.669401892104	
5	C17H22N4O3	[M - H2O - H]-	C17H20N4O2	30.79108812709627	28.86216299039972	1.9289251366965474	10	0.7477972809648754	-3.3052445715848675	3.3052445715848675	-57887.28421128945	
6	C7H24N9O4S	[M - H2O - H]-	C7H22N9O3S	25.431321542855144	25.19206225736943	0.23925928548571385	10	0.8126984325783241	2.6121336706181277	3.1042490569940653	-57880.874716610306	
7	C15H27N2O4P	[M - H2O - H]-	C15H25N2O3P	25.025739411533667	22.89680341575681	2.1289359957768563	9	0.42235845925517723	-0.06113909737844234	1.677907729454437	-57892.598074587775	
8	C12H22N6O5	[M - H2O - H]-	C12H20N6O4	18.45355520259516	17.14754204419544	1.3060131583997228	7	0.3097896536392613	0.02052602439505108	3.9230409793702816	-57874.35553859379	
9	C14H24N3O6	[M - H2O - H]-	C14H22N3O5	17.758916995187462	15.07251762892093	2.6863993662665324	8	0.32796247706479464	-0.09774711323727095	2.5902815505978207	-57878.67076544546	
10	C17H30O2S2	[M - H2O - H]-	C17H28OS2	17.662657784498816	17.662657784498816	0.0	8	0.3380508363130835	-1.7999785685713854	2.5902815505978207	-57885.778945039885	
