rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1201029586528766	-124.7542027515741	C21H36O10	[M - H]-	NOLFJMLEEXBWCV	InChI=1S/C21H36O10/c1-5-21(4,8-6-7-11(2)3)31-20-18(27)16(25)15(24)13(30-20)10-28-19-17(26)14(23)12(9-22)29-19/h5,7,12-20,22-27H,1,6,8-10H2,2-4H3	null	CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(C(O2)CO)O)O)O)O)O)C	-0.400000006	15624186;101637165	COCONUT:(CNP0153554);Natural Products:(UNPD22157 UNPD17825);PubChem:(15624186 101637165);SuperNatural:(SN00281826 SN00258146)	3178498
2	1	N/A	-133.31846425642374	C21H36O10	[M - H]-	AWDKYYYAAQQLEF	InChI=1S/C21H36O10/c1-11(2)5-4-6-12(3)7-8-28-20-19(27)17(25)16(24)14(31-20)10-29-21-18(26)15(23)13(9-22)30-21/h5,7,13-27H,4,6,8-10H2,1-3H3	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol	CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(C(O2)CO)O)O)O)O)O)C)C	-0.200000003	15624181;15624182;18688995;70284600;70388521	COCONUT:(CNP0181680);HMDB:(29348);Natural Products:(UNPD196441 UNPD120277);PubChem:(15624181 15624182 18688995 70284600 70388521);SuperNatural:(SN00368644 SN00030375);ZINC bio:(ZINC31169930);additional;PubChem class - bio and metabolites;Training Set	20504586
3	1	N/A	-134.3635718852637	C21H36O10	[M - H]-	DYFCOKYVRKPCBE	InChI=1S/C21H36O10/c1-5-20(4,8-6-7-12(2)3)31-18-16(25)15(24)14(23)13(30-18)9-28-19-17(26)21(27,10-22)11-29-19/h5,7,13-19,22-27H,1,6,8-11H2,2-4H3	null	CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O)C	-0.600000024	102507305	COCONUT:(CNP0299642);Natural Products:(UNPD55495);PubChem:(102507305);SuperNatural:(SN00331571)	3178498
4	1	N/A	-138.24930323163122	C21H36O10	[M - H]-	RFFYIBOJHUSIGD	InChI=1S/C21H36O10/c1-12(2)5-4-6-13(3)7-8-28-19-17(25)16(24)15(23)14(31-19)9-29-20-18(26)21(27,10-22)11-30-20/h5,7,14-20,22-27H,4,6,8-11H2,1-3H3	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[(2E)-3,7-dimethylocta-2,6-dienoxy]oxane-3,4,5-triol	CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(CO2)(CO)O)O)O)O)O)C)C	-0.5	21630845;101630146;131750855	COCONUT:(CNP0113429);HMDB:(29347);Natural Products:(UNPD61445 UNPD51713);PubChem:(21630845 101630146 131750855);SuperNatural:(SN00349958 SN00375273 SN00041118);ZINC bio:(ZINC67913248);additional;PubChem class - bio and metabolites;Training Set	20504586
5	1	N/A	-141.69527543214537	C21H36O10	[M - H]-	IEGFOTASSBZIBZ	InChI=1S/C21H36O10/c1-11(2)5-4-6-12(3)7-8-28-21-19(27)17(25)16(24)14(31-21)10-30-20-18(26)15(23)13(22)9-29-20/h5,7,13-27H,4,6,8-10H2,1-3H3	Kenposide A	CC(=CCCC(=CCOC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C)C	-0.800000012	6439502;6442231;6443689;10253091;10388962;20839722;68983371;68986677;131752681;139291889	HMDB:(39573);SuperNatural:(SN00330626 SN00030376 SN00281330);ZINC bio:(ZINC31169933);MeSH:(6439502 6443689 10253091 10388962 131752681);Plantcyc:(CPD-14731);PubMed;COCONUT:(CNP0251811);KNApSAcK:(30606);Natural Products:(UNPD47772 UNPD112728 UNPD175518 UNPD125001);PubChem:(6439502 6442231 6443689 10253091 10388962 20839722 68983371 68986677 131752681 139291889);PubChem class - bio and metabolites;Biocyc:(CPD-14731)	20097118
6	1	N/A	-141.7037168853321	C21H36O10	[M - H]-	OKNPZRJNRSGKME	InChI=1S/C21H36O10/c1-5-21(4,8-6-7-11(2)3)31-20-18(27)16(25)15(24)13(30-20)10-29-19-17(26)14(23)12(22)9-28-19/h5,7,12-20,22-27H,1,6,8-10H2,2-4H3	Neohancoside A	CC(=CCCC(C)(C=C)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O)C	-0.899999976	131802;10972371;17760119;23815399;73410547;90658762;101668473;101695745;133556244	HMDB:(30421);SuperNatural:(SN00159903 SN00393035 SN00314889 SN00365240 SN00028766);ZINC bio:(ZINC31158225);additional;MeSH:(131802 73410547);Plantcyc:(CPD-14732 CPD-14742);PubMed;COCONUT:(CNP0152385);Natural Products:(UNPD6965 UNPD45757 UNPD144049 UNPD74219 UNPD185607);PubChem:(131802 10972371 17760119 23815399 73410547 90658762 101668473 101695745 133556244);CHEBI:(139460);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-14732 CPD-14742)	20637806
7	1	N/A	-149.92796346762117	C21H36O10	[M - H]-	NIPLXRSPGQZOAO	InChI=1S/C21H36O10/c1-19(2,31-18-17(27)16(26)15(25)13(8-22)30-18)10-4-5-21(29,9-23)12-7-14(24)20(3,28)11(12)6-10/h9-18,22,24-29H,4-8H2,1-3H3	null	CC1(C2CC(CCC(C2CC1O)(C=O)O)C(C)(C)OC3C(C(C(C(O3)CO)O)O)O)O	-1.10121822	""	KEGG Mine	8589934592
8	1	N/A	-162.48740639453382	C21H36O10	[M - H]-	KAHJAACFLHWADR	InChI=1S/C21H36O10/c1-19(2,31-18-17(27)16(26)15(25)13(8-22)30-18)10-4-5-21(29,9-23)12-7-14(24)20(3,28)11(12)6-10/h8,10-18,23-29H,4-7,9H2,1-3H3	null	CC1(C2CC(CCC(C2CC1O)(CO)O)C(C)(C)OC3C(C(C(C(O3)C=O)O)O)O)O	-1.10720956	""	KEGG Mine	8589934592
9	1	N/A	-162.94092186361604	C21H36O10	[M - H]-	QNBLVYVBWDIWDM	InChI=1S/C21H36O10/c1-19(2,31-18-17(27)16(26)15(25)13(8-22)30-18)10-4-5-21(29,9-23)12-7-14(24)20(3,28)11(12)6-10/h10-13,15-18,22-23,25-29H,4-9H2,1-3H3	Atractyloside A	CC1(C2CC(CCC(C2CC1=O)(CO)O)C(C)(C)OC3C(C(C(C(O3)CO)O)O)O)O	-2.20000005	5319593;11015789;14507473;71307451;95790050;95790051;95790052;95790053;124905273;124905274;124905275;124905276;129607054;131704994;134694247;137704669	COCONUT:(CNP0201103);KNApSAcK:(31609);Natural Products:(UNPD104506 UNPD134612 UNPD132680);PubChem:(5319593 11015789 14507473 71307451 95790050 95790051 95790052 95790053 124905273 124905274 124905275 124905276 129607054 131704994 134694247 137704669);SuperNatural:(SN00383454 SN00041679 SN00346061 SN00041677 SN00041678 SN00290346 SN00167461 SN00041676);CHEBI:(138832);ZINC bio:(ZINC72320119 ZINC72320120 ZINC72320121 ZINC72320122);additional;KEGG:(C17858);Training Set	3727666
10	1	N/A	-166.8355281391524	C21H36O10	[M - H]-	YBPOIRBPAOCVPU	InChI=1S/C21H36O10/c1-10-4-6-11(7-5-10)21(2,3)31-20-18(27)16(25)15(24)13(30-20)9-29-19-17(26)14(23)12(22)8-28-19/h4,11-20,22-27H,5-9H2,1-3H3	null	CC1=CCC(CC1)C(C)(C)OC2C(C(C(C(O2)COC3C(C(C(CO3)O)O)O)O)O)O	-1.79999995	71471673;90671008	COCONUT:(CNP0182960);Natural Products:(UNPD224056 UNPD210268);PubChem:(71471673 90671008);PubMed	2129986
