rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.09684740285856222	-45.414167823645194	C8H12O4	[M - H]-	AIQQNEXXJOJMJR	InChI=1S/C8H12O4/c9-7(10)2-1-5-3-6(4-5)8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)	null	C1C(CC1C(=O)O)CCC(=O)O	0.400000006	53644943	PubChem:(53644943)	2
2	1	N/A	-48.65818964708335	C8H12O4	[M - H]-	XBZSBBLNHFMTEB	InChI=1S/C8H12O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)	cyclohexane-1,3-dicarboxylate	C1CC(CC(C1)C(=O)O)C(=O)O	0.699999988	107205;6432255;12890857;22026450;22848226;40784886;40784884;40784885;60018792;59048091	PubChem:(107205 6432255 12890857 22026450 22848226 40784886 40784884 40784885 60018792 59048091);additional;MeSH:(107205);PubChem class - safety and toxic;Training Set;PubMed	67649606
3	1	N/A	-50.11894688889713	C8H12O4	[M - H]-	PXGZQGDTEZPERC	InChI=1S/C8H12O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h5-6H,1-4H2,(H,9,10)(H,11,12)	Maybridge1_003835	C1CC(CCC1C(=O)O)C(=O)O	0.5	14106;7056008;19833300	PubChem class - food;SuperNatural:(SN00126415);ZINC bio:(ZINC03848696);additional;PubMed;NORMAN:(NS00004982);COCONUT:(CNP0079067);PubChem:(14106 7056008 19833300);CHEBI:(145052);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	222060642
4	1	N/A	-52.43760453922571	C8H12O4	[M - H]-	XAMZQMTUIASZPN	InChI=1S/C8H12O4/c1-6(9)7(10)4-2-3-5-8(11)12/h2-5H2,1H3,(H,11,12)	6,7-dioxooctanoic acid	CC(=O)C(=O)CCCCC(=O)O	-0.300000012	273398	PubChem:(273398)	2
5	1	N/A	-56.283904228350686	C8H12O4	[M - H]-	PTSAPRTVUVUNGB	InChI=1S/C8H12O4/c1-6(9)2-3-7(10)4-5-8(11)12/h2-5H2,1H3,(H,11,12)	4,7-dioxocaprylic acid	CC(=O)CCC(=O)CCC(=O)O	-0.0968515277	244084	PubChem:(244084);CHEBI:(73742)	34
6	1	N/A	-63.372236678114895	C8H12O4	[M - H]-	VBVGCHGNUHXLLN	InChI=1S/C8H12O4/c9-6-2-4-7(10)3-1-5-8(11)12/h6H,1-5H2,(H,11,12)	5,8-dioxooctanoic acid	C(CC(=O)CCC=O)CC(=O)O	-0.899999976	21080047	PubChem:(21080047);PubMed	66
7	1	N/A	-64.68679434800259	C8H12O4	[M - H]-	AMFCHSPSNBWLDO	InChI=1S/C8H12O4/c9-6-7(10)4-2-1-3-5-8(11)12/h6H,1-5H2,(H,11,12)	null	C(CCC(=O)C=O)CCC(=O)O	0.300000012	89310255	PubChem:(89310255)	2
8	1	N/A	-67.38731161753547	C8H12O4	[M - H]-	JOQHEPMHRUHJFD	InChI=1S/C8H12O4/c1-6(9)5-7(10)3-2-4-8(11)12/h2-5H2,1H3,(H,11,12)	5,7-Dioxooctanoic acid	CC(=O)CC(=O)CCCC(=O)O	-0.400000006	318731	PubChem class - safety and toxic;PubChem:(318731);PubMed	67108930
9	1	N/A	-68.80001443139713	C8H12O4	[M - H]-	HLUAPEYGTZFBLX	InChI=1S/C8H12O4/c1-2-6(8(11)12)4-3-5-7(9)10/h2H,3-5H2,1H3,(H,9,10)(H,11,12)	(2E)-2-ethylidenehexanedioic acid	CC=C(CCCC(=O)O)C(=O)O	0.699999988	20212278;53883932	PubChem:(20212278 53883932)	2
10	1	N/A	-70.9947887308352	C8H12O4	[M - H]-	QGTSAENVJJBBPF	InChI=1S/C8H12O4/c1-2-6(9)4-3-5-7(10)8(11)12/h2-5H2,1H3,(H,11,12)	null	CCC(=O)CCCC(=O)C(=O)O	0.100000001	90765742	PubChem:(90765742)	2
