rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C8H16N2O5S	[M - H]-	C8H16N2O5S	17.112001203317025	14.93214762119342	2.179853582123604	3	0.4539172386785167	1.2885858299297175	1.2885858299297175	-5.879493280140381	
2	C10H17ClO5	[M - H]-	C10H17ClO5	14.317556218053388	10.916871470710639	3.4006847473427486	2	0.27195492075233607	2.5162384513064575	2.5162384513064575	0.25940290630646884	
3	C11H12N2O5	[M - H]-	C11H12N2O5	13.984648665138309	11.851904989914438	2.13274367522387	2	0.27195492075233607	2.5162384513064575	2.5162384513064575	7.547591614838091	
4	C9H17O6P	[M - H]-	C9H17O6P	13.957125933191046	10.984538666164973	2.972587267026074	2	0.27195492075233607	2.5162384513064575	2.5162384513064575	0.9621174244626607	
5	C6H14N5O4S	[M - H]-	C6H14N5O4S	5.827473993786173	4.22098324845342	1.6064907453327533	3	0.4539172386785167	1.2885858299297175	1.2885858299297175	-0.5316298781916697	
6	C7H15N3O5P	[M - H]-	C7H15N3O5P	4.5422272465639875	3.546237327858879	0.9959899187051087	2	0.27195492075233607	2.5162384513064575	2.5162384513064575	6.309980826637777	
7	C8H15ClN3O4	[M - H]-	C8H15ClN3O4	4.220372512304247	3.654328361509082	0.5660441507951655	2	0.27195492075233607	2.5162384513064575	2.5162384513064575	5.607266308481586	
8	C16H12O3	[M - H]-	C16H12O3	3.5	3.5	0.0	1	0.0	NaN	NaN	-8.474920740709788	
9	C12H8N6O	[M - H]-	C12H8N6O	2.8295206642725645	1.0	1.8295206642725645	1	0.0	NaN	NaN	2.2208060635272444	
10	C10H13N4O2P	[M - H]-	C10H13N4O2P	2.152724594938383	-0.6094379124341005	2.7621625073724836	1	0.0	NaN	NaN	-4.364668126734983	
