rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11971930899107303	-87.90285372858796	C14H22O8	[M - H2O - H]-	UDDCLJALGMDTRE	InChI=1S/C14H22O8/c15-11(16)5-7-13(19)21-9-3-1-2-4-10-22-14(20)8-6-12(17)18/h1-10H2,(H,15,16)(H,17,18)	4-[6-(3-carboxypropanoyloxy)hexoxy]-4-oxobutanoate	C(CCCOC(=O)CCC(=O)O)CCOC(=O)CCC(=O)O	1.25001252	12172680;22594751	PubChem:(12172680 22594751)	2
2	1	N/A	-91.38193057202791	C14H22O8	[M - H2O - H]-	LUEPYSLOLQVVCZ	InChI=1S/C14H22O8/c15-11(16)7-9(13(19)20)5-3-1-2-4-6-10(14(21)22)8-12(17)18/h9-10H,1-8H2,(H,15,16)(H,17,18)(H,19,20)(H,21,22)	decane-1,2,9,10-tetracarboxylic acid	C(CCCC(CC(=O)O)C(=O)O)CCC(CC(=O)O)C(=O)O	1.20000005	23132598	PubChem:(23132598)	2
3	1	N/A	-101.3889031877776	C14H22O8	[M - H2O - H]-	VDLVFFLNFDOAOV	InChI=1S/C14H22O8/c15-11(16)5-1-2-6-13(19)21-9-3-4-10-22-14(20)8-7-12(17)18/h1-10H2,(H,15,16)(H,17,18)	null	C(CCC(=O)OCCCCOC(=O)CCC(=O)O)CC(=O)O	0.300000012	101096922	PubChem:(101096922)	2
4	1	N/A	-103.68276070792554	C14H22O8	[M - H2O - H]-	OOEKOFYQAXJWPN	InChI=1S/C14H22O8/c15-11(16)5-1-3-9-21-13(19)7-8-14(20)22-10-4-2-6-12(17)18/h1-10H2,(H,15,16)(H,17,18)	null	C(CCOC(=O)CCC(=O)OCCCCC(=O)O)CC(=O)O	1.25001252	88775664	PubChem:(88775664)	2
5	1	N/A	-109.32182009149273	C14H22O8	[M - H2O - H]-	VSOMTFJKILFNTP	InChI=1S/C14H22O8/c1-3-11(15)19-9-21-13(17)7-5-6-8-14(18)22-10-20-12(16)4-2/h3-10H2,1-2H3	null	CCC(=O)OCOC(=O)CCCCC(=O)OCOC(=O)CC	1.5	87582073	PubChem:(87582073)	2
6	1	N/A	-111.12331813800321	C14H22O8	[M - H2O - H]-	YEVXRUJBEXBWIO	InChI=1S/C14H22O8/c1-3-19-13(17)7-9-21-11(15)5-6-12(16)22-10-8-14(18)20-4-2/h3-10H2,1-2H3	null	CCOC(=O)CCOC(=O)CCC(=O)OCCC(=O)OCC	1.1346966	101621275	PubChem:(101621275)	2
7	1	N/A	-112.30961598419728	C14H22O8	[M - H2O - H]-	BTSRBPKTANCSMJ	InChI=1S/C14H22O8/c1-3-5-11(15)19-9-21-13(17)7-8-14(18)22-10-20-12(16)6-4-2/h3-10H2,1-2H3	Succinic acid dibutyryloxymethyl ester	CCCC(=O)OCOC(=O)CCC(=O)OCOC(=O)CCC	1.5	11404354	PubChem:(11404354);PubMed	66
8	1	N/A	-113.82630513905102	C14H22O8	[M - H2O - H]-	XHQJTPAKVPTNGE	InChI=1S/C14H22O8/c15-11(16)5-3-9-21-13(19)7-1-2-8-14(20)22-10-4-6-12(17)18/h1-10H2,(H,15,16)(H,17,18)	null	C(CCC(=O)OCCCC(=O)O)CC(=O)OCCCC(=O)O	0.300000012	87491706	PubChem:(87491706)	2
9	1	N/A	-115.34965270171199	C14H22O8	[M - H2O - H]-	DCPSGQGLPXXYKF	InChI=1S/C14H22O8/c15-10(16)5-3-1-2-4-6-14(7-11(17)18,8-12(19)20)9-13(21)22/h1-9H2,(H,15,16)(H,17,18)(H,19,20)(H,21,22)	null	C(CCCC(CC(=O)O)(CC(=O)O)CC(=O)O)CCC(=O)O	0.899999976	53753212	PubChem:(53753212)	2
10	1	N/A	-116.37112925451379	C14H22O8	[M - H2O - H]-	VOQGNTPYFXXGFG	InChI=1S/C14H22O8/c15-11(16)5-1-3-7-13(19)21-9-10-22-14(20)8-4-2-6-12(17)18/h1-10H2,(H,15,16)(H,17,18)	null	C(CCC(=O)OCCOC(=O)CCCCC(=O)O)CC(=O)O	0.300000012	54402830	PubChem:(54402830)	2
