rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C9H12O6	[M - H]-	C9H12O6	203.20776244321775	200.92870043700333	2.2790620062144167	46	0.9116951602426682	1.6306561959983377	2.2959758085496027	0.3178150498395154	
2	C7H10N3O5	[M - H]-	C7H10N3O5	140.5795772872323	139.0546618668296	1.5249154204026931	35	0.6505290074787614	0.9191694731778505	2.6180511120392405	6.561225492541042	
3	C6H15ClNO5	[M - H]-	C6H15ClNO5	120.32165159080947	117.49213245721788	2.8295191335915844	41	0.6547317992415977	-0.7991834271636026	1.68153575975912	-1.9474348955062697	
4	C5H15NO6P	[M - H]-	C5H15NO6P	100.30664286614206	97.57817936617654	2.7284634999655126	35	0.5844345229690143	-0.4859932939251517	1.5462651075690976	-1.127044614183309	
5	C4H13ClN4O4	[M - H]-	C4H13ClN4O4	66.4955950901384	65.05440620244242	1.4411888876959718	20	0.2934175089793917	-2.104564047156187	3.4396835059479685	4.2959755471952565	
6	C10H8N4O2	[M - H]-	C10H8N4O2	52.59868422481213	52.59868422481213	0.0	24	0.36397152268403593	-2.8751265874037384	3.5326306220979875	-5.900987869521348	
7	C6H11N5O2P	[M - H]-	C6H11N5O2P	46.75569502647289	45.090427525552215	1.6652675009206739	22	0.37107031268051854	-1.593504259579663	2.8751265874037384	-7.345847533676332	
8	C7H11ClN5O	[M - H]-	C7H11ClN5O	25.25443028381907	25.25443028381907	0.0	16	0.33049296154330005	-1.231202867126683	4.153600643795514	-8.166237814867133	
9	C3H13N4O5P	[M - H]-	C3H13N4O5P	12.868589027836578	12.238641513685765	0.6299475141508126	15	0.17285874563225445	-0.7991834271636026	5.172164912756225	5.1163658283860585	
10	C8H6N7O	[M - H]-	C8H6N7O	0.05452164262688797	-0.5130489325953604	0.5675705752222484	11	0.12650993702230795	13.114003246464154	13.114003246464154	0.3424225731801785	
