rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1272844275914128	-151.54307397205372	C13H16O8	[M - H]-	QTZJEBOKAPCEFN	InChI=1S/C13H16O8/c1-7(2)11(18)21-5-4-13(12(19)20,6-9(14)15)8(3)10(16)17/h1,3-6H2,2H3,(H,14,15)(H,16,17)(H,19,20)	null	CC(=C)C(=O)OCCC(CC(=O)O)(C(=C)C(=O)O)C(=O)O	0.400000006	90808547	PubChem:(90808547)	2
2	1	N/A	-163.05355125797482	C13H16O8	[M - H]-	YNYSJHWVHQBIKV	InChI=1S/C13H16O8/c1-6(14)19-10-4-9(13(17)18)5-11(20-7(2)15)12(10)21-8(3)16/h4,10-12H,5H2,1-3H3,(H,17,18)	null	CC(=O)OC1CC(=CC(C1OC(=O)C)OC(=O)C)C(=O)O	0.0	10685589;10063356;24837190;74329274	COCONUT:(CNP0326328);Natural Products:(UNPD43336);PubChem:(10685589 10063356 24837190 74329274);SuperNatural:(SN00313554)	3178498
3	1	N/A	-166.2299266281523	C13H16O8	[M - H]-	VPWGNPYVHLXPQX	InChI=1S/C13H16O8/c1-7(11(15)19-3)10(13(17)21-5)8(12(16)20-4)6-9(14)18-2/h1,6H2,2-5H3	tetramethyl penta-2,4-diene-1,2,3,4-tetracarboxylate	COC(=O)CC(=C(C(=C)C(=O)OC)C(=O)OC)C(=O)OC	0.400000006	5260425	PubChem:(5260425)	2
4	1	N/A	-172.96896540439684	C13H16O8	[M - H]-	JOOARLFZZDPYSX	InChI=1S/C13H16O8/c1-7(11(15)19-3)10(13(17)21-5)8(12(16)20-4)6-9(14)18-2/h6H,1-5H3	null	CC(=C(C(=CC(=O)OC)C(=O)OC)C(=O)OC)C(=O)OC	0.5	15360659;102162250	PubChem:(15360659 102162250)	2
5	1	N/A	-173.73323711385842	C13H16O8	[M - H]-	AKKMIPVENBXLSM	InChI=1S/C13H16O8/c1-7(4-10(14)15)12(18)20-6-9(3)21-13(19)8(2)5-11(16)17/h9H,1-2,4-6H2,3H3,(H,14,15)(H,16,17)	null	CC(COC(=O)C(=C)CC(=O)O)OC(=O)C(=C)CC(=O)O	0.600000024	53647606	PubChem:(53647606)	2
6	1	N/A	-178.14047963378587	C13H16O8	[M - H]-	DFCYNWUBIKZBPM	InChI=1S/C13H16O8/c1-5-9-11(18-6(2)14)12(19-7(3)15)10(17)13(21-9)20-8(4)16/h1,9-13,17H,2-4H3	null	CC(=O)OC1C(OC(C(C1OC(=O)C)O)OC(=O)C)C#C	-0.699999988	132120331	PubChem:(132120331)	2
7	1	N/A	-179.28474893146006	C13H16O8	[M - H]-	MMHKDAUOFDGMSF	InChI=1S/C13H16O8/c1-7(2)11(17)20-13(5,21-12(18)8(3)4)19-10(16)6-9(14)15/h1,3,6H2,2,4-5H3,(H,14,15)	3-[1,1-bis(2-methylprop-2-enoyloxy)ethoxy]-3-oxopropanoic acid	CC(=C)C(=O)OC(C)(OC(=O)CC(=O)O)OC(=O)C(=C)C	2.0	18539506	PubChem:(18539506)	2
8	1	N/A	-180.24219558250468	C13H16O8	[M - H]-	SQMHDIXWBJOWIJ	InChI=1S/C13H16O8/c1-7(15)19-11-4-10(18-6-14)5-12(20-8(2)16)13(11)21-9(3)17/h4,6,11-13H,5H2,1-3H3	null	CC(=O)OC1CC(=CC(C1OC(=O)C)OC(=O)C)OC=O	0.200000003	87158005	PubChem:(87158005)	2
9	1	N/A	-180.89652482391529	C13H16O8	[M - H]-	FBGMIRVYWLSCOF	InChI=1S/C13H16O8/c1-2-9(11(14)15)10(12(16)20-5-7-3-18-7)13(17)21-6-8-4-19-8/h7-8H,2-6H2,1H3,(H,14,15)	2-ethyl-4-(oxiran-2-ylmethoxy)-3-(oxiran-2-ylmethoxycarbonyl)-4-oxobut-2-enoic acid	CCC(=C(C(=O)OCC1CO1)C(=O)OCC2CO2)C(=O)O	0.100000001	21271052	PubChem:(21271052)	2
10	1	N/A	-181.46949595406286	C13H16O8	[M - H]-	HJJSLROGIGJUNR	InChI=1S/C13H16O8/c1-7(14)5-10(16)20-13(4,9(3)12(18)19)21-11(17)6-8(2)15/h3,5-6H2,1-2,4H3,(H,18,19)	null	CC(=O)CC(=O)OC(C)(C(=C)C(=O)O)OC(=O)CC(=O)C	0.0	88472671	PubChem:(88472671)	2
11	1	N/A	-182.27976979046966	C13H16O8	[M - H]-	KSLRFQFUXQOUEM	InChI=1S/C13H16O8/c1-5-2-7(11(16)17)8(12(18)19)3-6(5)9(13(20)21)4-10(14)15/h2,6-9H,3-4H2,1H3,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	5-(1,2-dicarboxyethyl)-4-methylcyclohex-3-ene-1,2-dicarboxylic acid	CC1=CC(C(CC1C(CC(=O)O)C(=O)O)C(=O)O)C(=O)O	-0.800000012	23035581	PubChem:(23035581)	2
12	1	N/A	-185.02894477680647	C13H16O8	[M - H]-	OAPCJADMTGKUCZ	InChI=1S/C13H16O8/c1-5-9(17)10-11(18-6(2)14)12(19-7(3)15)13(21-10)20-8(4)16/h1,9-13,17H,2-4H3	null	CC(=O)OC1C(C(OC1C(C#C)O)OC(=O)C)OC(=O)C	-0.699999988	87335031;137357371	PubChem:(87335031 137357371)	2
13	1	N/A	-191.20747008022158	C13H16O8	[M - H]-	KUKHGYXBQHNTSG	InChI=1S/C13H16O8/c14-10(15)4-6-12(18)20-8-2-1-3-9-21-13(19)7-5-11(16)17/h4-7H,1-3,8-9H2,(H,14,15)(H,16,17)	null	C(CCOC(=O)C=CC(=O)O)CCOC(=O)C=CC(=O)O	0.600000024	10380032	PubChem:(10380032)	2
14	1	N/A	-193.32562810818396	C13H16O8	[M - H]-	MAROCRMZMMEEJZ	InChI=1S/C13H16O8/c1-5-2-6(7(11(16)17)4-9(14)15)3-8(12(18)19)10(5)13(20)21/h2,6-8,10H,3-4H2,1H3,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	5-(1,2-dicarboxyethyl)-3-methylcyclohex-3-ene-1,2-dicarboxylic acid	CC1=CC(CC(C1C(=O)O)C(=O)O)C(CC(=O)O)C(=O)O	-0.800000012	23035576	PubChem:(23035576)	2
15	1	N/A	-194.12922567076063	C13H16O8	[M - H]-	QEGKERMIMMVZIA	InChI=1S/C13H16O8/c1-5-2-6(7(11(16)17)4-9(14)15)3-8(12(18)19)10(5)13(20)21/h5-7H,2-4H2,1H3,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	null	CC1CC(CC(=C1C(=O)O)C(=O)O)C(CC(=O)O)C(=O)O	0.112336449	90950787	PubChem:(90950787)	2
16	1	N/A	-194.8507450714693	C13H16O8	[M - H]-	MPLSNFXRNHWLOA	InChI=1S/C13H16O8/c1-6(14)18-9-4-13(21-8(3)16)5-10(20-12(13)17)11(9)19-7(2)15/h9-11H,4-5H2,1-3H3	dl-Triacetylquinide	CC(=O)OC1CC2(CC(C1OC(=O)C)OC2=O)OC(=O)C	0.100000001	907898;907899;430685;6545447;6954010;6954011;16399281;50898139;50898140;131877739	PubChem:(907898 907899 430685 6545447 6954010 6954011 16399281 50898139 50898140 131877739)	2
17	1	N/A	-196.35575000382568	C13H16O8	[M - H]-	FWXHFBQWJIIQBL	InChI=1S/C13H16O8/c1-4-10(16)19-13(3,20-11(17)5-2)21-12(18)8-6-7-9(14)15/h4-5H,1-2,6-8H2,3H3,(H,14,15)	5-[1,1-di(prop-2-enoyloxy)ethoxy]-5-oxopentanoic acid	CC(OC(=O)CCCC(=O)O)(OC(=O)C=C)OC(=O)C=C	1.29999995	18539520	PubChem:(18539520)	2
18	1	N/A	-197.48719500732594	C13H16O8	[M - H]-	BUVCVUQCFJXPIZ	InChI=1S/C13H16O8/c14-10(15)6-3-7(11(16)17)5-2-1-4(6)8(12(18)19)9(5)13(20)21/h4-9H,1-3H2,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	null	C1CC2C(CC(C1C(C2C(=O)O)C(=O)O)C(=O)O)C(=O)O	-0.100000001	90218935	PubChem:(90218935)	2
19	1	N/A	-197.55445592854952	C13H16O8	[M - H]-	HELXVRZEFXGLOR	InChI=1S/C13H16O8/c14-5-9(16)11(18)12(19)10(17)6-21-13(20)7-1-3-8(15)4-2-7/h1-5,9-12,15-19H,6H2	null	C1=CC(=CC=C1C(=O)OCC(C(C(C(C=O)O)O)O)O)O	-0.977096736	""	COCONUT:(CNP0115513);Natural Products:(UNPD230293)	2129920
20	1	N/A	-199.78541696153803	C13H16O8	[M - H]-	FAEIUYGQSMPOSA	InChI=1S/C13H16O8/c1-4-9(12(18)19)13(20-10(16)5-7(2)14)21-11(17)6-8(3)15/h4-6H2,1-3H3,(H,18,19)	null	CCC(=C(OC(=O)CC(=O)C)OC(=O)CC(=O)C)C(=O)O	0.300000012	88472665	PubChem:(88472665)	2
21	1	N/A	-201.87217460046062	C13H16O8	[M - H]-	MQKGKFXDZZTTKO	InChI=1S/C13H16O8/c1-4(14)20-10-6-3-7(11(10)21-5(2)15)9(13(18)19)8(6)12(16)17/h6-11H,3H2,1-2H3,(H,16,17)(H,18,19)	null	CC(=O)OC1C2CC(C1OC(=O)C)C(C2C(=O)O)C(=O)O	-0.400000006	129748499	PubChem:(129748499)	2
22	1	N/A	-201.92713387698487	C13H16O8	[M - H]-	XSJPQQZUSQHHGY	InChI=1S/C13H16O8/c1-6(2-7-4-20-7)9(3-8-5-21-8)13(10(14)15,11(16)17)12(18)19/h7-8H,2-5H2,1H3,(H,14,15)(H,16,17)(H,18,19)	null	CC(=C(CC1CO1)C(C(=O)O)(C(=O)O)C(=O)O)CC2CO2	0.600000024	88406111	PubChem:(88406111)	2
23	1	N/A	-202.09615826940814	C13H16O8	[M - H]-	JTWGAOMEDBHWEH	InChI=1S/C13H16O8/c14-10(15)6-3-4-1-2-5(8(6)12(18)19)9(13(20)21)7(4)11(16)17/h4-9H,1-3H2,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	null	C1CC2C(C(CC1C(C2C(=O)O)C(=O)O)C(=O)O)C(=O)O	-0.100000001	90218622	PubChem:(90218622)	2
24	1	N/A	-203.09234147587355	C13H16O8	[M - H]-	GFVIZPWXJNLVCG	InChI=1S/C13H16O8/c1-9(21-13(17)7-5-11(15)19-3)8-20-12(16)6-4-10(14)18-2/h4-7,9H,8H2,1-3H3	null	CC(COC(=O)C=CC(=O)OC)OC(=O)C=CC(=O)OC	0.600000024	126503037	PubChem:(126503037)	2
25	1	N/A	-205.23847388096277	C13H16O8	[M - H]-	BAIAFNQNFKFWOG	InChI=1S/C13H16O8/c14-5-9(16)11(18)12(19)10(17)6-21-13(20)7-3-1-2-4-8(7)15/h1-5,9-12,15-19H,6H2	null	C1=CC=C(C(=C1)C(=O)OCC(C(C(C(C=O)O)O)O)O)O	-1.0	87349261;87763942	PubChem:(87349261 87763942)	2
26	1	N/A	-205.86027830995064	C13H16O8	[M - H]-	JDPUTFNFYUONLE	InChI=1S/C13H16O8/c14-10(15)6-3-7(11(16)17)5-2-9(13(20)21)8(12(18)19)1-4(5)6/h4-9H,1-3H2,(H,14,15)(H,16,17)(H,18,19)(H,20,21)	2,3,3a,4,5,6,7,7a-octahydro-1H-indene-1,3,5,6-tetracarboxylic Acid	C1C2C(CC(C1C(=O)O)C(=O)O)C(CC2C(=O)O)C(=O)O	-0.5	11347099	PubChem:(11347099)	2
27	1	N/A	-206.1297528032259	C13H16O8	[M - H]-	NYDCACPTRFFDHM	InChI=1S/C13H16O8/c1-7(15)18-6-11-13(21-9(3)17)12(20-8(2)16)10(4-14)5-19-11/h4-5,11-13H,6H2,1-3H3	null	CC(=O)OCC1C(C(C(=CO1)C=O)OC(=O)C)OC(=O)C	-0.600000024	11185662	PubChem:(11185662)	2
28	1	N/A	-209.06128149160634	C13H16O8	[M - H]-	UGSACFROXNHOOY	InChI=1S/C13H16O8/c1-8(16)19-6-10-3-4-18-11(5-14)13(20-7-15)12(10)21-9(2)17/h3,5,7,11-13H,4,6H2,1-2H3	null	CC(=O)OCC1=CCOC(C(C1OC(=O)C)OC=O)C=O	-1.0	44244963;44244964	PubChem:(44244963 44244964)	2
29	1	N/A	-210.17942879714377	C13H16O8	[M - H]-	QCQVMVGKJSWXEO	InChI=1S/C13H16O8/c1-4-10(14)18-6-7-19-12(16)13(17)21-9(3)8-20-11(15)5-2/h4-5,9H,1-2,6-8H2,3H3	null	CC(COC(=O)C=C)OC(=O)C(=O)OCCOC(=O)C=C	1.79999995	139565694	PubChem:(139565694)	2
30	1	N/A	-212.3205909841555	C13H16O8	[M - H]-	GSJTWXMJKWBLSK	InChI=1S/C13H16O8/c1-5(14)18-10-8-4-9(17)21-11(8)13(20-7(3)16)12(10)19-6(2)15/h8,10-13H,4H2,1-3H3	null	CC(=O)OC1C2CC(=O)OC2C(C1OC(=O)C)OC(=O)C	-0.200000003	10614139;10709316	PubChem:(10614139 10709316)	2
31	1	N/A	-214.84963798825012	C13H16O8	[M - H]-	RZVOFAMRURAWIU	InChI=1S/C13H16O8/c1-2-10(14)18-7-4-11(15)19-8-5-12(16)21-9-3-6-20-13(9)17/h2,9H,1,3-8H2	(2-oxooxolan-3-yl) 3-(3-prop-2-enoyloxypropanoyloxy)propanoate	C=CC(=O)OCCC(=O)OCCC(=O)OC1CCOC1=O	0.400000006	20643848	PubChem:(20643848)	2
32	1	N/A	-214.87504128777232	C13H16O8	[M - H]-	AQKARPLXNVPHNY	InChI=1S/C13H16O8/c1-12(2)18-7(9(15)19-12)5-6(14)8-10(16)20-13(3,4)21-11(8)17/h7,14H,5H2,1-4H3	null	CC1(OC(C(=O)O1)CC(=C2C(=O)OC(OC2=O)(C)C)O)C	1.70000005	54749074	PubChem:(54749074)	2
33	1	N/A	-216.26715648129692	C13H16O8	[M - H]-	ZPPRNZABMLARGM	InChI=1S/C13H16O8/c1-2-10(14)18-7-8-19-11(15)3-4-12(16)21-9-5-6-20-13(9)17/h2,9H,1,3-8H2	4-O-(2-oxooxolan-3-yl) 1-O-(2-prop-2-enoyloxyethyl) butanedioate	C=CC(=O)OCCOC(=O)CCC(=O)OC1CCOC1=O	0.400000006	20643945	PubChem:(20643945)	2
34	1	N/A	-217.12335197633945	C13H16O8	[M - H]-	IZVPJYPQPXTXPC	InChI=1S/C13H16O8/c1-2-3-21-13(20)9-5-7(11(16)17)6(10(14)15)4-8(9)12(18)19/h2,6-9H,1,3-5H2,(H,14,15)(H,16,17)(H,18,19)	null	C=CCOC(=O)C1CC(C(CC1C(=O)O)C(=O)O)C(=O)O	-0.200000003	66993320	PubChem:(66993320)	2
35	1	N/A	-220.31743708340332	C13H16O8	[M - H]-	HASXBALDELJRIE	InChI=1S/C13H16O8/c1-5(14)21-10-9(15)7-6(11(16)19-3)4-20-12(17)8(7)13(10,2)18/h4,7-10,15,18H,1-3H3	methyl (4aS,5S,6S,7R,7aS)-6-acetyloxy-5,7-dihydroxy-7-methyl-1-oxo-4a,5,6,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate	CC(=O)OC1C(C2C(C1(C)O)C(=O)OC=C2C(=O)OC)O	-1.39999998	59869247	PubChem:(59869247)	2
36	1	N/A	-220.5308989493355	C13H16O8	[M - H]-	KBOQXAVWJMJUBC	InChI=1S/C13H16O8/c14-7-3-1-6(2-4-7)12(18)20-5-8-9(15)10(16)11(17)13(19)21-8/h1-4,8-11,13-17,19H,5H2	null	C1=CC(=CC=C1C(=O)OCC2C(C(C(C(O2)O)O)O)O)O	-1.29999995	101938894;131831648	COCONUT:(CNP0224342);HMDB:(125107 125177);Natural Products:(UNPD204888 UNPD10453);PubChem:(101938894 131831648);SuperNatural:(SN00345547);PubChem class - bio and metabolites	19955722
