rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08768157787723814	-92.91139722106219	C8H14O3	[M - H2O - H]-	KKCJOWLRZNIFRK	InChI=1S/C8H14O3/c1-3-4-7(8(10)11)5-6(2)9/h3,6-7,9H,1,4-5H2,2H3,(H,10,11)	null	CC(CC(CC=C)C(=O)O)O	1.23411489	""	KEGG Mine	8589934592
2	1	N/A	-95.19634305971353	C8H14O3	[M - H2O - H]-	CLOHGEMHJFWEKL	InChI=1S/C8H14O3/c1-5(8(10)11)6-3-2-4-7(6)9/h5-7,9H,2-4H2,1H3,(H,10,11)	null	CC(C1CCCC1O)C(=O)O	0.800000012	79418754;130839413	PubChem:(79418754 130839413)	2
3	1	N/A	-96.74984896550805	C8H14O3	[M - H2O - H]-	OTMLUPXJNAEBKT	InChI=1S/C8H14O3/c1-7(3-4-7)8(2,11)5-6(9)10/h11H,3-5H2,1-2H3,(H,9,10)	null	CC1(CC1)C(C)(CC(=O)O)O	0.400000006	80289702	PubChem:(80289702)	2
4	1	N/A	-96.97882049553085	C8H14O3	[M - H2O - H]-	SBTGZNZFQOOCGJ	InChI=1S/C8H14O3/c1-5(8(10)11)6-2-3-7(9)4-6/h5-7,9H,2-4H2,1H3,(H,10,11)	methyl(3-hydroxycyclopentyl)acetate	CC(C1CCC(C1)O)C(=O)O	0.800000012	57368427;57368428	PubChem:(57368427 57368428)	2
5	1	N/A	-97.15152801951476	C8H14O3	[M - H2O - H]-	WOXFDIFLHSGZDB	InChI=1S/C8H14O3/c1-7(6(9)10)4-3-5-8(7,2)11/h11H,3-5H2,1-2H3,(H,9,10)	null	CC1(CCCC1(C)O)C(=O)O	1.10000002	13717278;96007965	PubChem:(13717278 96007965)	2
6	1	N/A	-97.34473404053557	C8H14O3	[M - H2O - H]-	UETHDRUFABRJDR	InChI=1S/C8H14O3/c1-3-8(11)4-7(2,5-8)6(9)10/h11H,3-5H2,1-2H3,(H,9,10)	(1r,3r)-3-ethyl-3-hydroxy-1-methylcyclobutane-1-	CCC1(CC(C1)(C)C(=O)O)O	0.699999988	45084912	PubChem:(45084912)	2
7	1	N/A	-99.78601473843281	C8H14O3	[M - H2O - H]-	VDXPBTUIINPBAQ	InChI=1S/C8H14O3/c1-3-8(6(9)10)4-7(2,11)5-8/h11H,3-5H2,1-2H3,(H,9,10)	null	CCC1(CC(C1)(C)O)C(=O)O	0.5	115012354	PubChem:(115012354)	2
8	1	N/A	-101.6398472112199	C8H14O3	[M - H2O - H]-	XCFNMYYCIQANNW	InChI=1S/C8H14O3/c1-5-6(8(10)11)3-2-4-7(5)9/h5-7,9H,2-4H2,1H3,(H,10,11)	null	CC1C(CCCC1O)C(=O)O	0.800000012	10877390;13413131;130754211;130965470;131025380	PubChem:(10877390 13413131 130754211 130965470 131025380)	2
9	1	N/A	-103.53227890182193	C8H14O3	[M - H2O - H]-	ZJVHVKWJANGZPW	InChI=1S/C8H14O3/c1-5-2-6(8(10)11)4-7(9)3-5/h5-7,9H,2-4H2,1H3,(H,10,11)	null	CC1CC(CC(C1)O)C(=O)O	0.800000012	130752855;130879890;131009931;131070385;129925044;138684278;138705803	PubChem:(130752855 130879890 131009931 131070385 129925044 138684278 138705803)	2
10	1	N/A	-103.79379271349826	C8H14O3	[M - H2O - H]-	CSCZCLNDLCMNFK	InChI=1S/C8H14O3/c1-5-2-3-6(9)4-7(5)8(10)11/h5-7,9H,2-4H2,1H3,(H,10,11)	5-hydroxy-2-methylcyclohexane-1-carboxylic acid	CC1CCC(CC1C(=O)O)O	0.800000012	22614097;68421586;70150327;70151922;130879891;130909447;134247576	PubChem:(22614097 68421586 70150327 70151922 130879891 130909447 134247576)	2
