rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C15H24O7	[M - H2O - H]-	C15H22O6	47.50996999453059	43.822525673122634	3.6874443214079564	19	0.9242162341352531	1.6710255742844198	2.639568734147093	-60613.8246293317	
2	C11H20N6O5	[M - H2O - H]-	C11H18N6O4	33.28810354518235	32.16586962973678	1.1222339154455678	15	0.5895943834059482	2.398534656637132	3.1507992404167875	-60604.78707808423	
3	C13H22N3O6	[M - H2O - H]-	C13H20N3O5	31.430280459440517	28.72273062879401	2.7075498306465065	15	0.5895943834059482	2.398534656637132	3.1507992404167875	-60609.30585370796	
4	C9H25N4O6P	[M - H2O - H]-	C9H23N4O5P	30.960265061553947	29.884661275253023	1.0756037863009238	19	0.9242162341352531	2.957630640204724	4.348743973748061	-60610.351595725064	
5	C8H24N6O5S	[M - H2O - H]-	C8H22N6O4S	30.08143824493009	28.586200594487014	1.4952376504430758	19	0.9242162341352531	-0.7940082425058383	2.407608025659459	-60616.13254062859	
6	C11H27NO7P	[M - H2O - H]-	C11H25NO6P	28.41239454641814	25.577654768801672	2.8347397776164707	19	0.924216234135253	0.9229318738122261	2.639568734147093	-60614.8703713488	
7	C14H25N2O4P	[M - H2O - H]-	C14H23N2O3P	24.6165977436753	22.629826084466856	1.986771659208443	16	0.7862580507671908	1.8530050938529992	3.0450924588939072	-60623.8901124781	
8	C10H26N3O6S	[M - H2O - H]-	C10H24N3O5S	17.853455487432598	15.90755885648924	1.9458966309433574	15	0.5895943834059482	2.1078305780511224	3.1507992404167875	-60620.651316252144	
9	C18H22NO4	[M - H2O - H]-	C18H20NO3	17.77107236453135	17.139083118261304	0.6319892462700445	18	0.8357406705815497	1.4890460547158402	2.8701688215155405	-60622.844370460996	
10	C16H20N4O3	[M - H2O - H]-	C16H18N4O2	11.596846363681948	9.397710849657177	2.199135514024772	12	0.3900833491191514	-3.731959854164065	3.731959854164065	-60618.32559483726	
