rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	N/A	-96.11311645397235	C10H16O6	[M - H2O - H]-	LEJONDPNCGKOBF	InChI=1S/C10H16O6/c11-8(12)4-1-7(2-5-9(13)14)3-6-10(15)16/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	Heptanedioic acid, 4-(2-carboxyethyl)-	C(CC(=O)O)C(CCC(=O)O)CCC(=O)O	0.0	17777264	PubChem:(17777264)	2
2	1	N/A	-107.19265825940468	C10H16O6	[M - H2O - H]-	MXBPXIVHGXRDQS	InChI=1S/C10H16O6/c11-8(12)4-2-1-3-7(10(15)16)5-6-9(13)14/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	null	C(CCC(=O)O)CC(CCC(=O)O)C(=O)O	0.400000006	54095921	PubChem:(54095921)	2
3	1	N/A	-109.85544759542765	C10H16O6	[M - H2O - H]-	PXZYRZNAEBQICB	InChI=1S/C10H16O6/c11-8(12)4-2-1-3-7-16-10(15)6-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)O)CCOC(=O)CCC(=O)O	0.100000001	88795859	PubChem:(88795859)	2
4	1	N/A	-116.52848286427654	C10H16O6	[M - H2O - H]-	NWPUKZCWXXZUDY	InChI=1S/C10H16O6/c11-7(3-5-9(13)14)1-2-8(12)4-6-10(15)16/h7,11H,1-6H2,(H,13,14)(H,15,16)	null	C(CC(=O)CCC(=O)O)C(CCC(=O)O)O	-1.10000002	87073437	PubChem:(87073437)	2
5	1	N/A	-117.5133671394001	C10H16O6	[M - H2O - H]-	NLFYAJOUZCEUHW	InChI=1S/C10H16O6/c1-2-3-5-7(12)8(13)6(11)4-10(5,16)9(14)15/h5,7-8,12-13,16H,2-4H2,1H3,(H,14,15)	null	CCCC1C(C(C(=O)CC1(C(=O)O)O)O)O	-1.0	46842154	PubChem:(46842154)	2
6	1	N/A	-119.85574215924294	C10H16O6	[M - H2O - H]-	AWZZUJWQYRJXNV	InChI=1S/C10H16O6/c11-8(12)4-1-2-7-16-10(15)6-3-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCOC(=O)CCCC(=O)O)CC(=O)O	0.100000001	129849925	PubChem:(129849925)	2
7	1	N/A	-121.26552597454565	C10H16O6	[M - H2O - H]-	PKSYFIWRUMUMID	InChI=1S/C10H16O6/c11-8(12)4-1-2-6-10(15)16-7-3-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)OCCCC(=O)O)CC(=O)O	0.100000001	129849922	PubChem:(129849922)	2
8	1	N/A	-124.87108543107595	C10H16O6	[M - H2O - H]-	WRDTVZOWXHNOCZ	InChI=1S/C10H16O6/c11-8(12)5-3-1-2-4-7(10(15)16)6-9(13)14/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	null	C(CCC(CC(=O)O)C(=O)O)CCC(=O)O	0.600000024	86256210	PubChem:(86256210)	2
9	1	N/A	-125.77365405514993	C10H16O6	[M - H2O - H]-	XALLHILJDZSTRH	InChI=1S/C10H16O6/c1-2-10(9(15)16,5-3-7(11)12)6-4-8(13)14/h2-6H2,1H3,(H,11,12)(H,13,14)(H,15,16)	3-ethylpentane-1,3,5-tricarboxylic acid	CCC(CCC(=O)O)(CCC(=O)O)C(=O)O	0.200000003	19828894	PubChem:(19828894)	2
10	1	N/A	-129.07989959139368	C10H16O6	[M - H2O - H]-	NYGOEPPMSZDPNH	InChI=1S/C10H16O6/c1-9(7(13)14)3-5(11)6(12)4-10(9,2)8(15)16/h5-6,11-12H,3-4H2,1-2H3,(H,13,14)(H,15,16)	null	CC1(CC(C(CC1(C)C(=O)O)O)O)C(=O)O	-0.699999988	67188239;67189288	PubChem:(67188239 67189288)	2
11	1	N/A	-129.1488478351846	C10H16O6	[M - H2O - H]-	MFWNKUIDGSGXMP	InChI=1S/C10H16O6/c11-7-1-9(13-3-7)5-16-10(6-15-9)2-8(12)4-14-10/h7-8,11-12H,1-6H2	null	C1C(COC12COC3(CC(CO3)O)CO2)O	-1.60000002	101077453	COCONUT:(CNP0106092);Natural Products:(UNPD51299);PubChem:(101077453);SuperNatural:(SN00403872)	3178498
12	1	N/A	-129.51906537008358	C10H16O6	[M - H2O - H]-	JFCLAMXOOIKKIA	InChI=1S/C10H16O6/c11-8(12)5-1-3-7(10(15)16)4-2-6-9(13)14/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	null	C(CC(CCCC(=O)O)C(=O)O)CC(=O)O	0.200000003	53952041	PubChem:(53952041)	2
13	1	N/A	-130.5277593343921	C10H16O6	[M - H2O - H]-	KOSPSWZDXZQZAI	InChI=1S/C10H16O6/c1-5-7(13)9(2,4-6(11)12)16-10(5,3)8(14)15/h5,7,13H,4H2,1-3H3,(H,11,12)(H,14,15)	null	CC1C(C(OC1(C)C(=O)O)(C)CC(=O)O)O	-0.400000006	10585644;101372193;101372194	PubChem:(10585644 101372193 101372194)	2
14	1	N/A	-130.91970661099234	C10H16O6	[M - H2O - H]-	LRSBLANOTNHLMQ	InChI=1S/C10H16O6/c1-5(8(11)12)3-7(10(15)16)4-6(2)9(13)14/h5-7H,3-4H2,1-2H3,(H,11,12)(H,13,14)(H,15,16)	2,4,6-Heptanetricarboxylic acid	CC(CC(CC(C)C(=O)O)C(=O)O)C(=O)O	0.600000024	20309178	PubChem:(20309178)	2
15	1	N/A	-131.45318530310593	C10H16O6	[M - H2O - H]-	DLMYEESENYGTSV	InChI=1S/C10H16O6/c1-2-16-10(15)7(3-5-8(11)12)4-6-9(13)14/h7H,2-6H2,1H3,(H,11,12)(H,13,14)	null	CCOC(=O)C(CCC(=O)O)CCC(=O)O	0.200000003	138393781	PubChem:(138393781)	2
16	1	N/A	-131.91521600234924	C10H16O6	[M - H2O - H]-	RQIMEUUYGCSREQ	InChI=1S/C10H16O6/c1-6(2-3-8(11)12)4-7(10(15)16)5-9(13)14/h6-7H,2-5H2,1H3,(H,11,12)(H,13,14)(H,15,16)	4-methylhexane-1,2,6-tricarboxylic acid	CC(CCC(=O)O)CC(CC(=O)O)C(=O)O	0.300000012	21431898	PubChem:(21431898)	2
17	1	N/A	-133.3273566221032	C10H16O6	[M - H2O - H]-	XJDMHZFAJZDJLJ	InChI=1S/C10H16O6/c1-2-3-5-7(12)8(13)6(11)4-10(5,16)9(14)15/h5-6,8,11,13,16H,2-4H2,1H3,(H,14,15)	null	CCCC1C(=O)C(C(CC1(C(=O)O)O)O)O	-0.899999976	46240882;70882701	PubChem:(46240882 70882701)	2
18	1	N/A	-133.87040589615393	C10H16O6	[M - H2O - H]-	SLDQYOPFTBUXDA	InChI=1S/C10H16O6/c1-5(6(2)9(13)14)7(10(15)16)3-4-8(11)12/h5-7H,3-4H2,1-2H3,(H,11,12)(H,13,14)(H,15,16)	null	CC(C(C)C(=O)O)C(CCC(=O)O)C(=O)O	0.5	86107054	PubChem:(86107054)	2
19	1	N/A	-135.40569534319988	C10H16O6	[M - H2O - H]-	GUROKZXPTPMYFF	InChI=1S/C10H16O6/c1-4-2-5(8(12)10(15)16)7(9(13)14)6(11)3-4/h4-8,11-12H,2-3H2,1H3,(H,13,14)(H,15,16)	null	CC1CC(C(C(C1)O)C(=O)O)C(C(=O)O)O	0.200000003	70199411	PubChem:(70199411)	2
20	1	N/A	-135.85251835931078	C10H16O6	[M - H2O - H]-	DFVQLHCFJIXKAS	InChI=1S/C10H16O6/c1-8(4-6(11)12)5-9(2,15)10(3,16-8)7(13)14/h15H,4-5H2,1-3H3,(H,11,12)(H,13,14)	null	CC1(CC(C(O1)(C)C(=O)O)(C)O)CC(=O)O	-0.100000001	10609588;101372197	PubChem:(10609588 101372197)	2
