rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.11954555591798983	-158.29642676500742	C13H16O5	[M - H]-	FNNWEGFGOSAQMF	InChI=1S/C13H16O5/c1-2-18-13(17)8-5-9(14)11(10(15)6-8)12(16)7-3-4-7/h7-8,11H,2-6H2,1H3	ethyl 4-(cyclopropanecarbonyl)-3,5-dioxocyclohexane-1-carboxylate	CCOC(=O)C1CC(=O)C(C(=O)C1)C(=O)C2CC2	0.300000012	11334232	PubChem:(11334232);PubMed;KEGG Mine	8589934658
2	1	N/A	-164.0332380456598	C13H16O5	[M - H]-	GMDAGPIRWDSQNQ	InChI=1S/C13H16O5/c1-3-17-12(14)8-9-13(15)18-11-6-4-10(16-2)5-7-11/h4-7H,3,8-9H2,1-2H3	null	CCOC(=O)CCC(=O)OC1=CC=C(C=C1)OC	1.79999995	91712262	PubChem:(91712262)	2
3	1	N/A	-164.8091910528965	C13H16O5	[M - H]-	WUJIERRZSATECJ	InChI=1S/C13H16O5/c1-2-3-4-5-8-9(6-7-10(8)14)11(12(15)16)13(17)18/h8-9,11H,2,5-7H2,1H3,(H,15,16)(H,17,18)	null	CCC#CCC1C(CCC1=O)C(C(=O)O)C(=O)O	1.10000002	101815808	PubChem:(101815808)	2
4	1	N/A	-168.05802179977402	C13H16O5	[M - H]-	WURLEEPIAVBZOV	InChI=1S/C13H16O5/c1-2-13(12(17)18)5-8(14)10(9(15)6-13)11(16)7-3-4-7/h7,10H,2-6H2,1H3,(H,17,18)	null	CCC1(CC(=O)C(C(=O)C1)C(=O)C2CC2)C(=O)O	0.300000012	57293842	PubChem:(57293842)	2
5	1	N/A	-170.05065609255993	C13H16O5	[M - H]-	YXJOBMMORCJDLJ	InChI=1S/C13H16O5/c1-2-18-13(17)11-9(12(16)7-3-4-7)5-8(14)6-10(11)15/h7,11,16H,2-6H2,1H3	null	CCOC(=O)C1C(=C(C2CC2)O)CC(=O)CC1=O	0.400000006	129829648	PubChem:(129829648)	2
6	1	N/A	-171.0899009317152	C13H16O5	[M - H]-	BIBNXTYDPBJIKW	InChI=1S/C13H16O5/c1-2-3-4-5-9-10(14)6-7-11(9)18-13(17)8-12(15)16/h9,11H,2,5-8H2,1H3,(H,15,16)	null	CCC#CCC1C(CCC1=O)OC(=O)CC(=O)O	1.20000005	68134137	PubChem:(68134137)	2
7	1	N/A	-171.23903976285786	C13H16O5	[M - H]-	NTNLQOBQXPGWQF	InChI=1S/C13H16O5/c14-10-4-1-3-9(10)7-8-12(16)11(15)5-2-6-13(17)18/h7-9H,1-6H2,(H,17,18)	null	C1CC(C(=O)C1)C=CC(=O)C(=O)CCCC(=O)O	0.0	57087754	PubChem:(57087754)	2
8	1	N/A	-174.86600083792987	C13H16O5	[M - H]-	PXSOASOOVSMGFE	InChI=1S/C13H16O5/c14-9-5-8(13(17)18)6-10(15)11(9)12(16)7-3-1-2-4-7/h7-8,11H,1-6H2,(H,17,18)	null	C1CCC(C1)C(=O)C2C(=O)CC(CC2=O)C(=O)O	0.600000024	70429922	PubChem:(70429922)	2
9	1	N/A	-178.06781758877443	C13H16O5	[M - H]-	YJKOJASMFBUPAL	InChI=1S/C13H16O5/c1-3-6-17-12(15)7-9(2)18-13(16)10-4-5-11(14)8-10/h3,8-9H,1,4-7H2,2H3	null	CC(CC(=O)OCC=C)OC(=O)C1=CC(=O)CC1	1.0	11107821	PubChem:(11107821)	2
10	1	N/A	-180.64784985589026	C13H16O5	[M - H]-	ZELOBENTSRBLQE	InChI=1S/C13H16O5/c14-10-7-9(12(16)8-10)5-3-1-2-4-6-11(15)13(17)18/h3,5,7,10,14H,1-2,4,6,8H2,(H,17,18)	null	C1C(C=C(C1=O)C=CCCCCC(=O)C(=O)O)O	0.600000024	57031543;88744000	PubChem:(57031543 88744000)	2
11	1	N/A	-183.3908874593248	C13H16O5	[M - H]-	RVKCCVTVZORVGD	InChI=1S/C13H16O5/c1-2-18-13(17)8-5-9(14)11(10(15)6-8)12(16)7-3-4-7/h7-8,16H,2-6H2,1H3	Moddus	CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1	0.899999976	92421	NORMAN:(NS00001581);PubChem:(92421);CHEBI:(81817);additional;MeSH:(92421);KEGG:(C18541);PubChem class - safety and toxic;Training Set;PubMed	67912038
