rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C23H11NO8	[M - H]-	C23H11NO8	5.199718587836383	5.199718587836383	0.0	4	0.2645067866987682	1.399867164591785	1.399867164591785	-0.6538157989149607	
2	C15H17N3O8P2	[M - H]-	C15H17N3O8P2	3.8659282303666878	3.5042923608448624	0.36163586952182536	6	0.4310251578910639	-1.1331590785343497	1.1331590785343497	-2.105667678925263	
3	C13H20NO11PS	[M - H]-	C13H20NO11PS	2.795850759979532	2.2877767000256375	0.5080740599538944	6	0.4310251578910638	-3.3750137193141265	3.3750137193141265	-2.9941948994350933	
4	C15H15N3O10S	[M - H]-	C15H15N3O10S	1.909032655286902	1.909032655286902	0.0	5	0.3792176977563767	3.663029984883474	3.663029984883474	0.868543360833475	
5	C17H12N5O7P	[M - H]-	C17H12N5O7P	1.664978395408508	1.664978395408508	0.0	6	0.4310251578910638	0.14641160690416793	0.7309660536560473	1.7570705812105059	
6	C19H7N7O6	[M - H]-	C19H7N7O6	1.5988038036034014	1.5988038036034014	0.0	4	0.2645067866987682	1.9748683296095495	1.9748683296095495	5.619808841611873	
7	C11H13N9O6P2	[M - H]-	C11H13N9O6P2	1.46018475588536	1.46018475588536	0.0	5	0.29359886946508945	-0.5806640776244962	1.6856540794442034	4.167956961335973	
8	C9H16N7O9PS	[M - H]-	C9H16N7O9PS	1.392657271981407	1.392657271981407	0.0	7	0.4963711225095083	-2.2224826788595853	3.0738425470528865	3.2794297408261426	
9	C11H15N3O15	[M - H]-	C11H15N3O15	1.3388515237608267	1.3388515237608267	0.0	2	0.0752730381381067	-4.929988423020912	4.929988423020912	-4.976925942591662	
10	C16H11N7O6S	[M - H]-	C16H11N7O6S	1.0035778241508453	1.0035778241508453	0.0	3	0.12708049827279386	-0.7950281555164622	0.7950281555164622	-2.2559056549911425	
