rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	N/A	-361.06120010117814	C11H12N2O6	[M - H]-	XSLDQZJNOBUSJW	InChI=1S/C11H12N2O6/c14-10(12-6-5-11(15)16)7-19-9-4-2-1-3-8(9)13(17)18/h1-4H,5-7H2,(H,12,14)(H,15,16)	null	C1=CC=C(C(=C1)[N+](=O)[O-])OCC(=O)NCCC(=O)O	0.634489715	43240426	PubChem:(43240426)	2
2	1	N/A	-363.2538457948984	C11H12N2O6	[M - H]-	IOUNKRHDORZBOZ	InChI=1S/C11H12N2O6/c14-10(12-7-11(15)16)5-6-19-9-4-2-1-3-8(9)13(17)18/h1-4H,5-7H2,(H,12,14)(H,15,16)	null	C1=CC=C(C(=C1)[N+](=O)[O-])OCCC(=O)NCC(=O)O	0.600000024	82042861	PubChem:(82042861)	2
3	1	N/A	-368.9392764597665	C11H12N2O6	[M - H]-	URSZQYOPWBASIQ	InChI=1S/C11H12N2O6/c1-19-9-3-2-7(6-8(9)13(17)18)12-10(14)4-5-11(15)16/h2-3,6H,4-5H2,1H3,(H,12,14)(H,15,16)	Butanoic acid, 4-[(4-methoxy-3-nitrophenyl)amino]-4-oxo-	COC1=C(C=C(C=C1)NC(=O)CCC(=O)O)[N+](=O)[O-]	0.300000012	20070227	PubChem:(20070227)	2
4	1	N/A	-374.72848554994033	C11H12N2O6	[M - H]-	WMJLSFDPPFQVIX	InChI=1S/C11H12N2O6/c14-10(12-7-11(15)16)5-6-19-9-3-1-8(2-4-9)13(17)18/h1-4H,5-7H2,(H,12,14)(H,15,16)	null	C1=CC(=CC=C1[N+](=O)[O-])OCCC(=O)NCC(=O)O	0.600000024	82042860	PubChem:(82042860)	2
5	1	N/A	-380.26085408925786	C11H12N2O6	[M - H]-	ONRSYCNNOSHQLS	InChI=1S/C11H12N2O6/c1-12-10(14)4-5-19-9-3-2-7(11(15)16)6-8(9)13(17)18/h2-3,6H,4-5H2,1H3,(H,12,14)(H,15,16)	null	CNC(=O)CCOC1=C(C=C(C=C1)C(=O)O)[N+](=O)[O-]	0.5	62326861	PubChem:(62326861)	2
6	1	N/A	-380.62224126275424	C11H12N2O6	[M - H]-	VGAHXEWDOVAKGD	InChI=1S/C11H12N2O6/c14-10(12-6-5-11(15)16)7-19-9-3-1-8(2-4-9)13(17)18/h1-4H,5-7H2,(H,12,14)(H,15,16)	null	C1=CC(=CC=C1[N+](=O)[O-])OCC(=O)NCCC(=O)O	0.600000024	43240506	PubChem:(43240506)	2
7	1	N/A	-387.8090850122841	C11H12N2O6	[M - H]-	GUPSWOOKLHJNSQ	InChI=1S/C11H12N2O6/c1-19-9-3-2-7(6-8(9)13(17)18)11(16)12-5-4-10(14)15/h2-3,6H,4-5H2,1H3,(H,12,16)(H,14,15)	3-[(4-methoxy-3-nitrobenzoyl)amino]propanoic acid	COC1=C(C=C(C=C1)C(=O)NCCC(=O)O)[N+](=O)[O-]	0.5	20120897	PubChem:(20120897)	2
8	1	N/A	-388.2313380243928	C11H12N2O6	[M - H]-	DLGAEXLIEARURK	InChI=1S/C11H12N2O6/c1-12-10(14)4-5-19-9-3-2-7(13(17)18)6-8(9)11(15)16/h2-3,6H,4-5H2,1H3,(H,12,14)(H,15,16)	null	CNC(=O)CCOC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)O	0.5	62326864	PubChem:(62326864)	2
9	1	N/A	-388.30216422215364	C11H12N2O6	[M - H]-	BZESXYPTAWCAEN	InChI=1S/C11H12N2O6/c1-19-9-3-2-7(13(17)18)6-8(9)11(16)12-5-4-10(14)15/h2-3,6H,4-5H2,1H3,(H,12,16)(H,14,15)	null	COC1=C(C=C(C=C1)[N+](=O)[O-])C(=O)NCCC(=O)O	0.698810518	43092808	PubChem:(43092808)	2
10	1	N/A	-389.8416548223568	C11H12N2O6	[M - H]-	OKXCZMVLOSINHR	InChI=1S/C11H12N2O6/c12-11(16)7-3-4-9(8(6-7)13(17)18)19-5-1-2-10(14)15/h3-4,6H,1-2,5H2,(H2,12,16)(H,14,15)	null	C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])OCCCC(=O)O	0.799051166	61778330	PubChem:(61778330)	2
