rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08866022228771839	-137.32795837112187	C19H28O10	[M - H]-	RUZLEKUIXNODKZ	InChI=1S/C19H28O10/c1-6-7-8-9-24-19-18(28-14(5)23)17(27-13(4)22)16(26-12(3)21)15(29-19)10-25-11(2)20/h6,15-19H,1,7-10H2,2-5H3	[(3S,4S,6R)-3,4,5-triacetyloxy-6-pent-4-enoxyoxan-2-yl]methyl acetate	CC(=O)OCC1C(C(C(C(O1)OCCCC=C)OC(=O)C)OC(=O)C)OC(=O)C	0.836811662	10001943;14562310;10409646;59256928;68792356;68792360;73553539;89080418;89080437;89085966;89085967;91555115;133655456;134937283	PubChem:(10001943 14562310 10409646 59256928 68792356 68792360 73553539 89080418 89080437 89085966 89085967 91555115 133655456 134937283)	2
2	1	N/A	-137.4925690271577	C19H28O10	[M - H]-	OQLNZRVZJWVPME	InChI=1S/C19H28O10/c20-14(21)8-4-6-12-18(26)28-16(24)10-2-1-3-11-17(25)29-19(27)13-7-5-9-15(22)23/h1-13H2,(H,20,21)(H,22,23)	null	C(CCC(=O)OC(=O)CCCCC(=O)O)CCC(=O)OC(=O)CCCCC(=O)O	1.0	87368511	PubChem:(87368511)	2
3	1	N/A	-143.15601344184466	C19H28O10	[M - H]-	ZRGXCWYRIBRSQA	InChI=1S/C19H28O10/c20-11-8-27-18(16(24)13(11)21)28-9-12-14(22)15(23)17(25)19(29-12)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	2-Phenylethyl beta-primeveroside	C1C(C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=CC=C3)O)O)O)O)O)O	-2.20000005	131129;14704521;52325692;52325693;52325694;52325695;101714791;102397351;124905186;124905187;124905188;124905189	HMDB:(41274);SuperNatural:(SN00039260 SN00240283 SN00039263 SN00039262 SN00298801 SN00039261);ZINC bio:(ZINC49600052 ZINC49600055 ZINC49600056 ZINC49600058);additional;MeSH:(131129);Plantcyc:(CPD-14735);PubMed;COCONUT:(CNP0148741);KNApSAcK:(36505);Natural Products:(UNPD101197 UNPD125865);PubChem:(131129 14704521 52325692 52325693 52325694 52325695 101714791 102397351 124905186 124905187 124905188 124905189);CHEBI:(136550);PubChem class - bio and metabolites;Training Set;Biocyc:(CPD-14735)	20637822
4	1	N/A	-143.8275935954158	C19H28O10	[M - H]-	UCHUJGKIHALGJX	InChI=1S/C19H28O10/c1-7-14(8-2)28-19-18(27-13(6)23)17(26-12(5)22)16(25-11(4)21)15(29-19)9-24-10(3)20/h7,14-19H,1,8-9H2,2-6H3	[(2R,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-[(3S)-pent-1-en-3-yl]oxyoxan-2-yl]methyl acetate	CCC(C=C)OC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.840120077	10573934;21672594	PubChem:(10573934 21672594)	2
5	1	N/A	-145.57187900324374	C19H28O10	[M - H]-	WFGJTHXCDZMFPY	InChI=1S/C19H28O10/c1-6-7-8-9-24-19-18(28-14(5)23)17(27-13(4)22)16(26-12(3)21)15(29-19)10-25-11(2)20/h7-8,15-19H,6,9-10H2,1-5H3	null	CCC=CCOC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.753466666	137327213	PubChem:(137327213)	2
6	1	N/A	-148.82882787406598	C19H28O10	[M - H]-	LDOROCSXOSXDIP	InChI=1S/C19H28O10/c1-10(20)24-9-16-18(27-12(3)22)19(28-13(4)23)17(26-11(2)21)15(29-16)7-5-6-14-8-25-14/h14-19H,5-9H2,1-4H3	null	CC(=O)OCC1C(C(C(C(O1)CCCC2CO2)OC(=O)C)OC(=O)C)OC(=O)C	0.296827137	101108795	PubChem:(101108795)	2
7	1	N/A	-150.5165634978421	C19H28O10	[M - H]-	YWIFKBLNKFAYFI	InChI=1S/C19H28O10/c20-8-11-13(21)15(23)17(25)19(28-11)29-12-9-27-18(16(24)14(12)22)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)OCCC2=CC=CC=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O	-1.60000002	101660962	PubChem:(101660962)	2
8	1	N/A	-154.41302792815262	C19H28O10	[M - H]-	XJMGHHBCNKRUSX	InChI=1S/C19H28O10/c20-14(21)8-6-12-18(26)28-16(24)10-4-2-1-3-5-11-17(25)29-19(27)13-7-9-15(22)23/h1-13H2,(H,20,21)(H,22,23)	null	C(CCCC(=O)OC(=O)CCCC(=O)O)CCCC(=O)OC(=O)CCCC(=O)O	1.39999998	88792563	PubChem:(88792563)	2
9	1	N/A	-155.97617424191822	C19H28O10	[M - H]-	KXOFPBWYNHMUEP	InChI=1S/C19H28O10/c20-8-11-13(21)15(23)17(25)19(28-11)29-18-16(24)14(22)12(9-27-18)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)OCCC3=CC=CC=C3	-1.60000002	90908404	PubChem:(90908404);PubMed	66
10	1	N/A	-158.0651987590437	C19H28O10	[M - H]-	XVCFNQOAWPXNCS	InChI=1S/C19H28O10/c1-7-8-16(26-12(3)21)9-17(27-13(4)22)19(29-15(6)24)18(28-14(5)23)10-25-11(2)20/h7,16-19H,1,8-10H2,2-6H3	null	CC(=O)OCC(C(C(CC(CC=C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	1.39999998	15690705	PubChem:(15690705)	2
11	1	N/A	-159.350700600906	C19H28O10	[M - H]-	SMUMBCREXHTKFN	InChI=1S/C19H28O10/c1-9-12(20)14(22)16(24)18(28-9)27-8-11-13(21)15(23)17(25)19(29-11)26-7-10-5-3-2-4-6-10/h2-6,9,11-25H,7-8H2,1H3	hydrangeifolin I	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OCC3=CC=CC=C3)O)O)O)O)O)O	-1.23825097	10549806	COCONUT:(CNP0268352);Natural Products:(UNPD155846 UNPD14092 UNPD178550);PubChem:(10549806);SuperNatural:(SN00242310 SN00029225 SN00143558 SN00326460);ZINC bio:(ZINC31161541);additional;Training Set;PubMed	3727426
12	1	N/A	-159.8381326245224	C19H28O10	[M - H]-	MEMMNTSEAIMSCS	InChI=1S/C19H28O10/c1-6-7-8-9-24-19(5)28-17-16(26-13(4)22)15(25-12(3)21)14(10-23-11(2)20)27-18(17)29-19/h6,14-18H,1,7-10H2,2-5H3	null	CC(=O)OCC1C(C(C2C(O1)OC(O2)(C)OCCCC=C)OC(=O)C)OC(=O)C	1.20000005	101018365;102489153	PubChem:(101018365 102489153)	2
13	1	N/A	-160.88929866837987	C19H28O10	[M - H]-	VMUQHMHBCYLGQH	InChI=1S/C19H28O10/c1-13(5-3-7-15(22)23)17(26)28-11-19(9-20,10-21)12-29-18(27)14(2)6-4-8-16(24)25/h20-21H,1-12H2,(H,22,23)(H,24,25)	null	C=C(CCCC(=O)O)C(=O)OCC(CO)(CO)COC(=O)C(=C)CCCC(=O)O	0.200000003	18369773	PubChem:(18369773)	2
14	1	N/A	-162.1091567793223	C19H28O10	[M - H]-	GGRDONQWWCFXSY	InChI=1S/C19H28O10/c20-6-11-14(22)16(24)13(9-26-11)29-19-18(17(25)15(23)12(7-21)28-19)27-8-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	(2S,3S,4R,5S,6S)-6-[(3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-2-(hydroxymethyl)-5-phenylmethoxyoxane-3,4-diol	C1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)O)OCC3=CC=CC=C3	-1.83331263	16040174	PubChem:(16040174)	2
15	1	N/A	-163.2946214308091	C19H28O10	[M - H]-	WMYNFWZLMQEVTL	InChI=1S/C19H28O10/c1-9-12(21)14(23)16(25)18(27-9)29-17-15(24)13(22)11(7-20)28-19(17)26-8-10-5-3-2-4-6-10/h2-6,9,11-25H,7-8H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(C(OC2OCC3=CC=CC=C3)CO)O)O)O)O)O	-1.23825097	""	COCONUT:(CNP0177601);Natural Products:(UNPD227578)	2129920
16	1	N/A	-165.08937949270518	C19H28O10	[M - H]-	GZSQKOFXMZDKPV	InChI=1S/C19H28O10/c20-9-19(25)10-28-18(16(19)24)27-8-12-13(21)14(22)15(23)17(29-12)26-7-6-11-4-2-1-3-5-11/h1-5,12-18,20-25H,6-10H2	(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-(2-phenylethoxy)oxane-3,4,5-triol	C1C(C(C(O1)OCC2C(C(C(C(O2)OCCC3=CC=CC=C3)O)O)O)O)(CO)O	-1.89999998	13893574;13893575;56776299;101936057	COCONUT:(CNP0206016);KNApSAcK:(31876);Natural Products:(UNPD7351 UNPD72458 UNPD187431);PubChem:(13893574 13893575 56776299 101936057);SuperNatural:(SN00394831 SN00160748 SN00039728);ZINC bio:(ZINC67902890);additional;Training Set	3727378
17	1	N/A	-166.47971486124334	C19H28O10	[M - H]-	IRCOGQONFVLUCW	InChI=1S/C19H28O10/c1-10(20)24-8-7-16-17(26-12(3)22)19(27-13(4)23)18(29-16)15-6-5-14(28-15)9-25-11(2)21/h14-19H,5-9H2,1-4H3	2-[(2R,3S,4S,5R)-3,4-diacetyloxy-5-[(2R,5S)-5-(acetyloxymethyl)oxolan-2-yl]oxolan-2-yl]ethyl acetate	CC(=O)OCCC1C(C(C(O1)C2CCC(O2)COC(=O)C)OC(=O)C)OC(=O)C	0.5	11235397;11350553	PubChem:(11235397 11350553)	2
18	1	N/A	-169.23705212131298	C19H28O10	[M - H]-	DWYFWLYCTOAXKY	InChI=1S/C19H28O10/c20-8-11-13(21)16(24)19(28-11)27-9-12-14(22)15(23)17(25)18(29-12)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1=CC=C(C=C1)CCOC2C(C(C(C(O2)COC3C(C(C(O3)CO)O)O)O)O)O	-1.60000002	14682811	COCONUT:(CNP0242858);Natural Products:(UNPD137256);PubChem:(14682811);SuperNatural:(SN00273877)	3178498
19	1	N/A	-170.7177833296767	C19H28O10	[M - H]-	JDGKZYSACWLQKT	InChI=1S/C19H28O10/c20-6-11-14(21)15(22)13(9-27-11)29-19-18(25)17(24)16(23)12(28-19)8-26-7-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	(2S,3S,4R,5S,6S)-2-[(3S,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(phenylmethoxymethyl)oxane-3,4,5-triol	C1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)COCC3=CC=CC=C3)O)O)O	-2.20000005	16040173;44559129	COCONUT:(CNP0185666);PubChem:(16040173 44559129);PubMed	2097218
20	1	N/A	-171.55084588264106	C19H28O10	[M - H]-	PBKBHCJPMCMBCZ	InChI=1S/C19H28O10/c20-6-11-14(22)15(23)13(9-26-11)29-19-17(25)18(16(24)12(7-21)28-19)27-8-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)O)OCC3=CC=CC=C3)O	-1.83331263	25019903;44559130	COCONUT:(CNP0416153);PubChem:(25019903 44559130);SuperNatural:(SN00161755);PubMed	3145794
21	1	N/A	-172.8883602491099	C19H28O10	[M - H]-	YLMJAKMYAMOLNN	InChI=1S/C19H28O10/c1-9(21)25-15-13(6-7-20)29-19-17(26-10(2)22)16-12(28-18(15)19)5-4-11(27-16)8-14(23)24-3/h11-13,15-20H,4-8H2,1-3H3	null	CC(=O)OC1C(OC2C1OC3CCC(OC3C2OC(=O)C)CC(=O)OC)CCO	-0.400000006	10716788	PubChem:(10716788)	2
22	1	N/A	-173.1084342865966	C19H28O10	[M - H]-	SLLGYEPUXGHLTF	InChI=1S/C19H28O10/c20-6-11-15(23)18(13(9-27-11)26-8-10-4-2-1-3-5-10)29-19-17(25)16(24)14(22)12(7-21)28-19/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)CO)O)OC2C(C(C(C(O2)CO)O)O)O)OCC3=CC=CC=C3	-1.83331263	67568935	PubChem:(67568935)	2
23	1	N/A	-174.69485352209173	C19H28O10	[M - H]-	KZJGQDHNEMBJJZ	InChI=1S/C19H28O10/c1-9-12(21)17(29-19-15(24)14(23)13(22)11(7-20)28-19)16(25)18(27-9)26-8-10-5-3-2-4-6-10/h2-6,9,11-25H,7-8H2,1H3	null	CC1C(C(C(C(O1)OCC2=CC=CC=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O	-1.23825097	""	COCONUT:(CNP0137945);Natural Products:(UNPD5309);SuperNatural:(SN00224736)	3178496
24	1	N/A	-175.02231602894412	C19H28O10	[M - H]-	KGDOTJVAFOIYCT	InChI=1S/C19H28O10/c1-9-12(21)15(24)17(19(27-9)26-8-10-5-3-2-4-6-10)29-18-16(25)14(23)13(22)11(7-20)28-18/h2-6,9,11-25H,7-8H2,1H3	null	CC1C(C(C(C(O1)OCC2=CC=CC=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O	-1.23825097	""	COCONUT:(CNP0289146);Natural Products:(UNPD79659);SuperNatural:(SN00247811)	3178496
25	1	N/A	-175.68012885005348	C19H28O10	[M - H]-	CGZNTHDUAFIKOH	InChI=1S/C19H28O10/c20-8-12-14(23)15(24)17(29-18-16(25)13(22)11(21)9-27-18)19(28-12)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)OC2C(C(C(OC2OCCC3=CC=CC=C3)CO)O)O)O)O)O	-1.60000002	24121293;133556347	COCONUT:(CNP0176085);KNApSAcK:(29469);Natural Products:(UNPD123380);PubChem:(24121293 133556347);SuperNatural:(SN00029125);CHEBI:(139450);ZINC bio:(ZINC31160820);additional;Training Set	3727410
26	1	N/A	-179.76005229219916	C19H28O10	[M - H]-	LVJWMKJSPROTOW	InChI=1S/C19H28O10/c1-10(2)26-19(24)11(3)8-16(27-13(5)21)18(29-15(7)23)17(28-14(6)22)9-25-12(4)20/h10,16-18H,3,8-9H2,1-2,4-7H3	propan-2-yl (4R,5S,6R)-4,5,6,7-tetraacetyloxy-2-methylideneheptanoate	CC(C)OC(=O)C(=C)CC(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	1.5	21573734	PubChem:(21573734)	2
27	1	N/A	-179.83437875677728	C19H28O10	[M - H]-	YJAPMQHZVONHCA	InChI=1S/C19H28O10/c20-8-12-15(23)16(24)13(21)10(28-12)6-7-11-14(22)17(25)18(26)19(29-11)27-9-4-2-1-3-5-9/h1-5,10-26H,6-8H2	null	C1=CC=C(C=C1)OC2C(C(C(C(O2)CCC3C(C(C(C(O3)CO)O)O)O)O)O)O	-1.2878741	42632608	PubChem:(42632608)	2
28	1	N/A	-183.3154585415512	C19H28O10	[M - H]-	FRACCEHBKJCTJJ	InChI=1S/C19H28O10/c20-6-11-14(22)15(23)13(9-26-11)29-19-17(25)16(24)18(12(7-21)28-19)27-8-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)CO)O)O)OC2C(C(C(C(O2)CO)OCC3=CC=CC=C3)O)O	-1.83331263	25019904	COCONUT:(CNP0101599);PubChem:(25019904);SuperNatural:(SN00161971)	3145730
29	1	N/A	-183.69123821455358	C19H28O10	[M - H]-	MZHBYHJOWQQUIV	InChI=1S/C19H28O10/c1-9-17(29-19-15(24)13(22)12(21)11(7-20)28-19)14(23)16(25)18(27-9)26-8-10-5-3-2-4-6-10/h2-6,9,11-25H,7-8H2,1H3	null	CC1C(C(C(C(O1)OCC2=CC=CC=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O	-1.23825097	""	COCONUT:(CNP0156329);Natural Products:(UNPD175762)	2129920
30	1	N/A	-184.0458665266515	C19H28O10	[M - H]-	VUKVATKXGGILBI	InChI=1S/C19H28O10/c20-8-12-13(22)14(23)15(24)19(28-12)29-17-11(21)9-27-18(16(17)25)26-7-6-10-4-2-1-3-5-10/h1-5,11-25H,6-9H2	null	C1C(C(C(C(O1)OCCC2=CC=CC=C2)O)OC3C(C(C(C(O3)CO)O)O)O)O	-1.60000002	101660957	PubChem:(101660957)	2
31	1	N/A	-184.54702466099565	C19H28O10	[M - H]-	OKDLHLOENIIANT	InChI=1S/C19H28O10/c1-3-16(22)26-10-14(20)12-28-18(24)8-6-5-7-9-19(25)29-13-15(21)11-27-17(23)4-2/h3-4,14-15,20-21H,1-2,5-13H2	null	C=CC(=O)OCC(COC(=O)CCCCCC(=O)OCC(COC(=O)C=C)O)O	0.899999976	87523375	PubChem:(87523375)	2
32	1	N/A	-184.89305200511512	C19H28O10	[M - H]-	GLKUSJMNLFXIMU	InChI=1S/C19H28O10/c1-4-10-11(5-6-20)12(17(25)27-9(2)3)8-26-18(10)29-19-16(24)15(23)14(22)13(7-21)28-19/h4,6,8-11,13-16,18-19,21-24H,1,5,7H2,2-3H3	null	CC(C)OC(=O)C1=COC(C(C1CC=O)C=C)OC2C(C(C(C(O2)CO)O)O)O	-0.800000012	101391913	PubChem:(101391913)	2
33	1	N/A	-186.0891518203868	C19H28O10	[M - H]-	JJNVWOBIVSJYKV	InChI=1S/C19H28O10/c1-8-19(6,7)29-18-17(27-13(5)23)16(26-12(4)22)15(25-11(3)21)14(28-18)9-24-10(2)20/h8,14-18H,1,9H2,2-7H3	null	CC(=O)OCC1C(C(C(C(O1)OC(C)(C)C=C)OC(=O)C)OC(=O)C)OC(=O)C	0.631771564	10502017	PubChem:(10502017)	2
