rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C12H18O5	[M - H]-	C12H18O5	68.56874703995342	65.42174062395685	3.1470064159965663	11	0.9319345053349105	1.2974578732327942	2.3121033431324807	1.1728171037300128	
2	C10H16N3O4	[M - H]-	C10H16N3O4	52.05669883973799	49.98247908019629	2.0742197595416982	11	0.9319345053349105	2.7897719232792846	3.3672531223009132	6.741614511634502	
3	C8H21NO5P	[M - H]-	C8H21NO5P	48.751929850498655	46.03672634565958	2.7152035048390775	11	0.9319345053349105	-0.09532098755909083	2.3121033431324807	-0.11592257271388914	
4	C13H14N4O	[M - H]-	C13H14N4O	34.795577879889336	33.509480551895116	1.2860973279942205	6	0.7216593855775875	-0.7584933292667841	3.1807906656729403	-4.374031673024062	
5	C9H17N5OP	[M - H]-	C9H17N5OP	17.87189488486745	15.450907674241666	2.4209872106257864	5	0.7094728335343929	0.7951166845989125	2.9943282090449674	-5.662771349114326	
6	C5H18N6O3S	[M - H]-	C5H18N6O3S	14.63570188678909	13.694666240897906	0.9410356458911839	6	0.16241903936472984	-2.3243076519933927	2.3243076519933927	-1.671380421764567	
7	C7H20N3O4S	[M - H]-	C7H20N3O4S	14.422163530874299	12.721521413257058	1.7006421176172397	6	0.1702662184795212	-3.381052132783764	3.6198864228571654	-7.240177829669056	
8	C6H19N4O4P	[M - H]-	C6H19N4O4P	7.850551503001305	7.247793576533096	0.6027579264682092	7	0.21963317365690257	-0.08091084416598107	2.3121033431324807	5.452874835426359	
9	C3H16N9O2S	[M - H]-	C3H16N9O2S	-0.7826617022064113	-0.7826617022064113	0.0	3	0.0717899766927068	4.242013077226924	4.242013077226924	3.8974169859041634	
10	C13H22S2	[M - H]-	C13H22S2	-0.8395740095478037	-0.8395740095478037	0.0	1	0.0	-2.605682509316688	2.605682509316688	-2.4314865699780577	
