rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C10H14O5	[M - H2O - H]-	C10H12O4	104.97154507205502	101.68848200060707	3.283063071447953	13	0.835235301213124	2.581668536480196	2.7047735899469236	-92328.87570591635	
2	C6H17NO5P	[M - H2O - H]-	C6H15NO4P	68.06651520322666	66.2879703133481	1.7785448898785665	12	0.7576703370554179	0.15953536502727256	0.7168477154281759	-92330.4686287837	
3	C3H14N6O3S	[M - H2O - H]-	C3H12N6O2S	33.34282219158696	33.34282219158696	0.0	7	0.34767240488006623	-2.1831023746309697	2.1831023746309697	-92332.39122372157	
4	C8H12N3O4	[M - H2O - H]-	C8H10N3O3	28.456611667812034	26.872673935318034	1.5839377324939996	9	0.3429681038047973	2.617908584097033	3.0122194031744005	-92321.99249676366	
5	C4H15N4O4P	[M - H2O - H]-	C4H13N4O3P	13.74815404343592	13.74815404343592	0.0	8	0.31334436173145847	0.4571595634305032	0.7860770100795227	-92323.585419631	
6	C11H10N4O	[M - H2O - H]-	C11H8N4	2.426703369613847	0.48569246536880395	1.941010904245043	2	0.0	-5.407404951506934	5.407404951506934	-92335.731785869	
7	C5H16N3O4S	[M - H2O - H]-	C5H14N3O3S	-2.087086416965688	-2.582344751468055	0.4952583345023671	4	0.06812405224703612	-8.950052047423297	8.950052047423297	-92339.27443287395	
8	CH12N9O2S	[M - H2O - H]-	CH10N9OS	-3.7207286753618005	-3.7207286753618005	0.0	5	0.0978641094568514	1.731360685188301	3.557864320746031	-92325.50801456888	
9	C7H13N5OP	[M - H2O - H]-	C7H11N5P	-7.033742592992398	-8.914032196758757	1.8802896037663601	2	0.0	-7.000327859690886	7.000327859690886	-92337.3247087362	
10	C3H16N6OP2	[M - H2O - H]-	C3H14N6P2	-7.304947953634452	-7.304947953634452	0.0	2	0.0	-8.593250767874837	8.593250767874837	-92338.9176316037	
