rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.07296971180108151	-16.24855951327096	C12H20O5	[M - H]-	HHXMOTDTSDYYEI	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h1-9H2,(H,14,15)(H,16,17)	4-Oxododecanedioic acid	C(CCCC(=O)CCC(=O)O)CCCC(=O)O	1.10000002	13213508	COCONUT:(CNP0028737 CNP0151133);Natural Products:(UNPD16991);PubChem:(13213508);SuperNatural:(SN00034246);ZINC bio:(ZINC35465466);additional;Training Set	3727362
2	1	N/A	-16.990453395915626	C12H20O5	[M - H]-	KYEKIBGSYFYOIE	InChI=1S/C12H20O5/c13-10(7-4-5-9-12(16)17)6-2-1-3-8-11(14)15/h1-9H2,(H,14,15)(H,16,17)	6-Oxododecanedioic acid	C(CCC(=O)CCCCC(=O)O)CCC(=O)O	0.800000012	581087	PubChem:(581087)	2
3	1	N/A	-22.792874150959108	C12H20O5	[M - H]-	PROCFZVJLFFQCX	InChI=1S/C12H20O5/c13-10(7-5-9-12(16)17)6-3-1-2-4-8-11(14)15/h1-9H2,(H,14,15)(H,16,17)	null	C(CCCC(=O)O)CCC(=O)CCCC(=O)O	1.0	13099240	PubChem:(13099240)	2
4	1	N/A	-44.69450533755709	C12H20O5	[M - H]-	AVDMPJKVGWUWFL	InChI=1S/C12H20O5/c13-10(12(16)17)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,14,15)(H,16,17)	2-oxododecanedioic acid	C(CCCCC(=O)C(=O)O)CCCCC(=O)O	2.5	21624656	PubChem:(21624656)	2
5	1	N/A	-67.04206535389442	C12H20O5	[M - H]-	IHNBLUFWHQUJNR	InChI=1S/C12H20O5/c13-9-10(5-1-3-7-11(14)15)6-2-4-8-12(16)17/h9-10H,1-8H2,(H,14,15)(H,16,17)	null	C(CCC(=O)O)CC(CCCCC(=O)O)C=O	1.20000005	87544105	PubChem:(87544105)	2
6	1	N/A	-72.7823088447996	C12H20O5	[M - H]-	KGRKFNRKRGPUKS	InChI=1S/C12H20O5/c1-9(13)10(7-8-12(16)17)5-3-2-4-6-11(14)15/h10H,2-8H2,1H3,(H,14,15)(H,16,17)	null	CC(=O)C(CCCCCC(=O)O)CCC(=O)O	1.10000002	100975358	PubChem:(100975358)	2
7	1	N/A	-74.60494141165559	C12H20O5	[M - H]-	CKGYOMINJNIPRQ	InChI=1S/C12H20O5/c13-10(8-9-12(16)17)6-4-2-1-3-5-7-11(14)15/h2,4,10,13H,1,3,5-9H2,(H,14,15)(H,16,17)	null	C(CCC(=O)O)CC=CCC(CCC(=O)O)O	1.10000002	87718914;91036480	PubChem:(87718914 91036480)	2
8	1	N/A	-75.07729943934731	C12H20O5	[M - H]-	LEOAUHXWIOTUJY	InChI=1S/C12H20O5/c13-9-5-7-10(14)6-3-1-2-4-8-11(15)12(16)17/h9-10,14H,1-8H2,(H,16,17)	null	C(CCCC(=O)C(=O)O)CCC(CCC=O)O	0.899999976	91211954	PubChem:(91211954)	2
9	1	N/A	-78.22918189910312	C12H20O5	[M - H]-	HGMQOOAZEVPLMD	InChI=1S/C12H20O5/c13-10(9-12(16)17)7-5-3-1-2-4-6-8-11(14)15/h3,5,10,13H,1-2,4,6-9H2,(H,14,15)(H,16,17)	null	C(CCC=CCC(CC(=O)O)O)CCC(=O)O	1.29999995	101591113	PubChem:(101591113)	2
10	1	N/A	-82.86216125087105	C12H20O5	[M - H]-	WYZITEDQUJBZOL	InChI=1S/C12H20O5/c1-9(13)5-3-2-4-6-10(14)11(15)7-8-12(16)17/h9,13H,2-8H2,1H3,(H,16,17)	null	CC(CCCCCC(=O)C(=O)CCC(=O)O)O	0.300000012	72708525	PubChem:(72708525);COCONUT:(CNP0356396)	2097154
11	1	N/A	-87.98190666934815	C12H20O5	[M - H]-	OJGUEMQUVXXHNP	InChI=1S/C12H20O5/c13-10(9-12(16)17)7-5-3-1-2-4-6-8-11(14)15/h4,6,10,13H,1-3,5,7-9H2,(H,14,15)(H,16,17)	null	C(CCC=CCC(=O)O)CCC(CC(=O)O)O	1.29999995	101591115	PubChem:(101591115)	2
12	1	N/A	-90.5423535491562	C12H20O5	[M - H]-	PCRXIPUCQJYURW	InChI=1S/C12H20O5/c13-10(7-5-9-12(16)17)6-3-1-2-4-8-11(14)15/h5,9-10,13H,1-4,6-8H2,(H,14,15)(H,16,17)	null	C(CCCC(=O)O)CCC(CC=CC(=O)O)O	2.00776958	""	KEGG Mine	8589934592
13	1	N/A	-95.07222878515745	C12H20O5	[M - H]-	PWVFYGWOYFHNIJ	InChI=1S/C12H20O5/c1-17-12(16)7-5-3-2-4-6-10(13)8-9-11(14)15/h2-9H2,1H3,(H,14,15)	null	COC(=O)CCCCCCC(=O)CCC(=O)O	0.899999976	88825326	PubChem:(88825326)	2
14	1	N/A	-98.06788389454948	C12H20O5	[M - H]-	AKFOSCSWLWBTOZ	InChI=1S/C12H20O5/c13-11(14)5-3-1-2-4-9-6-7-10(17-9)8-12(15)16/h9-10H,1-8H2,(H,13,14)(H,15,16)	2-Furanhexanoic acid, 5-(carboxymethyl)tetrahydro-	C1CC(OC1CCCCCC(=O)O)CC(=O)O	1.29999995	13220195;71445485	COCONUT:(CNP0290600);Natural Products:(UNPD157140 UNPD32834);PubChem:(13220195 71445485);SuperNatural:(SN00305817);PubMed	3178562
15	1	N/A	-99.04403459991686	C12H20O5	[M - H]-	AKLZYFFKMQZOHR	InChI=1S/C12H20O5/c13-10(7-4-5-9-12(16)17)6-2-1-3-8-11(14)15/h5,9-10,13H,1-4,6-8H2,(H,14,15)(H,16,17)	null	C(CCC(CCC=CC(=O)O)O)CCC(=O)O	2.00776958	""	KEGG Mine	8589934592
