rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08004870060696544	-50.756462835504614	C6H10O4	[M - H]-	URMJKCMUMVMRIR	InChI=1S/C6H10O4/c7-4-5(8)2-1-3-6(9)10/h4-5,8H,1-3H2,(H,9,10)	ACMC-20lmrq	C(CC(C=O)O)CC(=O)O	-0.699999988	19704446;90296938	PubChem:(19704446 90296938);YMDB Mine;KEGG Mine	42949672962
2	1	N/A	-51.19373342139621	C6H10O4	[M - H]-	WNLRTRBMVRJNCN	InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)	Adi-pure	C(CCC(=O)O)CC(=O)O	0.366065085	196;200164;3316652;12209289;12209291;12209295;16212946;16213372;22494954;57131649;56845925;87187348;90472528;101475100;102523482;123724855;124203163	HMDB:(448);PubChem class - food;SuperNatural:(SN00002078 SN00399775);ZINC bio:(ZINC01530348);additional;HSDB:(124-04-9);MeSH:(196 200164);Plantcyc:(ADIPATE);PubMed;NORMAN:(NS00005309 NS00051537);COCONUT:(CNP0165956 CNP0296801);KNApSAcK:(1178);Natural Products:(UNPD52406);PubChem:(196 200164 3316652 12209289 12209291 12209295 16212946 16213372 22494954 57131649 56845925 87187348 90472528 101475100 102523482 123724855 124203163);YMDB Mine;CHEBI:(30832 17128 30833);PubChem class - bio and metabolites;KEGG:(C06104);PubChem class - safety and toxic;Training Set;Biocyc:(ADIPATE)	34581965694
3	1	N/A	-59.491317351037885	C6H10O4	[M - H]-	XXDQOOOVVVJHJN	InChI=1S/C6H10O4/c1-4(7)5(8)2-3-6(9)10/h4,7H,2-3H2,1H3,(H,9,10)	5-Hydroxy-4-ketohexanoicacid	CC(C(=O)CCC(=O)O)O	-0.899999976	192842;102191258;102191259	COCONUT:(CNP0134105);Natural Products:(UNPD23613);PubChem:(192842 102191258 102191259);SuperNatural:(SN00365314);MeSH:(192842);PubMed	3178566
4	1	N/A	-62.88629670868434	C6H10O4	[M - H]-	XJMMNTGIMDZPMU	InChI=1S/C6H10O4/c1-4(2-5(7)8)3-6(9)10/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	bmse000575	CC(CC(=O)O)CC(=O)O	0.14649339	12284;6933715;131869282	HMDB:(752);ZINC bio:(ZINC00167136);additional;MeSH:(12284);PubMed;NORMAN:(NS00014729);COCONUT:(CNP0316583);Natural Products:(UNPD7631);PubChem:(12284 6933715 131869282);CHEBI:(68566);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine	8676761710
5	1	N/A	-69.14924762707957	C6H10O4	[M - H]-	NDTOOPBXVZHXDG	InChI=1S/C6H10O4/c7-4-3-5(8)1-2-6(9)10/h7H,1-4H2,(H,9,10)	null	C(CC(=O)O)C(=O)CCO	-1.39999998	54105945	PubChem:(54105945)	2
6	1	N/A	-69.49544389998222	C6H10O4	[M - H]-	QTIANNIDFNWDNY	InChI=1S/C6H10O4/c1-4(7)6(2,10)3-5(8)9/h10H,3H2,1-2H3,(H,8,9)	null	CC(=O)C(C)(CC(=O)O)O	-1.0	54246008;135011794	EcoCyc Mine;PubChem:(54246008 135011794);YMDB Mine;KEGG Mine	60129542146
7	1	N/A	-71.39994014291851	C6H10O4	[M - H]-	APWDZEIBFNZVND	InChI=1S/C6H10O4/c1-4(7)2-5(8)3-6(9)10/h5,8H,2-3H2,1H3,(H,9,10)	3-hydroxy-5-oxohexanoate	CC(=O)CC(CC(=O)O)O	-1.20000005	376;9543231;88514721	PubChem:(376 9543231 88514721);CHEBI:(37032 20051);PubChem class - bio and metabolites;MeSH:(376 9543231);KEGG:(C16272);PubMed;Biocyc:(CPD-19)	16779622
8	1	N/A	-71.42227557550535	C6H10O4	[M - H]-	NIVGPRREFKECGM	InChI=1S/C6H10O4/c7-3-1-2-5(8)4-6(9)10/h3,5,8H,1-2,4H2,(H,9,10)	null	C(CC(CC(=O)O)O)C=O	-0.316213399	""	KEGG Mine	8589934592
9	1	N/A	-71.86140368686779	C6H10O4	[M - H]-	ZQPJZYKENZNLOW	InChI=1S/C6H10O4/c1-4(7)2-5(8)3-6(9)10/h4,7H,2-3H2,1H3,(H,9,10)	5-hydroxy-3-oxohexanoic acid	CC(CC(=O)CC(=O)O)O	-0.699999988	22023099;71419951;71419952	PubChem:(22023099 71419951 71419952);KEGG Mine	8589934594
10	1	N/A	-72.66768955877438	C6H10O4	[M - H]-	GHJSBNDVJHOEEB	InChI=1S/C6H10O4/c7-4-5(8)2-1-3-6(9)10/h7H,1-4H2,(H,9,10)	null	C(CC(=O)CO)CC(=O)O	-0.899999976	12066909	PubChem:(12066909);KEGG Mine	8589934594
11	1	N/A	-73.28947379502891	C6H10O4	[M - H]-	RVHOBHMAPRVOLO	InChI=1S/C6H10O4/c1-2-4(6(9)10)3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)	Ethylsuccinic acid	CCC(CC(=O)O)C(=O)O	0.100000001	69466;6997244;6997245;6997246;6997247;22057009	NORMAN:(NS00042481);PubChem:(69466 6997244 6997245 6997246 6997247 22057009);PubMed	262210
12	1	N/A	-73.32799154610962	C6H10O4	[M - H]-	XERFJUQQZKZGCP	InChI=1S/C6H10O4/c1-4(8)6(10)5(9)2-3-7/h4-10H,1H3	null	CC(C(C(C#CO)O)O)O	-0.755272388	""	EcoCyc Mine;KEGG Mine	25769803776
13	1	N/A	-73.86234924085232	C6H10O4	[M - H]-	CHXGQTFLCXREAP	InChI=1S/C6H10O4/c1-4(7)5(8)2-3-6(9)10/h5,8H,2-3H2,1H3,(H,9,10)	null	CC(=O)C(CCC(=O)O)O	-0.800000012	58060664;58060665;76681905;132159447	PubChem:(58060664 58060665 76681905 132159447);KEGG Mine	8589934594
14	1	N/A	-74.068305535546	C6H10O4	[M - H]-	PWKUZLQTVKQBBE	InChI=1S/C6H10O4/c7-4-3-5(8)1-2-6(9)10/h4-5,8H,1-3H2,(H,9,10)	null	C(CC(=O)O)C(CC=O)O	-1.10000002	117967394	EcoCyc Mine;PubChem:(117967394);KEGG Mine	25769803778
15	1	N/A	-74.83338314509089	C6H10O4	[M - H]-	CWCYSIIDJAVQSK	InChI=1S/C6H10O4/c1-6(10,2-3-7)4-5(8)9/h3,10H,2,4H2,1H3,(H,8,9)	Mevaldate	CC(CC=O)(CC(=O)O)O	-1.29999995	164657;448266;21124331;55303272;134820053	PubChem:(164657 448266 21124331 55303272 134820053);YMDB Mine;CHEBI:(58219 17646);PubChem class - bio and metabolites;MeSH:(164657);PubMed;Biocyc:(MEVALDATE);KEGG Mine	42966452326
16	1	N/A	-75.363835698201	C6H10O4	[M - H]-	ARLYXBAECXBORD	InChI=1S/C6H10O4/c1-2-4(7)5(8)3-6(9)10/h5,8H,2-3H2,1H3,(H,9,10)	null	CCC(=O)C(CC(=O)O)O	-0.250641972	""	EcoCyc Mine;YMDB Mine	51539607552
