rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.16806912889801945	-68.87926400071524	C9H14O5	[M - H]-	CDZOCZBUJPNTLZ	InChI=1S/C9H14O5/c1-3-8(2,13)9(7(11)12)4-6(10)14-5-9/h13H,3-5H2,1-2H3,(H,11,12)	null	CCC(C)(C1(CC(=O)OC1)C(=O)O)O	-0.400000006	102571607	PubChem:(102571607);Training Set	16386
2	1	N/A	-81.03532708951138	C9H14O5	[M - H]-	IUDRJCMDRZEFGO	InChI=1S/C9H14O5/c1-13-8(11)5-3-7(10)4-6-9(12)14-2/h3-6H2,1-2H3	Dimethyl 4-oxoheptanedioate	COC(=O)CCC(=O)CCC(=O)OC	0.377347976	277100	PubChem:(277100)	2
3	1	N/A	-82.28223141443006	C9H14O5	[M - H]-	KCXDDBMZWXDBAV	InChI=1S/C9H14O5/c1-3-9(8(13)14,4-6(2)10)5-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CCC(CC(=O)C)(CC(=O)O)C(=O)O	-0.400000006	53988009	PubChem:(53988009)	2
4	1	N/A	-86.71829070677367	C9H14O5	[M - H]-	HLBDWXXBNBMTFI	InChI=1S/C9H14O5/c1-7(10)14-6-5-8(11)3-4-9(12)13-2/h3-6H2,1-2H3	methyl 6-acetyloxy-4-oxohexanoate	CC(=O)OCCC(=O)CCC(=O)OC	-0.5	21739190	PubChem:(21739190)	2
5	1	N/A	-93.54344509872534	C9H14O5	[M - H]-	NRMIGBUIKOHTMX	InChI=1S/C9H14O5/c1-3-9(4-2,8(13)14)6(10)5-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CCC(CC)(C(=O)CC(=O)O)C(=O)O	1.0	19774331;20462756	PubChem:(19774331 20462756)	2
6	1	N/A	-94.24262189564706	C9H14O5	[M - H]-	GTCHZEFRDKAINX	InChI=1S/C9H14O5/c10-7(3-1-5-8(11)12)4-2-6-9(13)14/h1-6H2,(H,11,12)(H,13,14)	null	C(CC(=O)CCCC(=O)O)CC(=O)O	0.456316411	269945;22173947	PubChem:(269945 22173947);PubChem class - safety and toxic	67108866
7	1	N/A	-95.1023993896088	C9H14O5	[M - H]-	HFDZTOXOYQEXAZ	InChI=1S/C9H14O5/c10-7(5-6-9(13)14)3-1-2-4-8(11)12/h1-6H2,(H,11,12)(H,13,14)	Nonanedioic acid, 4-oxo-	C(CCC(=O)O)CC(=O)CCC(=O)O	-0.5	12527757	PubChem:(12527757)	2
8	1	N/A	-98.41652935322038	C9H14O5	[M - H]-	UECOWMXNQBHSSJ	InChI=1S/C9H14O5/c1-3-5-6(10)9(4-2,7(11)12)8(13)14/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CCCC(=O)C(CC)(C(=O)O)C(=O)O	1.0	54348665	PubChem:(54348665);PubMed	66
9	1	N/A	-98.75163013169305	C9H14O5	[M - H]-	FAUMPJUGUFPAMK	InChI=1S/C9H14O5/c1-8(2)3-4-9(14-8,7(12)13)5-6(10)11/h3-5H2,1-2H3,(H,10,11)(H,12,13)	null	CC1(CCC(O1)(CC(=O)O)C(=O)O)C	0.100000001	129988612	PubChem:(129988612)	2
10	1	N/A	-99.11630651474967	C9H14O5	[M - H]-	BCQHHOCQOHNMNV	InChI=1S/C9H14O5/c1-6(10)3-4-9(2,8(13)14)5-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	null	CC(=O)CCC(C)(CC(=O)O)C(=O)O	-0.400000006	118297963	PubChem:(118297963)	2
11	1	N/A	-100.42485090583648	C9H14O5	[M - H]-	RYGGTJUPXRKWPF	InChI=1S/C9H14O5/c1-9(2,8(13)14)5-6(10)3-4-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	2,2-dimethyl-4-oxoheptanedioic acid	CC(C)(CC(=O)CCC(=O)O)C(=O)O	-0.300000012	19907572	PubChem:(19907572)	2
12	1	N/A	-100.97338831447824	C9H14O5	[M - H]-	XQLVWFJMWJEFLL	InChI=1S/C9H14O5/c1-2-9(6-10,5-8(13)14)4-3-7(11)12/h6H,2-5H2,1H3,(H,11,12)(H,13,14)	null	CCC(CCC(=O)O)(CC(=O)O)C=O	-0.200000003	102446450	PubChem:(102446450)	2
13	1	N/A	-101.66525021904567	C9H14O5	[M - H]-	OLULRSZTFXJJGL	InChI=1S/C9H14O5/c1-7(10)13-5-3-9(12)4-6-14-8(2)11/h3-6H2,1-2H3	(5-acetyloxy-3-oxopentyl) acetate	CC(=O)OCCC(=O)CCOC(=O)C	-0.400000006	18435130	PubChem:(18435130)	2
14	1	N/A	-102.10752721491905	C9H14O5	[M - H]-	IIOXYHZDNPAQCS	InChI=1S/C9H14O5/c1-3-9(6(2)10,8(13)14)5-4-7(11)12/h3-5H2,1-2H3,(H,11,12)(H,13,14)	2-acetyl-2-ethylpentanedioic acid	CCC(CCC(=O)O)(C(=O)C)C(=O)O	0.200000003	21079428	PubChem:(21079428)	2
15	1	N/A	-102.22315053424401	C9H14O5	[M - H]-	KLQHUIKODZUOKS	InChI=1S/C9H14O5/c1-5(9(2,3)14)6(8(12)13)4-7(10)11/h14H,4H2,1-3H3,(H,10,11)(H,12,13)	Butanedioic acid, (2-hydroxy-1,2-dimethylpropylidene)-	CC(=C(CC(=O)O)C(=O)O)C(C)(C)O	0.0	12322453;71383926	PubChem:(12322453 71383926)	2
16	1	N/A	-102.5025181888388	C9H14O5	[M - H]-	HUUGDMPJPOGUOF	InChI=1S/C9H14O5/c1-3-4-8(11)14-9(12)6-5-7(10)13-2/h3-6H2,1-2H3	null	CCCC(=O)OC(=O)CCC(=O)OC	0.5	134572839	PubChem:(134572839)	2
17	1	N/A	-104.79505887878354	C9H14O5	[M - H]-	RJKUNUUWSAYKBF	InChI=1S/C9H14O5/c10-7(6-9(13)14)4-2-1-3-5-8(11)12/h1-6H2,(H,11,12)(H,13,14)	Nonanedioic acid, 3-oxo-	C(CCC(=O)CC(=O)O)CCC(=O)O	0.300000012	13854723	PubChem:(13854723)	2
18	1	N/A	-105.59363839455534	C9H14O5	[M - H]-	CMLBQKKMNAGVLJ	InChI=1S/C9H14O5/c1-6(10)4-9(13,7(2)11)5-8(12)14-3/h13H,4-5H2,1-3H3	null	CC(=O)CC(CC(=O)OC)(C(=O)C)O	-1.39999998	89492305	PubChem:(89492305)	2
19	1	N/A	-105.62744974694772	C9H14O5	[M - H]-	JALQDLPREAQMBN	InChI=1S/C9H14O5/c1-8(6(10)11)2-4-9(14,5-3-8)7(12)13/h14H,2-5H2,1H3,(H,10,11)(H,12,13)	null	CC1(CCC(CC1)(C(=O)O)O)C(=O)O	0.100000001	129989458	PubChem:(129989458)	2
