rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.1744418254195782	-24.214209267619623	C4H6O4	[M - H]-	KDYFGRWQOYBRFD	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	Wormwood	C(CC(=O)O)C(=O)O	-0.532360315	1110;160419;3693574;12998484;12998485;12998486;12998487;12998490;12998492;11116041;10290778;16213392;16213532;16213533;20358729;21952380;25240641;59069847;88094160;87143155;90943320;101176078;101176079	HMDB:(254);PubChem class - food;SuperNatural:(SN00001723 SN00258163);ZINC bio:(ZINC00895030);additional;HSDB:(110-15-6);MeSH:(1110 160419);Plantcyc:(SUC);PubMed;NORMAN:(NS00002272);COCONUT:(CNP0082216 CNP0319276 CNP0332012);KNApSAcK:(1205);Natural Products:(UNPD142464);PubChem:(1110 160419 3693574 12998484 12998485 12998486 12998487 12998490 12998492 11116041 10290778 16213392 16213532 16213533 20358729 21952380 25240641 59069847 88094160 87143155 90943320 101176078 101176079);CHEBI:(30031 15741 90372 30779);PubChem class - bio and metabolites;KEGG:(C00042);PubChem class - safety and toxic;YMDB:(338);Training Set;PubChem class - drug;Biocyc:(SUC)	255847294
2	1	N/A	-54.52118740691756	C4H6O4	[M - H]-	XJFSDAQUZXSRMY	InChI=1S/C4H6O4/c5-2-1-3(6)4(7)8/h2-3,6H,1H2,(H,7,8)	2-hydroxy-4-oxobutanoic acid	C(C=O)C(C(=O)O)O	-1.39999998	178239;22670670;71386908;87946380	PubChem:(178239 22670670 71386908 87946380);YMDB Mine;EcoCyc Mine;PubMed;Biocyc:(CPD-20942);KEGG Mine	60129544258
3	1	N/A	-59.8091945135812	C4H6O4	[M - H]-	ZIYVHBGGAOATLY	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	bmse000398	CC(C(=O)O)C(=O)O	0.100000001	487;5459982;5461058;10820511;59985447;71309289;90949799;102332747;117064314	HMDB:(202);SuperNatural:(SN00001878 SN00215724);ZINC bio:(ZINC00901289);additional;MeSH:(487);PubMed;NORMAN:(NS00015152);COCONUT:(CNP0023826 CNP0415806);PubChem:(487 5459982 5461058 10820511 59985447 71309289 90949799 102332747 117064314);CHEBI:(30860 17453 30861);PubChem class - bio and metabolites;KEGG:(C02170);PubChem class - safety and toxic;YMDB:(1567);Training Set;Biocyc:(CPD-546)	87910766
4	1	N/A	-74.01234537568033	C4H6O4	[M - H]-	SGMJBNSHAZVGMC	InChI=1S/C4H6O4/c5-2-1-8-4(7)3(2)6/h2-3,5-6H,1H2	Threonolactone	C1C(C(C(=O)O1)O)O	-1.29999995	536124;2724794;5325915;13388561;10351686;54304391;55255159;130434962	HMDB:(349 940);SuperNatural:(SN00381796 SN00321869 SN00312698);ZINC bio:(ZINC04521480);additional;PubMed;NORMAN:(NS00015257);COCONUT:(CNP0228474);KNApSAcK:(34315);Natural Products:(UNPD185290 UNPD27150 UNPD117926);PubChem:(536124 2724794 5325915 13388561 10351686 54304391 55255159 130434962);CHEBI:(87625 71176 87770);PubChem class - bio and metabolites;EcoCyc Mine;Training Set	17200636026
5	1	N/A	-76.21371607767877	C4H6O4	[M - H]-	ONCNTKXLLHJVSF	InChI=1S/C4H6O4/c5-3-8-2-1-4(6)7/h3H,1-2H2,(H,6,7)	3-formyloxypropanoic acid	C(COC=O)C(=O)O	-0.400000006	13048467	PubChem:(13048467)	2
6	1	N/A	-82.63055518453729	C4H6O4	[M - H]-	JEZCMVCLPKSUOT	InChI=1S/C4H6O4/c5-2-3(6)1-4(7)8/h5H,1-2H2,(H,7,8)	4-hydroxy-3-oxobutanoate	C(C(=O)CO)C(=O)O	-1.0	19793911;23053742	EcoCyc Mine;PubChem:(19793911 23053742);PubMed;KEGG Mine;PubChem class - bio and metabolites	25786581058
7	1	N/A	-83.42890179429259	C4H6O4	[M - H]-	KWFCSMSCNOVLBA	InChI=1S/C4H6O4/c1-2(5)3(6)4(7)8/h3,6H,1H3,(H,7,8)	2-hydroxy-3-oxobutanoic acid	CC(=O)C(C(=O)O)O	-0.899999976	13696364;45085130;45085131	EcoCyc Mine;PubChem:(13696364 45085130 45085131);KEGG Mine	25769803778
8	1	N/A	-84.3266482148678	C4H6O4	[M - H]-	GVBQFWCQZQTKKL	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1,5-6H,2H2,(H,7,8)	4,4-dihydroxybut-3-enoic Acid	C(C=C(O)O)C(=O)O	-0.300000012	5326675	PubChem:(5326675)	2
9	1	N/A	-86.61712394996898	C4H6O4	[M - H]-	PBVZQAXFSQKDKK	InChI=1S/C4H6O4/c1-8-4(7)2-3(5)6/h2H2,1H3,(H,5,6)	ACMC-20akdo	COC(=O)CC(=O)O	-0.284269422	538366;3801157;87234242	HMDB:(130020);SuperNatural:(SN00002788);ZINC bio:(ZINC02146608);MeSH:(538366 3801157);PubMed;NORMAN:(NS00030369);COCONUT:(CNP0055164);PubChem:(538366 3801157 87234242);YMDB Mine;PubChem class - bio and metabolites;EcoCyc Mine;KEGG Mine	60149735502
10	1	N/A	-87.06262829055437	C4H6O4	[M - H]-	QAQAXKFPPXLIPL	InChI=1S/C4H6O4/c1-2(5)3(6)4(7)8/h3,5-6H,1H2,(H,7,8)	null	C=C(C(C(=O)O)O)O	-0.600000024	122694738	PubChem:(122694738);KEGG Mine	8589934594
