rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C20H32O9	[M - H2O - H]-	C20H30O8	76.66365628144115	72.83403363484149	3.8296226465996597	31	0.9329546840130779	1.1505297357773836	2.079911561654918	-45345.33022085018	
2	C14H33N4O8P	[M - H2O - H]-	C14H31N4O7P	65.53985155516207	63.48043811427091	2.0594134408911637	29	0.8982183821673753	2.079911561654918	2.802341976903772	-45342.732052869964	
3	C15H33ClN4O7	[M - H2O - H]-	C15H31ClN4O6	65.26189788625923	65.26189788625923	0.0	29	0.8982183821673753	2.079911561654918	2.794177447978725	-45343.176251932964	
4	C13H32N6O7S	[M - H2O - H]-	C13H30N6O6S	65.0490464564881	62.58643955922515	2.46260689726295	29	0.8982183821673753	0.8726738788689183	2.079911561654918	-45347.05676366887	
5	C21H28N4O5	[M - H2O - H]-	C21H26N4O4	64.76553450837567	62.40340565974464	2.362128848631022	28	0.8892946971136261	1.092657093229978	2.840196714044973	-45348.69738217994	
6	C18H30N3O8	[M - H2O - H]-	C18H28N3O7	64.53704990267059	61.44743407246906	3.0896158302015335	29	0.8982183821673753	2.079911561654918	3.1863764382439324	-45341.949735814385	
7	C16H28N6O7	[M - H2O - H]-	C16H26N6O6	62.78824195199809	60.880051715755606	1.908190236242483	27	0.8761771352900977	1.9717035150540294	2.802341976903772	-45338.5692507786	
8	C16H35NO9P	[M - H2O - H]-	C16H33NO8P	61.387578987061666	58.066467635971144	3.3211113510905252	29	0.898218382167375	0.8726738788689183	2.079911561654918	-45346.11253790561	
9	C17H35ClNO8	[M - H2O - H]-	C17H33ClNO7	59.84242162451932	59.84242162451932	0.0	29	0.898218382167375	0.8726738788689183	2.079911561654918	-45346.556736968756	
10	C13H34N6O5P2	[M - H2O - H]-	C13H32N6O4P2	56.33780607517539	54.76466631396293	1.5731397612124682	26	0.8708745324777334	1.1311784663448434	2.7644872397625706	-45350.26201629066	
