rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C13H16O7	[M - H]-	C13H16O7	33.1017074471244	32.34042764850068	0.7612797986237207	6	0.9356787696577243	1.1863730402205928	3.1422426791666376	-8.359475214775605	
2	C10H21O5PS	[M - H]-	C10H21O5PS	26.585675060970935	24.756544912527584	1.8291301484433504	6	0.9356787696577243	2.231448462474827	3.1422426791666376	8.849266795771529	
3	C11H14N3O6	[M - H]-	C11H14N3O6	17.742323349692562	15.478954110326068	2.263369239366493	6	0.37776942645698436	0.21009631330324402	3.1422426791666376	-3.616348926330739	
4	C9H12N6O5	[M - H]-	C9H12N6O5	17.197675101408734	14.613362486004515	2.584312615404218	4	0.2865402405180389	2.1645843396147733	3.9526577819953337	1.1267773621141257	
5	C17H16O2S	[M - H]-	C17H16O2S	16.53171122723904	16.53171122723904	0.0	5	0.305400092506938	3.0750289073511916	3.2094564509820835	0.4793701772301081	
6	C4H14N9O4S	[M - H]-	C4H14N9O4S	15.041615640517833	13.950307750551342	1.0913078899664903	6	0.937077937095282	1.1225835993005646	4.380069124645359	-6.038844676532019	
7	C7H17N4O6P	[M - H]-	C7H17N4O6P	11.432166318772579	9.002273253224462	2.4298930655481166	5	0.35890957446808514	-2.2783392719439375	2.2783392719439375	-4.714010519928724	
8	C8H13N8O2P	[M - H]-	C8H13N8O2P	10.608873790583564	9.030769988852402	1.5781038017311628	4	0.844449583718779	-4.614165260634154	6.001327047206905	-9.438442443824067	
9	C9H22N2O2P2S	[M - H]-	C9H22N2O2P2S	9.769994149103685	6.70254103936671	3.0674531097369746	5	0.305400092506938	1.3014941796801802	3.0750289073511916	-1.715953009965861	
10	C13H19NO2PS	[M - H]-	C13H19NO2PS	9.029701566137025	7.942428652141766	1.0872729139952586	5	0.305400092506938	2.612158060512258	3.0750289073511916	-0.6182914165686799	
