rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.08662376868041094	-50.82772004743327	C8H12O6	[M - H]-	HSFRERUAMMYUJU	InChI=1S/C8H12O6/c1-4(8(13)14)5(2-6(9)10)3-7(11)12/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	3-(carboxymethyl)-2-methylpentanedioic acid	CC(C(CC(=O)O)CC(=O)O)C(=O)O	-0.5	19931614	PubChem:(19931614)	2
2	1	N/A	-59.422734210177026	C8H12O6	[M - H]-	ZZGYSRHAJDNSBK	InChI=1S/C8H12O6/c1-3(6(9)10)5(8(13)14)4(2)7(11)12/h3-5H,1-2H3,(H,9,10)(H,11,12)(H,13,14)	1-methylbutane-1,2,3-tricarboxylic acid	CC(C(C(C)C(=O)O)C(=O)O)C(=O)O	-0.100000001	19931624	PubChem:(19931624)	2
3	1	N/A	-60.057688822501895	C8H12O6	[M - H]-	KHENIPLAAZKGOA	InChI=1S/C8H12O6/c1-2-8(7(13)14,3-5(9)10)4-6(11)12/h2-4H2,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CCC(CC(=O)O)(CC(=O)O)C(=O)O	-0.5	88420500	PubChem:(88420500)	2
4	1	N/A	-60.882494971197865	C8H12O6	[M - H]-	WLKKNWKEGHLJAM	InChI=1S/C8H12O6/c1-4(7(11)12)5(8(13)14)2-3-6(9)10/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	1-methylbutane-1,2,4-tricarboxylic acid	CC(C(CCC(=O)O)C(=O)O)C(=O)O	-0.300000012	13116441	PubChem:(13116441)	2
5	1	N/A	-62.38048852144647	C8H12O6	[M - H]-	LGPJQXNNTQVASQ	InChI=1S/C8H12O6/c1-4(7(11)12)2-5(8(13)14)3-6(9)10/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	1,2,4-Pentanetricarboxylic acid	CC(CC(CC(=O)O)C(=O)O)C(=O)O	-0.300000012	22673067	PubChem:(22673067)	2
6	1	N/A	-62.54702669138326	C8H12O6	[M - H]-	CFWCHRGGWPEKJK	InChI=1S/C8H12O6/c1-2-4(6(9)10)3-5(7(11)12)8(13)14/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CCC(CC(C(=O)O)C(=O)O)C(=O)O	0.300000012	53718931	PubChem:(53718931)	2
7	1	N/A	-63.57919271675659	C8H12O6	[M - H]-	YRNBVGFKFCKKIE	InChI=1S/C8H12O6/c1-8(2-5(9)10,3-6(11)12)4-7(13)14/h2-4H2,1H3,(H,9,10)(H,11,12)(H,13,14)	3-Carboxymethyl-3-methyl-pentanedioic acid	CC(CC(=O)O)(CC(=O)O)CC(=O)O	-0.600000024	317420;7451852	PubChem:(317420 7451852);PubMed	66
8	1	N/A	-65.53415970067421	C8H12O6	[M - H]-	GFQYAPVDTMBMOR	InChI=1S/C8H12O6/c9-6(10)2-1-5(3-7(11)12)4-8(13)14/h5H,1-4H2,(H,9,10)(H,11,12)(H,13,14)	3-(carboxymethyl)hexanedioic acid	C(CC(=O)O)C(CC(=O)O)CC(=O)O	-0.699999988	19931618	PubChem:(19931618);PubMed	66
9	1	N/A	-65.74339908867309	C8H12O6	[M - H]-	XCYWVNQPFIMNBA	InChI=1S/C8H12O6/c1-3(4(2)6(9)10)5(7(11)12)8(13)14/h3-5H,1-2H3,(H,9,10)(H,11,12)(H,13,14)	null	CC(C(C)C(=O)O)C(C(=O)O)C(=O)O	0.400000006	23208384	PubChem:(23208384)	2
10	1	N/A	-65.80156090263378	C8H12O6	[M - H]-	XLCDXXYCLGCXPX	InChI=1S/C8H12O6/c1-4(2-6(9)10)5(8(13)14)3-7(11)12/h4-5H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	3-methylbutane-1,2,4-tricarboxylic acid	CC(CC(=O)O)C(CC(=O)O)C(=O)O	-0.5	19931622	PubChem:(19931622)	2
11	1	N/A	-68.87825353266902	C8H12O6	[M - H]-	HGOVYRQENBZBHZ	InChI=1S/C8H12O6/c1-3(2)4(6(9)10)5(7(11)12)8(13)14/h3-5H,1-2H3,(H,9,10)(H,11,12)(H,13,14)	null	CC(C)C(C(C(=O)O)C(=O)O)C(=O)O	0.400000006	129806102	PubChem:(129806102)	2
12	1	N/A	-70.1454911991414	C8H12O6	[M - H]-	COFPYADOWIQGJY	InChI=1S/C8H12O6/c1-4(2-3-5(9)10)6(7(11)12)8(13)14/h4,6H,2-3H2,1H3,(H,9,10)(H,11,12)(H,13,14)	null	CC(CCC(=O)O)C(C(=O)O)C(=O)O	0.200000003	131843021	PubChem:(131843021)	2
13	1	N/A	-70.44568352619622	C8H12O6	[M - H]-	WQVJPFFCPVMHPY	InChI=1S/C8H12O6/c1-4(6(11)12)8(2,7(13)14)3-5(9)10/h4H,3H2,1-2H3,(H,9,10)(H,11,12)(H,13,14)	null	CC(C(=O)O)C(C)(CC(=O)O)C(=O)O	-0.300000012	101547553	PubChem:(101547553)	2
14	1	N/A	-70.89999465948786	C8H12O6	[M - H]-	JEGSJRXGGPUHHC	InChI=1S/C8H12O6/c1-5(9)2-8(14,3-6(10)11)4-7(12)13/h14H,2-4H2,1H3,(H,10,11)(H,12,13)	null	CC(=O)CC(CC(=O)O)(CC(=O)O)O	-1.28315544	""	KEGG Mine	8589934592
15	1	N/A	-73.00247849257947	C8H12O6	[M - H]-	VMWJGTKDJFMTFZ	InChI=1S/C8H12O6/c1-8(2,7(13)14)4(6(11)12)3-5(9)10/h4H,3H2,1-2H3,(H,9,10)(H,11,12)(H,13,14)	null	CC(C)(C(CC(=O)O)C(=O)O)C(=O)O	-0.300000012	90752044	PubChem:(90752044);PubMed	66
16	1	N/A	-74.89074439176981	C8H12O6	[M - H]-	FZHLGCMKCDRQRA	InChI=1S/C8H12O6/c1-8(7(13)14,4-6(11)12)3-2-5(9)10/h2-4H2,1H3,(H,9,10)(H,11,12)(H,13,14)	2-methylbutane-1,2,4-tricarboxylic acid	CC(CCC(=O)O)(CC(=O)O)C(=O)O	-0.5	22886668	PubChem:(22886668)	2
