rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C20H32O8	[M - H2O - H]-	C20H30O7	37.22957836206234	33.32462712225222	3.9049512398101247	9	0.9289239949403286	1.0591079999236723	2.378520228631747	-47247.66275114079	
2	C16H28N6O6	[M - H2O - H]-	C16H26N6O5	30.206232882932223	28.74750728943711	1.4587255934951129	9	0.9289239949403286	2.0104235678454754	2.416281362509988	-47240.61809141664	
3	C13H32N6O6S	[M - H2O - H]-	C13H30N6O5S	29.874654339901877	28.16301210875271	1.7116422311491666	9	0.9289239949403286	1.0591079999236723	2.378520228631747	-47249.46173952991	
4	C14H33N4O7P	[M - H2O - H]-	C14H31N4O6P	29.448000040534673	28.27611454539945	1.1718854951352196	9	0.9289239949403286	2.0104235678454754	2.416281362509988	-47244.9555642824	
5	C15H33ClN4O6	[M - H2O - H]-	C15H31ClN4O5	28.136171044351453	28.136171044351453	0.0	9	0.9289239949403286	2.0104235678454754	2.416281362509988	-47245.418401895266	
6	C19H33N2O5P	[M - H2O - H]-	C19H31N2O4P	27.73450284462096	25.34930125017078	2.3852015944501814	9	0.9289239949403286	1.0591079999236723	2.416281362509988	-47255.50867110118	
7	C17H36O8S	[M - H2O - H]-	C17H34O7S	25.85112672803883	24.16953989646461	1.6815868315742228	9	0.9289239949403286	1.0591079999236723	2.416281362509988	-47256.50639925406	
8	C18H30N3O7	[M - H2O - H]-	C18H28N3O6	25.732278245906585	22.800101153408185	2.932177092498399	9	0.9289239949403286	2.0104235678454754	2.416281362509988	-47244.14042127872	
9	C16H35NO8P	[M - H2O - H]-	C16H33NO7P	25.641949765354674	22.91028163252971	2.731668132824964	9	0.9289239949403286	1.0591079999236723	2.378520228631747	-47248.477894144475	
10	C16H36N2O5S2	[M - H2O - H]-	C16H34N2O4S2	24.433050880109878	24.433050880109878	0.0	9	0.9289239949403286	2.0104235678454754	2.416281362509988	-47239.3894087902	
