rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C20H32O8	[M - H]-	C20H32O8	114.95129291896798	111.07073445613699	3.8805584628309946	33	0.9151984527701231	1.6650892057524964	2.1917975004053583	-0.3294868445529195	
2	C16H28N6O6	[M - H]-	C16H28N6O6	101.60960365554044	99.92072903364183	1.6888746218986064	32	0.6809916648125008	2.052365764043156	2.5458219885746347	6.397347977660013	
3	C21H28N4O4	[M - H]-	C21H28N4O4	101.54201172337171	98.73207558834973	2.8099361350219807	32	0.8431427251099659	1.7243652256744677	2.6388438640615943	-3.679647819278175	
4	C14H33N4O7P	[M - H]-	C14H33N4O7P	99.39285858845587	98.04250407104978	1.350354517406089	32	0.8431427251099658	2.1269150399303074	2.57360753557696	2.2555633271223576	
5	C18H30N3O7	[M - H]-	C18H30N3O7	98.46770413478544	95.42194722534464	3.0457569094408004	33	0.8552946411761682	2.1435561866300814	2.6269564375917547	3.0339305665535465	
6	C15H33ClN4O6	[M - H]-	C15H33ClN4O6	97.46207965488237	97.46207965488237	0.0	32	0.8431427251099659	2.052365764043156	2.5530338980977807	1.8136069668157304	
7	C13H32N6O6S	[M - H]-	C13H32N6O6S	96.54844296481276	94.86719927838408	1.6812436864286917	32	0.8431427251099659	1.7243652256744677	2.208649548953498	-2.0473125755971733	
8	C16H35NO8P	[M - H]-	C16H35NO8P	96.21997716100194	93.59386595890965	2.626111202092284	32	0.8431427251099658	1.7243652256744677	2.16767684351772	-1.1078540839841085	
9	C17H35ClNO7	[M - H]-	C17H35ClNO7	93.69639079995294	93.69639079995294	0.0	32	0.8431427251099658	1.7243652256744677	2.16767684351772	-1.5498104444331282	
10	C11H30N9O5S	[M - H]-	C11H30N9O5S	90.82681165122901	90.63044473135506	0.1963669198739555	32	0.8431427251099659	1.9848636344508073	2.2503714617810484	1.3161048356516856	
