rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13515951786881605	-151.36092490164512	C18H26O8	[M - H]-	VTVCRIULVXTMRY	InChI=1S/C18H26O8/c19-13(3-1-5-17(23)24)7-9-15(21)11-12-16(22)10-8-14(20)4-2-6-18(25)26/h1-12H2,(H,23,24)(H,25,26)	null	C(CC(=O)CCC(=O)CCC(=O)CCC(=O)CCCC(=O)O)CC(=O)O	-1.70000005	57306200	PubChem:(57306200)	2
2	1	N/A	-165.9496887499365	C18H26O8	[M - H]-	DWNLEQCWEAGEIH	InChI=1S/C18H26O8/c1-3-4-5-9-13(17(23)24)14(18(25)26)10-7-6-8-12(16(21)22)11(2)15(19)20/h4-7,11-14H,3,8-10H2,1-2H3,(H,19,20)(H,21,22)(H,23,24)(H,25,26)	null	CCC=CCC(C(CC=CCC(C(C)C(=O)O)C(=O)O)C(=O)O)C(=O)O	1.89999998	117958830	PubChem:(117958830)	2
3	1	N/A	-166.05909695678005	C18H26O8	[M - H]-	ZXNBTQKPUXWWDY	InChI=1S/C18H26O8/c1-9-5-6-10(2)12(8-18(4,15(23)24)16(25)26)11(9)7-17(3,13(19)20)14(21)22/h5-6,9-12H,7-8H2,1-4H3,(H,19,20)(H,21,22)(H,23,24)(H,25,26)	null	CC1C=CC(C(C1CC(C)(C(=O)O)C(=O)O)CC(C)(C(=O)O)C(=O)O)C	2.5999999	68420475	PubChem:(68420475)	2
4	1	N/A	-166.92856590944288	C18H26O8	[M - H]-	WNSWUWBMUKRVNG	InChI=1S/C18H26O8/c1-9(2)25-15(19)8-13(18(24)26-10(3)4)11-5-6-12(16(20)21)14(7-11)17(22)23/h5-6,9-14H,7-8H2,1-4H3,(H,20,21)(H,22,23)	null	CC(C)OC(=O)CC(C1CC(C(C=C1)C(=O)O)C(=O)O)C(=O)OC(C)C	1.60000002	54440469	PubChem:(54440469)	2
5	1	N/A	-167.42944881835507	C18H26O8	[M - H]-	KKYWCDUXKMVAEC	InChI=1S/C18H26O8/c1-9(2)17(13(19)20,14(21)22)11-6-5-7-12(8-11)18(10(3)4,15(23)24)16(25)26/h5-6,9-12H,7-8H2,1-4H3,(H,19,20)(H,21,22)(H,23,24)(H,25,26)	null	CC(C)C(C1CC=CC(C1)C(C(C)C)(C(=O)O)C(=O)O)(C(=O)O)C(=O)O	2.9000001	68416910	PubChem:(68416910)	2
6	1	N/A	-167.5430979477938	C18H26O8	[M - H]-	PLVMKFHYZMHFJL	InChI=1S/C18H26O8/c1-9(2)17(13(19)20,14(21)22)11-7-5-6-8-12(11)18(10(3)4,15(23)24)16(25)26/h5-6,9-12H,7-8H2,1-4H3,(H,19,20)(H,21,22)(H,23,24)(H,25,26)	null	CC(C)C(C1CC=CCC1C(C(C)C)(C(=O)O)C(=O)O)(C(=O)O)C(=O)O	2.79999995	68416814	PubChem:(68416814)	2
7	1	N/A	-169.4877276230845	C18H26O8	[M - H]-	XRECKYUKVUUPAJ	InChI=1S/C18H26O8/c19-15(20)5-1-3-7-17(23)25-13-9-11-14(12-10-13)26-18(24)8-4-2-6-16(21)22/h9,11,13-14H,1-8,10,12H2,(H,19,20)(H,21,22)	6-[4-(5-carboxypentanoyloxy)cyclohex-2-en-1-yl]oxy-6-oxohexanoic acid	C1CC(C=CC1OC(=O)CCCCC(=O)O)OC(=O)CCCCC(=O)O	1.29999995	20299027	PubChem:(20299027)	2
8	1	N/A	-169.72058548952697	C18H26O8	[M - H]-	ZRXYCAADUMFWOG	InChI=1S/C18H26O8/c1-13(7-5-9-15(19)20)17(23)25-11-3-4-12-26-18(24)14(2)8-6-10-16(21)22/h1-12H2,(H,19,20)(H,21,22)	null	C=C(CCCC(=O)O)C(=O)OCCCCOC(=O)C(=C)CCCC(=O)O	2.0999999	18369791	PubChem:(18369791)	2
9	1	N/A	-169.7881577962693	C18H26O8	[M - H]-	FHQRPUBITOSFEJ	InChI=1S/C18H26O8/c1-8(9-6-15(2,11(19)20)17(9,4)13(23)24)10-7-16(3,12(21)22)18(10,5)14(25)26/h8-10H,6-7H2,1-5H3,(H,19,20)(H,21,22)(H,23,24)(H,25,26)	null	CC(C1CC(C1(C)C(=O)O)(C)C(=O)O)C2CC(C2(C)C(=O)O)(C)C(=O)O	1.39999998	69031811	PubChem:(69031811)	2
10	1	N/A	-170.50653131100273	C18H26O8	[M - H]-	LKKKBIMCVXNBHX	InChI=1S/C18H26O8/c1-5-25-17(23)15(11(3)19)13(21)9-7-8-10-14(22)16(12(4)20)18(24)26-6-2/h15-16H,5-10H2,1-4H3	null	CCOC(=O)C(C(=O)C)C(=O)CCCCC(=O)C(C(=O)C)C(=O)OCC	0.899999976	54038130	PubChem:(54038130)	2
