rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C11H12N2O6	[M - H]-	C11H12N2O6	5.931269417179097	3.9211471177493795	2.0101222994297174	2	0.49906806545603927	5.567795447879123	5.567795447879123	7.190586512014848	
2	C10H13N4O3P	[M - H]-	C10H13N4O3P	5.163214558926728	2.412940026883833	2.750274532042895	2	0.49906806545603927	-0.03161151113990002	3.995337852222904	-4.008227196357979	
3	C16H12O4	[M - H]-	C16H12O4	5.040826591023662	5.040826591023662	0.0	2	0.49906806545603927	-1.9636527517867735	5.927379092869778	-7.872309605308019	
4	C9H17O7P	[M - H]-	C9H17O7P	4.454196676077974	1.3321173405795919	3.122079335498382	2	0.49906806545603927	2.4722660681704234	2.4722660681704234	0.9995278685070169	
5	C11H13ClN4O2	[M - H]-	C11H13ClN4O2	2.191918517848044	2.191918517848044	0.0	2	0.49906806545603927	-0.36192537673127223	4.325651717814276	-4.668854915172391	
6	C12H8N6O2	[M - H]-	C12H8N6O2	2.154630932836232	0.8120636373083143	1.3425672955279175	1	0.0	2.1641093962674414	2.1641093962674414	2.1828314473626973	
7	C10H17ClO6	[M - H]-	C10H17ClO6	1.308111154134619	1.308111154134619	0.0	2	0.49906806545603927	2.141952202579051	2.141952202579051	0.3389001496926058	
8	C8H16N2O6S	[M - H]-	C8H16N2O6S	1.3053804150782629	-1.1444172844735867	2.4497976995518496	1	0.0	-5.451049020196054	5.451049020196054	-5.4323268265291045	
9	C12H16N2OS2	[M - H]-	C12H16N2OS2	-0.9729701300965636	-0.9729701300965636	0.0	1	0.0	3.9178601566275257	3.9178601566275257	3.936582174888899	
10	C4H12N8O4S	[M - H]-	C4H12N8O4S	-1.3587341063757425	-1.3587341063757425	0.0	2	0.49906806545603927	2.0143389161009577	2.589753304414135	4.622814225928766	
