rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C12H14O6	[M - H]-	C12H14O6	54.42882171821434	53.008323928618566	1.4204977895957713	9	0.9585283849038156	0.1547991872902074	3.4364959966166513	-9.016163898733492	
2	C10H12N3O5	[M - H]-	C10H12N3O5	38.70238177859248	35.99854091092193	2.703840867670552	8	0.6144320482605629	-0.18403211918962376	3.53788811852826	-3.7105695616387955	
3	C8H10N6O4	[M - H]-	C8H10N6O4	38.51973874155979	36.00325614772576	2.5164825938340325	7	0.5881709966193623	0.1547991872902074	3.4364959966166513	1.5950247755682079	
4	C7H14N2O8	[M - H]-	C7H14N2O8	35.927412241746325	34.29085313667214	1.6365591050741877	7	0.5881709966193623	0.1547991872902074	3.6392802404398688	6.8797078594809555	
5	C6H15N4O5P	[M - H]-	C6H15N4O5P	34.32464603548945	32.503135846958315	1.8215101885311378	7	0.5881709966193623	-0.5228634256694549	3.6392802404398688	-4.938398377698534	
6	C8H18N2O3S2	[M - H]-	C8H18N2O3S2	31.722615515199973	31.722615515199973	0.0	7	0.5881709966193623	0.1547991872902074	3.501078208032732	3.4457576258037714	
7	C6H8N9O3	[M - H]-	C6H8N9O3	22.38540885184814	21.531166417491026	0.8542424343571144	6	0.5489546773174433	-0.18403211918962376	3.9450196861596467	6.900619112775211	
8	C16H14OS	[M - H]-	C16H14OS	6.865612191129787	6.865612191129787	0.0	4	0.07467842433690154	-2.4882034006860483	2.689854153516973	0.8708442066561433	
9	C9H21O2P3	[M - H]-	C9H21O2P3	3.5687608083387596	0.949586010250548	2.6191747980882116	3	0.040503083159996865	-0.5228634256694549	5.258042245593704	5.202721760561357	
10	C8H20N2OP2S	[M - H]-	C8H20N2OP2S	3.0674690263990874	0.07067190097611586	2.9967971254229715	3	0.040503083159996865	-1.529492564826988	1.529492564826988	-1.5848134253510267	
