rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C16H22N6O8	[M - H]-	C16H22N6O8	19.840289837021754	16.816713966752612	3.0235758702691427	6	0.8769081707329641	0.6258924907491916	1.1137565310808923	0.5522569167201935	
2	C15H26N2O12	[M - H]-	C15H26N2O12	19.368237136310803	16.270953868520785	3.0972832677900204	6	0.8769081707329641	1.1137565310808923	2.564705917204883	3.69800413350644	
3	C20H26O10	[M - H]-	C20H26O10	19.290356225222155	18.01961695939799	1.2707392658241645	6	0.8769081707329641	0.6258924907491916	2.678467346521166	-5.764132677243459	
4	C14H27N4O9P	[M - H]-	C14H27N4O9P	17.72610187080094	14.53478832098468	3.1913135498162593	6	0.8769081707329641	0.6258924907491916	2.4640830513997303	-3.3368121861373345	
5	C27H22O5	[M - H]-	C27H22O5	17.629008871319666	17.629008871319666	0.0	6	0.8769081707329641	1.1137565310808923	2.678467346521166	8.050583302919417	
6	C17H33O6P3	[M - H]-	C17H33O6P3	16.814234425055506	13.480762900837398	3.3334715242181083	6	0.8769081707329641	1.1137565310808923	2.0655866047576312	2.6997655884441896	
7	C12H18N12O6	[M - H]-	C12H18N12O6	16.292106500284458	14.762341670306647	1.5297648299778115	6	0.8769081707329641	1.1137565310808923	2.678467346521166	6.868646510683846	
8	C13H26N6O8S	[M - H]-	C13H26N6O8S	15.75152371790425	13.422821059065015	2.3287026588392363	6	0.8769081707329641	0.6258924907491916	2.678467346521166	-7.377143381175304	
9	C16H32N2O5P2S	[M - H]-	C16H32N2O5P2S	15.375012433918037	11.959862294523743	3.415150139394294	6	0.8769081707329641	0.6258924907491916	1.4659596818717686	-1.3405656067274838	
10	C10H23N10O7P	[M - H]-	C10H23N10O7P	15.317278397391817	13.594492569355173	1.7227858280366437	6	0.8769081707329641	1.1137565310808923	2.205492525637408	2.979577407826318	
