rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C14H18N6O8	[M - H]-	C14H18N6O8	16.90111512087269	13.568738702772265	3.3323764181004245	5	0.9691349279727998	1.6672352600547853	1.6672352600547853	0.11310703443068783	
2	C18H22O10	[M - H]-	C18H22O10	13.538099223200902	11.046024726568094	2.4920744966328083	3	0.6488413015598439	1.6730758270607213	2.007442288653987	-6.64914692065829	
3	C14H26N2O7S2	[M - H]-	C14H26N2O7S2	12.715359688857138	12.715359688857138	0.0	5	0.9691349279727998	2.007442288653987	2.007442288653987	1.292534327670262	
4	C12H23N4O9P	[M - H]-	C12H23N4O9P	11.849433617012222	10.171057527352678	1.6783760896595434	5	0.9691349279727998	-3.1497719240728124	3.1497719240728124	-4.050485557695921	
5	C13H22N2O12	[M - H]-	C13H22N2O12	11.730340074347467	9.640721279140319	2.089618795207147	3	0.6488413015598439	2.007442288653987	2.007442288653987	3.480907775973318	
6	C15H29O6P3	[M - H]-	C15H29O6P3	11.008504882909047	7.978374975223138	3.0301299076859087	4	0.8792388678457456	2.1506464709105115	2.1506464709105115	2.4122050860821607	
7	C25H18O5	[M - H]-	C25H18O5	10.93655217223261	10.93655217223261	0.0	3	0.6488413015598439	2.007442288653987	2.007442288653987	8.140728907229867	
8	C15H14N10O4	[M - H]-	C15H14N10O4	10.564548153780727	7.545948932189269	3.018599221591458	5	0.9691349279727998	-2.254846210249689	2.254846210249689	-3.2546937069688	
9	C16H20N3O9	[M - H]-	C16H20N3O9	10.321880001282093	7.0347692012448135	3.2871108000372797	5	0.9691349279727998	-2.269832530335637	2.269832530335637	-3.2680199429706587	
10	C22H22O5S	[M - H]-	C22H22O5S	9.971065257545186	9.971065257545186	0.0	5	0.9691349279727998	1.074388559699876	1.074388559699876	-0.34839573086573944	
