rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C12H16O6	[M - H2O - H]-	C12H14O5	45.24995311256515	44.47221880819284	0.7777343043723122	8	0.9063361509193228	2.8252376573111495	3.0247118278365477	-75979.37316156267	
2	C8H20N2O3S2	[M - H2O - H]-	C8H18N2O2S2	20.44994314866591	20.44994314866591	0.0	6	0.43449910004328907	3.1756254714366126	3.1756254714366126	-75966.07046443314	
3	C10H14N3O5	[M - H2O - H]-	C10H12N3O4	19.587087197981944	17.28735595844601	2.2997312395359324	7	0.07730058554145496	1.971579195252429	3.1608218987661627	-75973.70961165037	
4	C9H23O2P3	[M - H2O - H]-	C9H21OP3	18.113415738774435	15.544398618966493	2.569017119807942	6	0.43449910004328907	3.1756254714366126	3.1756254714366126	-75964.19496219166	
5	C8H12N6O4	[M - H2O - H]-	C8H10N6O3	11.36501168161748	9.10967336992954	2.25533831168794	4	0.034941104098790185	1.7896143898933117	1.7896143898933117	-75968.04606173778	
6	C6H17N4O5P	[M - H2O - H]-	C6H15N4O4P	8.290290973572116	6.256046555710952	2.034244417861164	4	0.034941104098790185	-4.772264920008259	4.772264920008259	-75975.02027909718	
7	C7H16N2O8	[M - H2O - H]-	C7H14N2O7	2.21933057516795	0.5013756371858793	1.7179549379820707	3	0.00914082613747693	4.274381998854335	4.274381998854335	-75962.40483390991	
8	C4H15N7O4P	[M - H2O - H]-	C4H13N7O3P	0.6561894241339061	-0.13602972911562716	0.7922191532495333	3	0.02580027796131325	1.3669433590901028	1.3669433590901028	-75969.35672918461	
9	C16H16OS	[M - H2O - H]-	C16H14S	0.2226418524030519	0.2226418524030519	0.0	3	0.015037251372718781	2.0961002215699054	2.0961002215699054	-75968.81910101238	
10	C8H22N2OP2S	[M - H2O - H]-	C8H20N2P2S	-2.665033380129233	-5.542580331935527	2.877546951806294	2	0.0	-1.6047604083365914	1.6047604083365914	-75971.44043590604	
