rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13945872556320404	-58.00960639815363	C10H16O7	[M - H2O - H]-	WYDMQWDFTNHRRF	InChI=1S/C10H16O7/c11-7(12)4-2-1-3-5-10(17,9(15)16)6-8(13)14/h17H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	tetrahomocitrate	C(CCC(=O)O)CCC(CC(=O)O)(C(=O)O)O	-0.400000006	44123350;44123351	PubChem:(44123350 44123351);Biocyc:(CPD-10749);KEGG Mine	8589936642
2	1	N/A	-80.71127171336305	C10H16O7	[M - H2O - H]-	NUAYZLSPRKBQGH	InChI=1S/C10H16O7/c1-3-9(4-2,7(13)14)10(17,8(15)16)5-6(11)12/h17H,3-5H2,1-2H3,(H,11,12)(H,13,14)(H,15,16)	3-ethyl-2-hydroxypentane-1,2,3-tricarboxylate	CCC(CC)(C(=O)O)C(CC(=O)O)(C(=O)O)O	-0.400000006	18913307;21613950	PubChem:(18913307 21613950)	2
3	1	N/A	-91.33910468234893	C10H16O7	[M - H2O - H]-	DSQGIBFWRRAYRH	InChI=1S/C10H16O7/c11-4-3-10(5-8(14)15,6-9(16)17)2-1-7(12)13/h11H,1-6H2,(H,12,13)(H,14,15)(H,16,17)	3-(carboxymethyl)-3-(2-hydroxyethyl)hexanedioic acid	C(CC(CCO)(CC(=O)O)CC(=O)O)C(=O)O	-1.10000002	22253887	PubChem:(22253887)	2
4	1	N/A	-95.52407897809304	C10H16O7	[M - H2O - H]-	FUFMOKZNPDYPSR	InChI=1S/C10H16O7/c1-2-3-4-6(8(13)14)10(17,9(15)16)5-7(11)12/h6,17H,2-5H2,1H3,(H,11,12)(H,13,14)(H,15,16)	null	CCCCC(C(=O)O)C(CC(=O)O)(C(=O)O)O	0.0	22377747;22377748	PubChem:(22377747 22377748)	2
5	1	N/A	-109.16051760694242	C10H16O7	[M - H2O - H]-	RLTSZOJTCVRBLQ	InChI=1S/C10H16O7/c1-9(2,3)6(7(13)14)10(17,8(15)16)4-5(11)12/h6,17H,4H2,1-3H3,(H,11,12)(H,13,14)(H,15,16)	null	CC(C)(C)C(C(=O)O)C(CC(=O)O)(C(=O)O)O	-0.300000012	54273443	PubChem:(54273443)	2
6	1	N/A	-110.17235091971746	C10H16O7	[M - H2O - H]-	MVZHECODGSNDCI	InChI=1S/C10H16O7/c1-8(2,5(11)12)10(17,7(15)16)9(3,4)6(13)14/h17H,1-4H3,(H,11,12)(H,13,14)(H,15,16)	2-hydroxy-1,1,3-trimethylbutane-1,2,3-tricarboxylic acid	CC(C)(C(=O)O)C(C(=O)O)(C(C)(C)C(=O)O)O	-0.200000003	11512714	PubChem:(11512714)	2
7	1	N/A	-116.09232704115705	C10H16O7	[M - H2O - H]-	LUIXFAGXRVCMFG	InChI=1S/C10H16O7/c1-17-9(15)10(16,6-8(13)14)5-3-2-4-7(11)12/h16H,2-6H2,1H3,(H,11,12)(H,13,14)	null	COC(=O)C(CCCCC(=O)O)(CC(=O)O)O	-0.0326839499	""	KEGG Mine	8589934592
8	1	N/A	-117.62313515422498	C10H16O7	[M - H2O - H]-	LCBOTKXLSHSWJF	InChI=1S/C10H16O7/c1-9(2,3)17-7(13)5-10(16,8(14)15)4-6(11)12/h16H,4-5H2,1-3H3,(H,11,12)(H,14,15)	2-hydroxy-2-[2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]butanedioic acid	CC(C)(C)OC(=O)CC(CC(=O)O)(C(=O)O)O	-0.25589779	20090103	PubChem:(20090103);PubMed	66
9	1	N/A	-118.96091799306038	C10H16O7	[M - H2O - H]-	OFKJEOXOFMBCBK	InChI=1S/C10H16O7/c1-17-8(13)6-10(16,9(14)15)5-3-2-4-7(11)12/h16H,2-6H2,1H3,(H,11,12)(H,14,15)	null	COC(=O)CC(CCCCC(=O)O)(C(=O)O)O	-0.0326839499	""	KEGG Mine	8589934592
10	1	N/A	-119.74662001661886	C10H16O7	[M - H2O - H]-	FWIQGIQRNBVZEN	InChI=1S/C10H16O7/c1-3-16-7(11)5-10(15,9(13)14)6-8(12)17-4-2/h15H,3-6H2,1-2H3,(H,13,14)	1,3-Diethyl citrate	CCOC(=O)CC(CC(=O)OCC)(C(=O)O)O	-0.108515665	2724526;8029997	PubChem:(2724526 8029997);PubMed	66
11	1	N/A	-128.81629948349305	C10H16O7	[M - H2O - H]-	GJHBPDXPUFTRKA	InChI=1S/C10H16O7/c1-17-10(16)6(8(13)9(14)15)4-2-3-5-7(11)12/h6,8,13H,2-5H2,1H3,(H,11,12)(H,14,15)	null	COC(=O)C(CCCCC(=O)O)C(C(=O)O)O	0.0938890278	""	KEGG Mine	8589934592
12	1	N/A	-133.04195789383115	C10H16O7	[M - H2O - H]-	HSCHGUIKFADBDO	InChI=1S/C10H16O7/c1-17-10(16)8(13)6(9(14)15)4-2-3-5-7(11)12/h6,8,13H,2-5H2,1H3,(H,11,12)(H,14,15)	null	COC(=O)C(C(CCCCC(=O)O)C(=O)O)O	0.0938890278	""	KEGG Mine	8589934592
13	1	N/A	-134.45989842464274	C10H16O7	[M - H2O - H]-	GVIIAXMJSGASQE	InChI=1S/C10H16O7/c1-9(2,3)17-10(8(15)16,4-6(11)12)5-7(13)14/h4-5H2,1-3H3,(H,11,12)(H,13,14)(H,15,16)	null	CC(C)(C)OC(CC(=O)O)(CC(=O)O)C(=O)O	-0.5	57237036	PubChem:(57237036)	2
14	1	N/A	-137.66917064201195	C10H16O7	[M - H2O - H]-	XJPLJXMSVNSFCZ	InChI=1S/C10H16O7/c1-9(2,3)17-8(15)10(16,4-6(11)12)5-7(13)14/h16H,4-5H2,1-3H3,(H,11,12)(H,13,14)	3-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonyl]pentanedioic acid	CC(C)(C)OC(=O)C(CC(=O)O)(CC(=O)O)O	-0.699999988	13846773	PubChem:(13846773)	2
15	1	N/A	-138.1497935395604	C10H16O7	[M - H2O - H]-	KGYXYKHTHJPEBX	InChI=1S/C10H16O7/c1-3-16-8(13)6-10(15,5-7(11)12)9(14)17-4-2/h15H,3-6H2,1-2H3,(H,11,12)	Diethyl citrate	CCOC(=O)CC(CC(=O)O)(C(=O)OCC)O	-0.600000024	10999380;15384083;76962774;85781393	NORMAN:(NS00058684);PubChem class - food;PubChem:(10999380 15384083 76962774 85781393);PubMed;ZINC bio:(ZINC13398032 ZINC13398035)	134488130
16	1	N/A	-141.88240760502183	C10H16O7	[M - H2O - H]-	RUOKROYHHFWOEJ	InChI=1S/C10H16O7/c1-17-8(13)4-2-3-5-10(16,9(14)15)6-7(11)12/h16H,2-6H2,1H3,(H,11,12)(H,14,15)	null	COC(=O)CCCCC(CC(=O)O)(C(=O)O)O	-0.0326839499	""	KEGG Mine	8589934592
17	1	N/A	-148.46406078523594	C10H16O7	[M - H2O - H]-	GCHHTJIWMYJYQN	InChI=1S/C10H16O7/c11-3-1-2-10(5-12,6-13)7(9(16)17)4-8(14)15/h4,11-13H,1-3,5-6H2,(H,14,15)(H,16,17)	null	C(CC(CO)(CO)C(=CC(=O)O)C(=O)O)CO	-1.70000005	88775349	PubChem:(88775349)	2
18	1	N/A	-150.86032439913487	C10H16O7	[M - H2O - H]-	TWUZWTIVCCRAAD	InChI=1S/C10H16O7/c1-2-3-4-17-8(13)6-10(16,9(14)15)5-7(11)12/h16H,2-6H2,1H3,(H,11,12)(H,14,15)	ACMC-20mnlp	CCCCOC(=O)CC(CC(=O)O)(C(=O)O)O	-0.0508576967	14134171;60077784;57500604	COCONUT:(CNP0202864);Natural Products:(UNPD105807);PubChem:(14134171 60077784 57500604);SuperNatural:(SN00302112);PubMed	3178562
19	1	N/A	-151.22479693932019	C10H16O7	[M - H2O - H]-	HBGSMFBNKWWCEM	InChI=1S/C10H16O7/c1-5(2)3-6(7(12)13)10(4-11,8(14)15)9(16)17/h5-6,11H,3-4H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)	null	CC(C)CC(C(=O)O)C(CO)(C(=O)O)C(=O)O	-0.100000001	57185936	PubChem:(57185936)	2
20	1	N/A	-151.56003839744008	C10H16O7	[M - H2O - H]-	PAMOLBHTPAGTSN	InChI=1S/C10H16O7/c1-17-8(10(15)16)6(9(13)14)4-2-3-5-7(11)12/h6,8H,2-5H2,1H3,(H,11,12)(H,13,14)(H,15,16)	null	COC(C(CCCCC(=O)O)C(=O)O)C(=O)O	0.0938890278	""	KEGG Mine	8589934592
21	1	N/A	-153.30223773944846	C10H16O7	[M - H2O - H]-	VVZUPPWFYBEFSZ	InChI=1S/C10H16O7/c1-3-16-7(11)5-6(9(13)14)8(12)10(15)17-4-2/h6,8,12H,3-5H2,1-2H3,(H,13,14)	null	CCOC(=O)CC(C(C(=O)OCC)O)C(=O)O	-0.400000006	88024833	PubChem:(88024833)	2
22	1	N/A	-153.78491980356853	C10H16O7	[M - H2O - H]-	JCTQCVSWSNSRCC	InChI=1S/C10H16O7/c1-5(2)3-10(8(14)15,9(16)17)6(4-11)7(12)13/h5-6,11H,3-4H2,1-2H3,(H,12,13)(H,14,15)(H,16,17)	null	CC(C)CC(C(CO)C(=O)O)(C(=O)O)C(=O)O	-0.100000001	53948592	PubChem:(53948592)	2
23	1	N/A	-154.84637953089472	C10H16O7	[M - H2O - H]-	MNFSSXQSIPLHPX	InChI=1S/C10H16O7/c1-3-16-8(13)6-10(9(14)15,17-4-2)5-7(11)12/h3-6H2,1-2H3,(H,11,12)(H,14,15)	null	CCOC(=O)CC(CC(=O)O)(C(=O)O)OCC	-0.400000006	87464810	PubChem:(87464810)	2
24	1	N/A	-155.8982637254437	C10H16O7	[M - H2O - H]-	NCROSSJAFHZWKU	InChI=1S/C10H16O7/c1-17-10(9(15)16,6-8(13)14)5-3-2-4-7(11)12/h2-6H2,1H3,(H,11,12)(H,13,14)(H,15,16)	null	COC(CCCCC(=O)O)(CC(=O)O)C(=O)O	-0.0326839499	""	KEGG Mine	8589934592
25	1	N/A	-156.26399181550056	C10H16O7	[M - H2O - H]-	WJIXGRSFHGDYTC	InChI=1S/C10H16O7/c1-6(8(14)15)4-10(5-11,9(16)17)3-2-7(12)13/h6,11H,2-5H2,1H3,(H,12,13)(H,14,15)(H,16,17)	null	CC(CC(CCC(=O)O)(CO)C(=O)O)C(=O)O	-0.800000012	88643881	PubChem:(88643881)	2
26	1	N/A	-157.59278887220472	C10H16O7	[M - H2O - H]-	DAEDRIBVIKLURW	InChI=1S/C10H16O7/c1-3-16-9(14)6(5-7(11)12)8(13)10(15)17-4-2/h6,8,13H,3-5H2,1-2H3,(H,11,12)	null	CCOC(=O)C(CC(=O)O)C(C(=O)OCC)O	-0.400000006	53749613	PubChem:(53749613)	2
27	1	N/A	-159.3506094019773	C10H16O7	[M - H2O - H]-	CIOZITIYYVGIKK	InChI=1S/C10H16O7/c1-10(2,3)17-9(16)7(13)5(8(14)15)4-6(11)12/h5,7,13H,4H2,1-3H3,(H,11,12)(H,14,15)	2-[1-hydroxy-2-[(2-methylpropan-2-yl)oxy]-2-oxoethyl]butanedioic acid	CC(C)(C)OC(=O)C(C(CC(=O)O)C(=O)O)O	-0.5	60016993	PubChem:(60016993)	2
28	1	N/A	-160.99294620173205	C10H16O7	[M - H2O - H]-	HAGHFRNLXYATRK	InChI=1S/C10H16O7/c11-3-7(13)9(15)5-1-4(10(16)17)2-6(12)8(5)14/h1,5-9,11-15H,2-3H2,(H,16,17)	null	C1C(C(C(C=C1C(=O)O)C(C(CO)O)O)O)O	-2.20000005	23573274;58633189	PubChem:(23573274 58633189)	2
29	1	N/A	-161.47038172110544	C10H16O7	[M - H2O - H]-	IDWIVUJBOWIHGK	InChI=1S/C10H16O7/c11-8(12)4-2-1-3-7-16-17-10(15)6-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)O)CCOOC(=O)CCC(=O)O	0.200000003	88795861	PubChem:(88795861)	2
30	1	N/A	-161.90674495416525	C10H16O7	[M - H2O - H]-	GSLBNGUUAIWYHA	InChI=1S/C10H16O7/c1-17-7(11)5-3-2-4-6(9(13)14)8(12)10(15)16/h6,8,12H,2-5H2,1H3,(H,13,14)(H,15,16)	null	COC(=O)CCCCC(C(C(=O)O)O)C(=O)O	0.0938890278	""	KEGG Mine	8589934592
31	1	N/A	-166.22689682088446	C10H16O7	[M - H2O - H]-	CFEQGNIBIZMART	InChI=1S/C10H16O7/c1-3-6(2)17-8(13)5-10(16,9(14)15)4-7(11)12/h6,16H,3-5H2,1-2H3,(H,11,12)(H,14,15)	2-(2-butan-2-yloxy-2-oxoethyl)-2-hydroxybutanedioic acid	CCC(C)OC(=O)CC(CC(=O)O)(C(=O)O)O	-0.0475492887	20090096	PubChem:(20090096)	2
