rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.12064952754907954	-102.08793075348218	C10H16O6	[M - H]-	PXZYRZNAEBQICB	InChI=1S/C10H16O6/c11-8(12)4-2-1-3-7-16-10(15)6-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)O)CCOC(=O)CCC(=O)O	0.100000001	88795859	PubChem:(88795859)	2
2	1	N/A	-111.3226377217075	C10H16O6	[M - H]-	MBQYATDDZZPRQC	InChI=1S/C10H16O6/c1-15-9(13)4-2-3-7-16-10(14)6-5-8(11)12/h2-7H2,1H3,(H,11,12)	null	COC(=O)CCCCOC(=O)CCC(=O)O	0.100000001	89854850	PubChem:(89854850)	2
3	1	N/A	-111.64034433725413	C10H16O6	[M - H]-	AWZZUJWQYRJXNV	InChI=1S/C10H16O6/c11-8(12)4-1-2-7-16-10(15)6-3-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCOC(=O)CCCC(=O)O)CC(=O)O	0.100000001	129849925	PubChem:(129849925)	2
4	1	N/A	-114.46722720152819	C10H16O6	[M - H]-	PKSYFIWRUMUMID	InChI=1S/C10H16O6/c11-8(12)4-1-2-6-10(15)16-7-3-5-9(13)14/h1-7H2,(H,11,12)(H,13,14)	null	C(CCC(=O)OCCCC(=O)O)CC(=O)O	0.100000001	129849922	PubChem:(129849922)	2
5	1	N/A	-121.51456221289514	C10H16O6	[M - H]-	BHAICWYRFLKDJV	InChI=1S/C10H16O6/c1-4-8(11)15-6-7(10(13)14-3)16-9(12)5-2/h7H,4-6H2,1-3H3	null	CCC(=O)OCC(C(=O)OC)OC(=O)CC	0.899999976	101694119;101694120	PubChem:(101694119 101694120)	2
6	1	N/A	-121.85199351723898	C10H16O6	[M - H]-	GGZYSWCZXIMIIW	InChI=1S/C10H16O6/c1-14-8(11)4-7(5-9(12)15-2)6-10(13)16-3/h7H,4-6H2,1-3H3	Pentanedioic acid, 3-(2-methoxy-2-oxoethyl)-, dimethyl ester	COC(=O)CC(CC(=O)OC)CC(=O)OC	0.0	19038603	PubChem:(19038603)	2
7	1	N/A	-122.50085733022541	C10H16O6	[M - H]-	NWPUKZCWXXZUDY	InChI=1S/C10H16O6/c11-7(3-5-9(13)14)1-2-8(12)4-6-10(15)16/h7,11H,1-6H2,(H,13,14)(H,15,16)	null	C(CC(=O)CCC(=O)O)C(CCC(=O)O)O	-1.10000002	87073437	PubChem:(87073437)	2
8	1	N/A	-124.7994600781348	C10H16O6	[M - H]-	PZNHCXJRIWDHBN	InChI=1S/C10H16O6/c1-4-10(14,6-8(12)15-5-2)9(13)16-7(3)11/h14H,4-6H2,1-3H3	null	CCC(CC(=O)OCC)(C(=O)OC(=O)C)O	0.200000003	87115944	PubChem:(87115944)	2
9	1	N/A	-125.45262074382966	C10H16O6	[M - H]-	LEJONDPNCGKOBF	InChI=1S/C10H16O6/c11-8(12)4-1-7(2-5-9(13)14)3-6-10(15)16/h7H,1-6H2,(H,11,12)(H,13,14)(H,15,16)	Heptanedioic acid, 4-(2-carboxyethyl)-	C(CC(=O)O)C(CCC(=O)O)CCC(=O)O	0.0	17777264	PubChem:(17777264)	2
10	1	N/A	-125.87235750673959	C10H16O6	[M - H]-	XALLHILJDZSTRH	InChI=1S/C10H16O6/c1-2-10(9(15)16,5-3-7(11)12)6-4-8(13)14/h2-6H2,1H3,(H,11,12)(H,13,14)(H,15,16)	3-ethylpentane-1,3,5-tricarboxylic acid	CCC(CCC(=O)O)(CCC(=O)O)C(=O)O	0.200000003	19828894	PubChem:(19828894)	2
