rank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass
1	C10H17ClO5	[M - H]-	C10H17ClO5	42.33902784545439	42.01635600180411	0.32267184365027957	8	0.9337594550360508	2.049530299234213	2.049530299234213	0.4983806882433633	
2	C9H17O6P	[M - H]-	C9H17O6P	23.470491986571357	20.244481177784092	3.2260108087872665	6	0.18070361687382963	2.3152198127220394	2.3152198127220394	1.2010950384663546	
3	C11H21ClS2	[M - H]-	C11H21ClS2	18.59694280188309	14.938754628058451	3.658188173824638	2	0.7372347797879713	-3.0228262562696218	3.0228262562696218	-2.96292660811889	
4	C12H15NO3P	[M - H]-	C12H15NO3P	13.525715838487788	12.205283679650327	1.3204321588374612	7	0.19652467524807954	2.182375055978126	2.182375055978126	-9.473551363901816	
5	C9H11ClN7	[M - H]-	C9H11ClN7	12.609510746713266	12.609510746713266	0.0	2	0.7372347797879713	1.0420254794808763	1.0420254794808763	0.5194585341836963	
6	C11H12N2O5	[M - H]-	C11H12N2O5	9.829910632236619	7.9916374951118385	1.8382731371247796	4	0.14650329543946564	2.3152198127220394	2.3152198127220394	7.786567655059362	
7	C16H12O3	[M - H]-	C16H12O3	9.122693586382349	9.122693586382349	0.0	4	0.14650329543946564	2.3152198127220394	2.3152198127220394	-8.23594087146306	
8	C5H14ClN8P	[M - H]-	C5H14ClN8P	8.403397282861102	8.403397282861102	0.0	2	0.7372347797879713	-0.4025887584520054	0.4025887584520054	-0.7181519582550597	
9	C10H13N4O2P	[M - H]-	C10H13N4O2P	8.082140851662306	5.478534330207963	2.603606521454343	3	0.04926940033323012	3.1099345418794897	3.1099345418794897	-4.1256892397475635	
10	C11H13ClN4O	[M - H]-	C11H13ClN4O	5.333491250592572	5.333491250592572	0.0	3	0.04926940033323012	3.1099345418794897	3.1099345418794897	-4.828403589970555	
