rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.0646613238164013	-19.97730951762206	C16H30O3	[M - H]-	BLGIAJAFLPDOCR	InChI=1S/C16H30O3/c1-2-3-4-5-6-7-9-12-15(17)13-10-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	7-keto palmitic acid	CCCCCCCCCC(=O)CCCCCC(=O)O	4.89802456	5283000	COCONUT:(CNP0177032);Natural Products:(UNPD170521);PubChem:(5283000);SuperNatural:(SN00380027)	3178498
2	1	N/A	-21.110240418263206	C16H30O3	[M - H]-	YPCLNPGINNEYIB	InChI=1S/C16H30O3/c1-2-3-4-5-6-7-8-9-10-12-15(17)13-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	5-keto palmitic acid	CCCCCCCCCCCC(=O)CCCC(=O)O	4.89802456	5282999	PubChem:(5282999)	2
3	1	N/A	-23.051780881385262	C16H30O3	[M - H]-	KHCDPAZLBSPVSE	InChI=1S/C16H30O3/c1-2-3-4-6-9-12-15(17)13-10-7-5-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	9-keto palmitic acid	CCCCCCCC(=O)CCCCCCCC(=O)O	4.89802456	5283002	COCONUT:(CNP0311471);HMDB:(30973);Natural Products:(UNPD48999);PubChem:(5283002);SuperNatural:(SN00262772);PubChem class - bio and metabolites	19955722
4	1	N/A	-23.21850817990568	C16H30O3	[M - H]-	SEWAOKNHYLYQEL	InChI=1S/C16H30O3/c1-2-3-4-5-6-9-12-15(17)13-10-7-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	8-keto palmitic acid	CCCCCCCCC(=O)CCCCCCC(=O)O	4.89802456	5283001	COCONUT:(CNP0275063);HMDB:(30972);Natural Products:(UNPD146476);PubChem:(5283001);SuperNatural:(SN00393153);PubChem class - bio and metabolites;PubMed	19955786
5	1	N/A	-26.913604985449787	C16H30O3	[M - H]-	MZAPLVQPMSGGAC	InChI=1S/C16H30O3/c1-2-3-4-5-6-7-8-9-12-15(17)13-10-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	6-oxohexadecanoic Acid	CCCCCCCCCCC(=O)CCCCC(=O)O	4.69999981	3957969	PubChem:(3957969)	2
6	1	N/A	-27.190097937479308	C16H30O3	[M - H]-	ANQQVTWQIBPDKQ	InChI=1S/C16H30O3/c1-2-3-9-12-15(17)13-10-7-5-4-6-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	11-keto palmitic acid	CCCCCC(=O)CCCCCCCCCC(=O)O	4.69999981	5283003	COCONUT:(CNP0252269);HMDB:(30978);Natural Products:(UNPD132406);PubChem:(5283003);SuperNatural:(SN00227655);PubChem class - bio and metabolites	19955722
7	1	N/A	-29.39002924666792	C16H30O3	[M - H]-	JJQZFMVQZORKPB	InChI=1S/C16H30O3/c1-2-12-15(17)13-10-8-6-4-3-5-7-9-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	null	CCCC(=O)CCCCCCCCCCCC(=O)O	4.69999981	101972125	PubChem:(101972125)	2
8	1	N/A	-30.946426524435786	C16H30O3	[M - H]-	VBFPQNKLKQDSCH	InChI=1S/C16H30O3/c1-2-3-4-9-12-15(17)13-10-7-5-6-8-11-14-16(18)19/h2-14H2,1H3,(H,18,19)	10-keto palmitic acid	CCCCCCC(=O)CCCCCCCCC(=O)O	4.89802456	4998669	COCONUT:(CNP0421828);Natural Products:(UNPD152724);PubChem:(4998669);SuperNatural:(SN00245148);PubChem class - bio and metabolites	19955714
9	1	N/A	-31.179288067285164	C16H30O3	[M - H]-	DRZROXXGLBIKCO	InChI=1S/C16H30O3/c1-2-3-4-5-6-7-8-9-10-11-12-15(17)13-14-16(18)19/h2-14H2,1H3,(H,18,19)	4-keto palmitic acid	CCCCCCCCCCCCC(=O)CCC(=O)O	5.0999999	5282998	PubChem:(5282998)	2
10	1	N/A	-37.5350388355081	C16H30O3	[M - H]-	RPQJFAIEPUKQHK	InChI=1S/C16H30O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h1,3,17H,2,4-15H2,(H,18,19)	16-Hydroxyhexadec-9-enoic acid	C(CCCC=CCCCCCCO)CCCC(=O)O	4.5999999	3014965;5312762;5312763;138756163	NORMAN:(NS00051584);COCONUT:(CNP0277312);Natural Products:(UNPD41292 UNPD32775);PubChem:(3014965 5312762 5312763 138756163);SuperNatural:(SN00335541 SN00365820);YMDB Mine;CHEBI:(144048 137801);EcoCyc Mine;PubMed;KEGG Mine	60132982882
