rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.10030109036193266	-38.46879265814517	C7H8O2	[M - H]-	ASHGTJPOSUFTGB	InChI=1S/C7H8O2/c1-9-7-4-2-3-6(8)5-7/h2-5,8H,1H3	m-Guaiacol	COC1=CC=CC(=C1)O	1.41076863	9007;12205261;12205264;12205265;22992951;101736391;101736392	HMDB:(135619);PubChem class - food;SuperNatural:(SN00155810);ZINC bio:(ZINC00389516);additional;MeSH:(9007);PubMed;NORMAN:(NS00020150);COCONUT:(CNP0268248);KNApSAcK:(29505);Natural Products:(UNPD14173);PubChem:(9007 12205261 12205264 12205265 22992951 101736391 101736392);CHEBI:(52678);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-15143);KEGG Mine	8812030078
2	1	N/A	-41.380335796626	C7H8O2	[M - H]-	OIPPWFOQEKKFEE	InChI=1S/C7H8O2/c1-5-2-6(8)4-7(9)3-5/h2-4,8-9H,1H3	Oricinol	CC1=CC(=CC(=C1)O)O	1.60000002	10436;102023919	SuperNatural:(SN00143258);ZINC bio:(ZINC00391826);additional;MeSH:(10436);Plantcyc:(ORCINOL-CPD);PubMed;NORMAN:(NS00032059);COCONUT:(CNP0300146);KNApSAcK:(2661);Natural Products:(UNPD56181);PubChem:(10436 102023919);YMDB Mine;CHEBI:(16536);PubChem class - bio and metabolites;KEGG:(C00727);PubChem class - safety and toxic;Training Set;Biocyc:(ORCINOL-CPD)	34447747446
3	1	N/A	-52.80295498662416	C7H8O2	[M - H]-	ZTMADXFOCUXMJE	InChI=1S/C7H8O2/c1-5-6(8)3-2-4-7(5)9/h2-4,8-9H,1H3	2-Methylresorcin	CC1=C(C=CC=C1O)O	1.60000002	11843	NORMAN:(NS00001899);PubChem:(11843);YMDB Mine;ZINC bio:(ZINC00154621);additional;MeSH:(11843);PubChem class - safety and toxic;PubMed;KEGG Mine	43017576518
4	1	N/A	-60.74992805142371	C7H8O2	[M - H]-	PGSWEKYNAOWQDF	InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3	bmse000334	CC1=C(C(=CC=C1)O)O	1.4844172	340;46782205	SuperNatural:(SN00332671);additional;MeSH:(340);Plantcyc:(CPD-111);PubMed;NORMAN:(NS00031826);COCONUT:(CNP0143209);Natural Products:(UNPD60841);PubChem:(340 46782205);YMDB Mine;CHEBI:(18404);PubChem class - bio and metabolites;KEGG:(C02923);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-111)	34447739238
5	1	N/A	-64.35142056881567	C7H8O2	[M - H]-	FNYDIAAMUCQQDE	InChI=1S/C7H8O2/c1-5-2-3-6(8)4-7(5)9/h2-4,8-9H,1H3	2,4-Toluenediol	CC1=C(C=C(C=C1)O)O	1.4844172	10333	NORMAN:(NS00031936);COCONUT:(CNP0256040);Natural Products:(UNPD216054);PubChem:(10333);YMDB Mine;ZINC bio:(ZINC04530928);EcoCyc Mine;PubChem class - safety and toxic;PubMed;Biocyc:(4-METHYLRESORCINOL);KEGG Mine	60199053378
6	1	N/A	-72.62419351038741	C7H8O2	[M - H]-	CNHDIAIOKMXOLK	InChI=1S/C7H8O2/c1-5-4-6(8)2-3-7(5)9/h2-4,8-9H,1H3	Toluquinol	CC1=C(C=CC(=C1)O)O	1.4844172	7253;10986235;58280743;131851526	ZINC bio:(ZINC00388086);additional;MeSH:(7253);Plantcyc:(CPD-16720);PubMed;NORMAN:(NS00006438);COCONUT:(CNP0324010);KNApSAcK:(23720);Natural Products:(UNPD86181);PubChem:(7253 10986235 58280743 131851526);YMDB Mine;CHEBI:(133842);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;Training Set;Biocyc:(CPD-16720);KEGG Mine	60216502390
7	1	N/A	-73.51924592059454	C7H8O2	[M - H]-	OKVJCVWFVRATSG	InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2	3-methylolphenol	C1=CC(=CC(=C1)O)CO	0.965780735	102;20151835;59348057;100945501	HMDB:(59712);SuperNatural:(SN00257883);ZINC bio:(ZINC00388761);additional;MeSH:(102);Plantcyc:(3-OH-BENZYL-ALCOHOL);PubMed;NORMAN:(NS00014669);COCONUT:(CNP0315716);KNApSAcK:(776);Natural Products:(UNPD75030);PubChem:(102 20151835 59348057 100945501);YMDB Mine;CHEBI:(17069);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C03351);PubChem class - safety and toxic;Training Set;Biocyc:(3-O-L-ALANYL-1-O-PHOSPHATIDYLGLYCEROL 3-OH-BENZYL-ALCOHOL)	51627616638
8	1	N/A	-74.52418588295993	C7H8O2	[M - H]-	NWVVVBRKAWDGAB	InChI=1S/C7H8O2/c1-9-7-4-2-6(8)3-5-7/h2-5,8H,1H3	Mequinol	COC1=CC=C(C=C1)O	1.41076863	9015;12213389;12213391;12777543;54134704;88337666;101736390;102602368	HMDB:(29696);PubChem class - food;SuperNatural:(SN00392974);ZINC bio:(ZINC00001684);additional;HSDB:(150-76-5);MeSH:(9015);PubMed;NORMAN:(NS00010661);COCONUT:(CNP0236213);KNApSAcK:(35022);Natural Products:(UNPD114854);PubChem:(9015 12213389 12213391 12777543 54134704 88337666 101736390 102602368);YMDB Mine;CHEBI:(69441);PubChem class - bio and metabolites;EcoCyc Mine;PubChem class - safety and toxic;PubChem class - drug;KEGG Mine	60385174142
9	1	N/A	-77.28347836715952	C7H8O2	[M - H]-	VCTGBWYTEXZDNM	InChI=1S/C7H8O2/c1-6-3-2-4-7(5-6)9-8/h2-5,8H,1H3	null	CC1=CC(=CC=C1)OO	2.0723834	54312538	PubChem:(54312538)	2
10	1	N/A	-79.64358410499045	C7H8O2	[M - H]-	LHGVFZTZFXWLCP	InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3	guaiacol	COC1=CC=CC=C1O	1.41076863	460;10725347;12213392;12213393;10351699;21989556;59818145;71750131;90476366;102251561;102601759;122215791;129850429;131698707	HMDB:(1398);PubChem class - food;HSDB:(8021-39-4 90-05-1);MeSH:(460);Plantcyc:(CPD-400);PubMed;NORMAN:(NS00010812);COCONUT:(CNP0269885);KNApSAcK:(2654);Natural Products:(UNPD120175);PubChem:(460 10725347 12213392 12213393 10351699 21989556 59818145 71750131 90476366 102251561 102601759 122215791 129850429 131698707);CHEBI:(28591);PubChem class - bio and metabolites;KEGG:(C01502 C15572);PubChem class - safety and toxic;YMDB:(1430);PubChem class - drug;Biocyc:(CPD-400)	254249854
