rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.13159992576884916	-102.6628974558508	C18H28O5	[M - H]-	ODCZJZWSXPVLAW	InChI=1S/C18H28O5/c1-12(8-13(2)9-14(3)10-17(20)21)6-4-5-7-16-15(11-19)18(22)23-16/h9-10,12,15-16,19H,4-8,11H2,1-3H3,(H,20,21)	Hymeglusin	CC(CCCCC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C	4.5999999	160173;6440895;10471501;54144091	COCONUT:(CNP0233435);Natural Products:(UNPD79541 UNPD112363 UNPD213921 UNPD198835 UNPD164109);PubChem:(160173 6440895 10471501 54144091);SuperNatural:(SN00309435 SN00239952 SN00225763);additional;MeSH:(6440895);PubChem class - safety and toxic;Training Set;PubMed	70828102
2	1	N/A	-120.21851462792893	C18H28O5	[M - H]-	GFOOBEJZTGVOFF	InChI=1S/C18H28O5/c1-12(10-17(20)21)9-14(3)13(2)7-5-4-6-8-16-15(11-19)18(22)23-16/h9-10,13,15-16,19H,4-8,11H2,1-3H3,(H,20,21)	null	CC(CCCCCC1C(C(=O)O1)CO)C(=CC(=CC(=O)O)C)C	4.5999999	88430020;87844046	PubChem:(88430020 87844046)	2
3	1	N/A	-131.89090936179198	C18H28O5	[M - H]-	QHSFOQQBQNXFRF	InChI=1S/C18H28O5/c1-3-13-11(19)5-7-15-17(21-13)9-10-18-16(23-15)8-6-12(20)14(4-2)22-18/h3-4,11-20H,1-2,5-10H2	null	C=CC1C(CCC2C(O1)CCC3C(O2)CCC(C(O3)C=C)O)O	1.60000002	15318166	PubChem:(15318166)	2
4	1	N/A	-135.54696738996805	C18H28O5	[M - H]-	OQIQBYKMKFARLM	InChI=1S/C18H28O5/c19-16(13-10-11-15-18(22)23)12-8-6-4-2-1-3-5-7-9-14-17(20)21/h4,6,8,12H,1-3,5,7,9-11,13-15H2,(H,20,21)(H,22,23)	7,9-Octadecadienedioic acid, 6-oxo-, (E,Z)-	C(CCCC=CC=CC(=O)CCCCC(=O)O)CCCC(=O)O	3.5	71338339	PubChem:(71338339)	2
5	1	N/A	-135.96238803431174	C18H28O5	[M - H]-	WHBJGALKCMQTPP	InChI=1S/C18H28O5/c1-4-5-6-14(10-16-15(11-19)18(22)23-16)8-12(2)7-13(3)9-17(20)21/h7,9,14-16,19H,4-6,8,10-11H2,1-3H3,(H,20,21)	null	CCCCC(CC1C(C(=O)O1)CO)CC(=CC(=CC(=O)O)C)C	4.69999981	87459673	PubChem:(87459673)	2
6	1	N/A	-150.12545885943996	C18H28O5	[M - H]-	FOILYIYVHIKJDK	InChI=1S/C18H28O5/c19-18(20)17(12-16-6-3-9-23-16)13(10-14-4-1-7-21-14)11-15-5-2-8-22-15/h14-16H,1-12H2,(H,19,20)	null	C1CC(OC1)CC(=C(CC2CCCO2)C(=O)O)CC3CCCO3	2.5	71270182	PubChem:(71270182)	2
7	1	N/A	-150.41653594956568	C18H28O5	[M - H]-	MLFYQMPPOCXYJA	InChI=1S/C18H28O5/c1-2-3-4-5-6-9-12-15(19)16(20)13-10-7-8-11-14-17(21)18(22)23/h3-4,6,9,16,20H,2,5,7-8,10-14H2,1H3,(H,22,23)	null	CCC=CCC=CCC(=O)C(CCCCCCC(=O)C(=O)O)O	3.20000005	88115136	PubChem:(88115136)	2
8	1	N/A	-158.79459896768682	C18H28O5	[M - H]-	YBYAUCLBZQNRIQ	InChI=1S/C18H28O5/c1-2-3-4-5-6-7-11-16(20)17(21)14-13-15(19)10-8-9-12-18(22)23/h8-10,12,16,20H,2-7,11,13-14H2,1H3,(H,22,23)	null	CCCCCCCCC(C(=O)CCC(=O)C=CC=CC(=O)O)O	3.29999995	54500290	PubChem:(54500290)	2
9	1	N/A	-159.95626405718437	C18H28O5	[M - H]-	WMEUHKNFGLQJSN	InChI=1S/C18H28O5/c1-15(19)10-6-3-2-4-7-11-16(20)14-17(21)12-8-5-9-13-18(22)23/h2,4-5,7-9,11,13,15-17,19-21H,3,6,10,12,14H2,1H3,(H,22,23)	null	CC(CCCC=CC=CC(CC(CC=CC=CC(=O)O)O)O)O	2.0999999	71574578;139586941	PubChem:(71574578 139586941);COCONUT:(CNP0194722)	2097154
10	1	N/A	-161.05654057804455	C18H28O5	[M - H]-	IKFIKRQFLRHOMJ	InChI=1S/C18H28O5/c19-15-17(21)14-13-16(20)11-9-7-5-3-1-2-4-6-8-10-12-18(22)23/h3,5,13-14,16-17,19-21H,1-2,4,6-8,10,12,15H2,(H,22,23)	null	C(CCCC=CCC#CC(C=CC(CO)O)O)CCCC(=O)O	2.20000005	135368864	PubChem:(135368864)	2
11	1	N/A	-162.81188100818406	C18H28O5	[M - H]-	RQKACIFXFYYATK	InChI=1S/C18H28O5/c1-5-16(22-11-15-9-7-6-8-10-15)13(2)17(23-12-21-4)14(3)18(19)20/h6-10,13-14,16-17H,5,11-12H2,1-4H3,(H,19,20)	null	CCC(C(C)C(C(C)C(=O)O)OCOC)OCC1=CC=CC=C1	3.29999995	101013843	PubChem:(101013843)	2
12	1	N/A	-168.09487537297423	C18H28O5	[M - H]-	FMCWRDTWLILYSW	InChI=1S/C18H28O5/c1-11-2-3-12-8-13(19)5-7-17(12)16(11)6-4-14(20)9-15(21)10-18(22)23/h2-3,8,11,13-17,19-21H,4-7,9-10H2,1H3,(H,22,23)	(3R,5R)-7-[(1S,2S,6S,8aR)-6-hydroxy-2-methyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid	CC1C=CC2=CC(CCC2C1CCC(CC(CC(=O)O)O)O)O	1.10000002	58746966;68307497	PubChem:(58746966 68307497)	2
13	1	N/A	-171.0880729057992	C18H28O5	[M - H]-	LFTUCYCUYUJMJB	InChI=1S/C18H28O5/c19-14-10-9-12-17(21)15-16(20)11-7-5-3-1-2-4-6-8-13-18(22)23/h5,7,9,12,15,19,21H,1-4,6,8,10-11,13-14H2,(H,22,23)	Cibaric acid	C(CCCC=CCC(=O)C=C(C=CCCO)O)CCCC(=O)O	3.5	125425;5312914;6438613;14757742;20839146	COCONUT:(CNP0158179);HMDB:(38580);Natural Products:(UNPD417);PubChem:(125425 5312914 6438613 14757742 20839146);SuperNatural:(SN00367247);CHEBI:(138788);PubChem class - bio and metabolites;MeSH:(125425 6438613 14757742 20839146);PubMed	19955822
