rank	formulaRank	ConfidenceScore	CSI:FingerIDScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags
1	1	0.16902898471722522	-154.21584051052304	C19H28O7	[M - H]-	OKYAXTCGDCWZFX	InChI=1S/C19H28O7/c1-8-6-12-15(9(2)18(23)26-12)17(22)19(5)14(25-11(4)21)7-13(16(8)19)24-10(3)20/h8-9,12-17,22H,6-7H2,1-5H3	null	CC1CC2C(C(C(=O)O2)C)C(C3(C1C(CC3OC(=O)C)OC(=O)C)C)O	2.0	102058353	PubChem:(102058353)	2
2	1	N/A	-168.8055383691497	C19H28O7	[M - H]-	MNANCKHWXWVAAZ	InChI=1S/C19H28O7/c1-8-6-12-15(9(2)18(23)26-12)17(25-11(4)21)19(5)14(22)7-13(16(8)19)24-10(3)20/h8-9,12-17,22H,6-7H2,1-5H3	Oprea1_522757	CC1CC2C(C(C(=O)O2)C)C(C3(C1C(CC3O)OC(=O)C)C)OC(=O)C	2.0	23932182	PubChem:(23932182)	2
3	1	N/A	-186.23495858796838	C19H28O7	[M - H]-	CHXBAJUNSJHCKJ	InChI=1S/C19H28O7/c1-9-14-12(26-17(9)22)8-18(4)13(24-10(2)20)6-7-19(5,23)16(18)15(14)25-11(3)21/h9,12-16,23H,6-8H2,1-5H3	null	CC1C2C(CC3(C(CCC(C3C2OC(=O)C)(C)O)OC(=O)C)C)OC1=O	1.70000005	10981453	PubChem:(10981453);PubMed	66
4	1	N/A	-193.04334283941776	C19H28O7	[M - H]-	SPUVHORFXIUOLH	InChI=1S/C19H28O7/c1-6-10-18(5,23)11-19(12-24-15(20)7-2,13-25-16(21)8-3)14-26-17(22)9-4/h7-9,23H,2-4,6,10-14H2,1,5H3	null	CCCC(C)(CC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)O	3.0	90366132	PubChem:(90366132)	2
5	1	N/A	-194.76594199034628	C19H28O7	[M - H]-	ROQXJYSCLWAXAD	InChI=1S/C19H28O7/c1-3-5-6-7-13(26-19(24)4-2)8-9-14-15(10-18(22)23)16(21)11-17(14)25-12-20/h5-6,8-9,12-17,21H,3-4,7,10-11H2,1-2H3,(H,22,23)	null	CCC=CCC(C=CC1C(CC(C1CC(=O)O)O)OC=O)OC(=O)CC	2.20000005	88826927	PubChem:(88826927)	2
6	1	N/A	-199.5214226573712	C19H28O7	[M - H]-	ZWJXUWIAGJLWCY	InChI=1S/C19H28O7/c1-9(2)17(22)26-14-8-19(5,24)15(21)7-12(20)10(3)6-13-16(14)11(4)18(23)25-13/h9-10,13-16,21,24H,4,6-8H2,1-3,5H3	null	CC1CC2C(C(CC(C(CC1=O)O)(C)O)OC(=O)C(C)C)C(=C)C(=O)O2	1.7265718	""	COCONUT:(CNP0180091);Natural Products:(UNPD72689);SuperNatural:(SN00234689)	3178496
7	1	N/A	-200.28305832826325	C19H28O7	[M - H]-	FVCOWQVZIVEGLE	InChI=1S/C19H28O7/c1-9(2)17(22)26-16-15-12(11(4)18(23)25-15)14(21)13(20)10(3)7-6-8-19(16,5)24/h9-10,12,14-16,21,24H,4,6-8H2,1-3,5H3	null	CC1CCCC(C(C2C(C(C1=O)O)C(=C)C(=O)O2)OC(=O)C(C)C)(C)O	2.00815558	""	COCONUT:(CNP0270933);Natural Products:(UNPD143536);SuperNatural:(SN00238192)	3178496
8	1	N/A	-201.01419235679202	C19H28O7	[M - H]-	LCTNIHHOYPFDLV	InChI=1S/C19H28O7/c1-18-5-3-11(7-14(18)25-18)16(21)23-9-13(20)10-24-17(22)12-4-6-19(2)15(8-12)26-19/h11-15,20H,3-10H2,1-2H3	[2-hydroxy-3-(6-methyl-7-oxabicyclo[4.1.0]heptane-3-carbonyl)oxypropyl] 6-methyl-7-oxabicyclo[4.1.0]heptane-3-carboxylate	CC12CCC(CC1O2)C(=O)OCC(COC(=O)C3CCC4(C(C3)O4)C)O	0.899999976	58908039;89141398	PubChem:(58908039 89141398)	2
9	1	N/A	-202.82672728945408	C19H28O7	[M - H]-	JBAYENYFOZVRFN	InChI=1S/C19H28O7/c1-9(2)16(21)24-12-7-18(5)13(20)8-19(23,26-18)6-10(3)15-14(12)11(4)17(22)25-15/h9-10,12-15,20,23H,4,6-8H2,1-3,5H3	null	CC1CC2(CC(C(O2)(CC(C3C1OC(=O)C3=C)OC(=O)C(C)C)C)O)O	1.79999995	102078169	PubChem:(102078169)	2
10	1	N/A	-203.45482116656152	C19H28O7	[M - H]-	JCYVDJDLELBGAR	InChI=1S/C19H28O7/c1-12(20)4-2-6-18(23)25-15-10-8-14-13(15)9-11-16(14)26-19(24)7-3-5-17(21)22/h13-16H,2-11H2,1H3,(H,21,22)	null	CC(=O)CCCC(=O)OC1CCC2C1CCC2OC(=O)CCCC(=O)O	1.39999998	122693452;122693453;122693459	PubChem:(122693452 122693453 122693459)	2
